oktmo,name,year,munipoliceworkers
1601000,Алейский муниципальный район,2006,2.0
1601420,Дружбинский сельсовет,2006,1.0
1601468,Осколковский сельсовет,2006,1.0
1602000,Алтайский муниципальный район,2006,7.0
1602000,Алтайский муниципальный район,2007,6.0
1602000,Алтайский муниципальный район,2008,1.0
1602000,Алтайский муниципальный район,2009,1.0
1602000,Алтайский муниципальный район,2010,1.0
1602000,Алтайский муниципальный район,2011,1.0
1602000,Алтайский муниципальный район,2012,1.0
1602407,Алтайский сельсовет,2006,5.0
1602407,Алтайский сельсовет,2007,5.0
1602423,Куяганский сельсовет,2006,1.0
1602423,Куяганский сельсовет,2007,1.0
1602423,Куяганский сельсовет,2008,1.0
1602423,Куяганский сельсовет,2009,1.0
1602423,Куяганский сельсовет,2010,1.0
1602423,Куяганский сельсовет,2011,1.0
1602423,Куяганский сельсовет,2012,1.0
1602479,Старобелокурихинский сельсовет,2006,1.0
1605000,Благовещенский муниципальный район,2007,8.0
1605000,Благовещенский муниципальный район,2008,0.0
1605151,Благовещенский поссовет,2007,8.0
1605151,Благовещенский поссовет,2008,0.0
1605157,Степноозёрский поссовет,2008,0.0
1605436,Леньковский сельсовет,2008,0.0
1610000,Ельцовский муниципальный район,2006,1.0
1611000,Завьяловский муниципальный район,2006,1.0
1611000,Завьяловский муниципальный район,2007,1.0
1611434,Завьяловский сельсовет,2006,1.0
1611434,Завьяловский сельсовет,2007,1.0
1615000,Калманский муниципальный район,2008,0.0
1615409,Бурановский сельсовет,2008,0.0
1615425,Калистратихинский сельсовет,2008,0.0
1615435,Кубанский сельсовет,2006,0.0
1615457,Новоромановский сельсовет,2008,0.0
1615485,Шадринский сельсовет,2008,0.0
1617000,Ключевский муниципальный район,2006,106.0
1617000,Ключевский муниципальный район,2011,12.0
1617424,Ключевский сельсовет,2006,106.0
1617468,Покровский сельсовет,2011,12.0
1618412,ND,2007,0.0
1618434,Косихинский сельсовет,2007,0.0
1618460,Налобихинский сельсовет,2007,0.0
1619000,Красногорский муниципальный район,2007,4.0
1619000,Красногорский муниципальный район,2009,26.0
1619000,Красногорский муниципальный район,2010,26.0
1619423,Красногорский сельсовет,2007,1.0
1619423,Красногорский сельсовет,2009,26.0
1619423,Красногорский сельсовет,2010,26.0
1619456,Соусканихинский сельсовет,2007,1.0
1619489,Усть-Кажинский сельсовет,2007,2.0
1620000,Краснощёковский муниципальный район,2006,2.0
1620000,Краснощёковский муниципальный район,2007,2.0
1620000,Краснощёковский муниципальный район,2008,1.0
1620430,Краснощёковский сельсовет,2006,2.0
1620430,Краснощёковский сельсовет,2007,2.0
1620430,Краснощёковский сельсовет,2008,1.0
1621000,Крутихинский муниципальный район,2006,2.0
1621000,Крутихинский муниципальный район,2007,2.0
1621430,Крутихинский сельсовет,2006,2.0
1621430,Крутихинский сельсовет,2007,2.0
1624000,Кытмановский муниципальный район,2006,75.0
1624423,Кытмановский сельсовет,2006,75.0
1625000,Локтевский муниципальный район,2006,160.0
1625000,Локтевский муниципальный район,2007,159.0
1625101,город Горняк,2006,160.0
1625101,город Горняк,2007,159.0
1630000,Павловский муниципальный район,2006,24.0
1630000,Павловский муниципальный район,2007,24.0
1630401,Арбузовский сельсовет,2006,1.0
1630401,Арбузовский сельсовет,2007,1.0
1630403,Бурановский сельсовет,2006,1.0
1630403,Бурановский сельсовет,2007,1.0
1630412,Елунинский сельсовет,2006,1.0
1630412,Елунинский сельсовет,2007,1.0
1630432,Колыванский сельсовет,2006,1.0
1630432,Колыванский сельсовет,2007,1.0
1630437,Комсомольский сельсовет,2006,1.0
1630437,Комсомольский сельсовет,2007,1.0
1630449,Лебяжинский сельсовет,2006,1.0
1630449,Лебяжинский сельсовет,2007,1.0
1630449,Лебяжинский сельсовет,2008,0.0
1630455,Новозоринский сельсовет,2007,0.0
1630460,Павловский сельсовет,2006,11.0
1630460,Павловский сельсовет,2007,10.0
1630460,Павловский сельсовет,2008,0.0
1630464,Прутской сельсовет,2006,1.0
1630464,Прутской сельсовет,2007,1.0
1630473,Стуковский сельсовет,2006,2.0
1630473,Стуковский сельсовет,2007,2.0
1630482,Черемновский сельсовет,2006,3.0
1630482,Черемновский сельсовет,2007,3.0
1630485,Чернопятовский сельсовет,2007,1.0
1630490,Шаховский сельсовет,2006,1.0
1630490,Шаховский сельсовет,2007,1.0
1631000,Панкрушихинский муниципальный район,2006,4.0
1631456,Панкрушихинский сельсовет,2006,4.0
1632000,Первомайский муниципальный район,2006,2.0
1635000,Ребрихинский муниципальный район,2006,49.0
1635464,Ребрихинский сельсовет,2006,49.0
1636000,Родинский муниципальный район,2006,1.0
1636000,Родинский муниципальный район,2007,1.0
1636000,Родинский муниципальный район,2008,1.0
1636000,Родинский муниципальный район,2009,1.0
1636000,Родинский муниципальный район,2010,1.0
1636000,Родинский муниципальный район,2011,1.0
1636456,Родинский сельсовет,2006,1.0
1636468,Степновский сельсовет,2007,1.0
1636480,Центральный сельсовет,2008,1.0
1636480,Центральный сельсовет,2009,1.0
1636480,Центральный сельсовет,2010,1.0
1636480,Центральный сельсовет,2011,1.0
1637000,Романовский муниципальный район,2006,129.0
1637000,Романовский муниципальный район,2007,130.0
1637407,Гилёв-Логовской сельсовет,2006,1.0
1637407,Гилёв-Логовской сельсовет,2007,1.0
1637412,Грано-Маяковский сельсовет,2006,1.0
1637412,Грано-Маяковский сельсовет,2007,1.0
1637417,Гуселетовский сельсовет,2006,1.0
1637417,Гуселетовский сельсовет,2007,1.0
1637422,Дубровинский сельсовет,2006,1.0
1637422,Дубровинский сельсовет,2007,1.0
1637435,Закладинский сельсовет,2006,1.0
1637435,Закладинский сельсовет,2007,1.0
1637446,Майский сельсовет,2006,1.0
1637446,Майский сельсовет,2007,1.0
1637466,Рассветовский сельсовет,2006,1.0
1637466,Рассветовский сельсовет,2007,1.0
1637468,Романовский сельсовет,2006,120.0
1637468,Романовский сельсовет,2007,121.0
1637479,Сидоровский сельсовет,2006,1.0
1637479,Сидоровский сельсовет,2007,1.0
1637482,Тамбовский сельсовет,2006,1.0
1637482,Тамбовский сельсовет,2007,1.0
1638000,Рубцовский муниципальный район,2006,20.0
1638000,Рубцовский муниципальный район,2007,21.0
1638406,Безрукавский сельсовет,2006,2.0
1638406,Безрукавский сельсовет,2007,1.0
1638412,Бобковский сельсовет,2006,1.0
1638412,Бобковский сельсовет,2007,1.0
1638415,Большешелковниковский сельсовет,2006,1.0
1638415,Большешелковниковский сельсовет,2007,1.0
1638418,Веселоярский сельсовет,2006,4.0
1638418,Веселоярский сельсовет,2007,4.0
1638420,Вишнёвский сельсовет,2006,1.0
1638420,Вишнёвский сельсовет,2007,1.0
1638422,Дальний сельсовет,2006,1.0
1638422,Дальний сельсовет,2007,1.0
1638425,Куйбышевский сельсовет,2006,1.0
1638425,Куйбышевский сельсовет,2007,1.0
1638430,Мамонтовский сельсовет,2006,1.0
1638430,Мамонтовский сельсовет,2007,1.0
1638437,Новоалександровский сельсовет,2006,1.0
1638437,Новоалександровский сельсовет,2007,1.0
1638440,Новониколаевский сельсовет,2006,1.0
1638440,Новониколаевский сельсовет,2007,1.0
1638444,Новороссийский сельсовет,2006,1.0
1638444,Новороссийский сельсовет,2007,1.0
1638447,Новосклюихинский сельсовет,2006,1.0
1638447,Новосклюихинский сельсовет,2007,1.0
1638451,Половинкинский сельсовет,2006,1.0
1638451,Половинкинский сельсовет,2007,1.0
1638460,Ракитовский сельсовет,2006,1.0
1638460,Ракитовский сельсовет,2007,1.0
1638462,Рубцовский сельсовет,2006,1.0
1638462,Рубцовский сельсовет,2007,1.0
1638465,Самарский сельсовет,2007,1.0
1638467,Саратовский сельсовет,2007,1.0
1638471,Тишинский сельсовет,2006,1.0
1638471,Тишинский сельсовет,2007,1.0
1642000,Советский муниципальный район,2006,47.0
1642452,Советский сельсовет,2006,47.0
1644000,Солтонский муниципальный район,2006,12.0
1644481,Солтонский сельсовет,2006,12.0
1645000,Шелаболихинский муниципальный район,2011,0.0
1646455,Серебропольский сельсовет,2006,0.0
1649000,Топчихинский муниципальный район,2007,9.0
1649000,Топчихинский муниципальный район,2008,2.0
1649409,Зиминский сельсовет,2007,9.0
1649447,Парфёновский сельсовет,2008,2.0
1650000,Третьяковский муниципальный район,2006,97.0
1650000,Третьяковский муниципальный район,2010,1.0
1650000,Третьяковский муниципальный район,2011,1.0
1650433,Новоалейский сельсовет,2006,1.0
1650444,Первокаменский сельсовет,2006,1.0
1650446,Первомайский сельсовет .,2006,2.0
1650460,Садовый сельсовет,2006,1.0
1650460,Садовый сельсовет,2010,1.0
1650460,Садовый сельсовет,2011,1.0
1650466,Староалейский сельсовет,2006,90.0
1650477,Третьяковский сельсовет,2006,1.0
1650488,Шипунихинский сельсовет,2006,1.0
1651000,Троицкий муниципальный район,2006,120.0
1651457,Троицкий сельсовет,2006,120.0
1653000,Угловский муниципальный район,2007,96.0
1653488,Угловский сельсовет,2007,96.0
1654000,Усть-Калманский муниципальный район,2006,1.0
1654000,Усть-Калманский муниципальный район,2007,1.0
1654000,Усть-Калманский муниципальный район,2008,1.0
1654000,Усть-Калманский муниципальный район,2009,1.0
1654000,Усть-Калманский муниципальный район,2010,1.0
1654000,Усть-Калманский муниципальный район,2011,1.0
1654455,Усть-Калманский сельсовет,2006,1.0
1654455,Усть-Калманский сельсовет,2007,1.0
1654455,Усть-Калманский сельсовет,2008,1.0
1654455,Усть-Калманский сельсовет,2009,1.0
1654455,Усть-Калманский сельсовет,2010,1.0
1654455,Усть-Калманский сельсовет,2011,1.0
1655000,Усть-Пристанский муниципальный район,2006,16.0
1655480,Усть-Пристанский сельсовет,2006,16.0
1656000,Хабарский муниципальный район,2007,13.0
1656435,Мичуринский сельсовет,2007,1.0
1656493,Хабарский сельсовет,2007,12.0
1659000,Шипуновский муниципальный район,2006,113.0
1659000,Шипуновский муниципальный район,2012,0.0
1659495,Шипуновский сельсовет,2006,113.0
1701000,город Барнаул,2006,169.0
1703000,город Алейск,2015,42.0
1704000,город Белокуриха,2006,2.0
1704000,город Белокуриха,2007,2.0
1704000,город Белокуриха,2008,2.0
1704000,город Белокуриха,2009,2.0
1704000,город Белокуриха,2010,2.0
1705000,город Бийск,2008,0.0
1706000,город Заринск,2007,0.0
1710000,город Камень-на-Оби,2014,1.0
1710000,город Камень-на-Оби,2015,1.0
1713000,город Новоалтайск,2012,0.0
1716000,город Рубцовск,2012,0.0
1719000,город Славгород,2011,0.0
1719000,город Славгород,2012,0.0
1730000,город Яровое,2006,0.0
3601000,Абинский муниципальный район,2006,37.0
3601101,Абинское,2006,29.0
3601153,Ахтырское,2006,8.0
3616000,Ейский муниципальный район,2008,8.0
3616000,Ейский муниципальный район,2009,8.0
3616000,Ейский муниципальный район,2012,17.0
3616000,Ейский муниципальный район,2013,17.0
3616000,Ейский муниципальный район,2014,17.0
3616000,Ейский муниципальный район,2015,17.0
3616000,Ейский муниципальный район,2016,17.0
3616000,Ейский муниципальный район,2017,15.0
3616101,Ейское,2008,8.0
3616101,Ейское,2009,8.0
3616101,Ейское,2012,17.0
3616101,Ейское,2013,17.0
3616101,Ейское,2014,17.0
3616101,Ейское,2015,17.0
3616101,Ейское,2016,17.0
3616101,Ейское,2017,15.0
3621000,Кореновский муниципальный район,2009,3.0
3621419,Платнировское,2009,3.0
3623000,Красноармейский муниципальный район,2006,10.0
3623000,Красноармейский муниципальный район,2007,10.0
3623000,Красноармейский муниципальный район,2008,10.0
3623410,Полтавское,2006,10.0
3623410,Полтавское,2007,10.0
3623410,Полтавское,2008,10.0
3624000,Крыловский муниципальный район,2011,2.0
3624000,Крыловский муниципальный район,2012,2.0
3624000,Крыловский муниципальный район,2013,2.0
3624000,Крыловский муниципальный район,2014,2.0
3624000,Крыловский муниципальный район,2015,2.0
3624000,Крыловский муниципальный район,2016,2.0
3624000,Крыловский муниципальный район,2017,2.0
3624421,Новосергиевское,2011,2.0
3624421,Новосергиевское,2012,2.0
3624421,Новосергиевское,2013,2.0
3624421,Новосергиевское,2014,2.0
3624421,Новосергиевское,2015,2.0
3624421,Новосергиевское,2016,2.0
3624421,Новосергиевское,2017,2.0
3625000,Крымский муниципальный район,2008,14.0
3625101,Крымское,2008,14.0
3627000,Курганинский муниципальный район,2006,14.0
3627000,Курганинский муниципальный район,2007,13.0
3627101,Курганинское,2006,14.0
3627101,Курганинское,2007,13.0
3628000,Кущевский муниципальный район,2014,7.0
3628000,Кущевский муниципальный район,2015,6.0
3628404,Ильинское,2014,1.0
3628404,Ильинское,2015,1.0
3628410,Красносельское,2014,1.0
3628429,Среднечубуркское,2014,5.0
3628429,Среднечубуркское,2015,5.0
3630000,Лабинский муниципальный район,2006,19.0
3630000,Лабинский муниципальный район,2007,15.0
3630404,Ахметовское,2006,3.0
3630419,Вознесенское,2006,14.0
3630419,Вознесенское,2007,14.0
3630446,Первосинюхинское,2006,1.0
3630446,Первосинюхинское,2007,1.0
3630455,Упорненское,2006,1.0
3632000,Ленинградский муниципальный район,2006,10.0
3632000,Ленинградский муниципальный район,2007,10.0
3632000,Ленинградский муниципальный район,2008,10.0
3632000,Ленинградский муниципальный район,2009,7.0
3632000,Ленинградский муниципальный район,2010,9.0
3632000,Ленинградский муниципальный район,2011,9.0
3632000,Ленинградский муниципальный район,2012,12.0
3632000,Ленинградский муниципальный район,2013,12.0
3632000,Ленинградский муниципальный район,2014,12.0
3632000,Ленинградский муниципальный район,2015,12.0
3632000,Ленинградский муниципальный район,2016,12.0
3632000,Ленинградский муниципальный район,2017,12.0
3632410,Ленинградское,2006,10.0
3632410,Ленинградское,2007,10.0
3632410,Ленинградское,2008,10.0
3632410,Ленинградское,2009,7.0
3632410,Ленинградское,2010,9.0
3632410,Ленинградское,2011,9.0
3632410,Ленинградское,2012,12.0
3632410,Ленинградское,2013,12.0
3632410,Ленинградское,2014,12.0
3632410,Ленинградское,2015,12.0
3632410,Ленинградское,2016,12.0
3632410,Ленинградское,2017,12.0
3633000,Мостовский муниципальный район,2006,18.0
3633000,Мостовский муниципальный район,2007,19.0
3633000,Мостовский муниципальный район,2008,20.0
3633151,Мостовское,2006,18.0
3633151,Мостовское,2007,19.0
3633151,Мостовское,2008,20.0
3634000,Новокубанский муниципальный район,2006,13.0
3634000,Новокубанский муниципальный район,2007,13.0
3634000,Новокубанский муниципальный район,2008,11.0
3634000,Новокубанский муниципальный район,2009,41.0
3634000,Новокубанский муниципальный район,2010,42.0
3634000,Новокубанский муниципальный район,2011,8.0
3634000,Новокубанский муниципальный район,2012,9.0
3634000,Новокубанский муниципальный район,2013,12.0
3634402,Бесскорбненское,2011,6.0
3634402,Бесскорбненское,2012,7.0
3634402,Бесскорбненское,2013,10.0
3634403,Верхнекубанское,2009,2.0
3634403,Верхнекубанское,2010,2.0
3634403,Верхнекубанское,2011,2.0
3634403,Верхнекубанское,2012,2.0
3634403,Верхнекубанское,2013,2.0
3634413,Ляпинское,2010,1.0
3634422,Новосельское,2006,2.0
3634422,Новосельское,2007,2.0
3634422,Новосельское,2008,2.0
3634422,Новосельское,2009,2.0
3634422,Новосельское,2010,2.0
3634431,Советское,2006,11.0
3634431,Советское,2007,11.0
3634431,Советское,2008,9.0
3634431,Советское,2009,37.0
3634431,Советское,2010,37.0
3635000,Новопокровский муниципальный район,2006,4.0
3635000,Новопокровский муниципальный район,2007,3.0
3635000,Новопокровский муниципальный район,2008,2.0
3635404,Ильинское,2007,3.0
3635404,Ильинское,2008,2.0
3635407,Калниболотское,2006,4.0
3637000,Отрадненский муниципальный район,2009,10.0
3637000,Отрадненский муниципальный район,2010,10.0
3637402,Благодарненское,2009,10.0
3637402,Благодарненское,2010,10.0
3639000,Павловский муниципальный район,2006,2.0
3639000,Павловский муниципальный район,2007,2.0
3639000,Павловский муниципальный район,2008,3.0
3639000,Павловский муниципальный район,2009,3.0
3639000,Павловский муниципальный район,2010,3.0
3639000,Павловский муниципальный район,2011,4.0
3639000,Павловский муниципальный район,2012,4.0
3639000,Павловский муниципальный район,2013,3.0
3639000,Павловский муниципальный район,2014,3.0
3639000,Павловский муниципальный район,2015,3.0
3639000,Павловский муниципальный район,2016,3.0
3639000,Павловский муниципальный район,2017,3.0
3639404,Веселовское,2006,2.0
3639404,Веселовское,2007,2.0
3639404,Веселовское,2008,1.0
3639404,Веселовское,2009,1.0
3639404,Веселовское,2010,1.0
3639404,Веселовское,2011,1.0
3639404,Веселовское,2012,1.0
3639434,Старолеушковское,2008,2.0
3639434,Старолеушковское,2009,2.0
3639434,Старолеушковское,2010,2.0
3639434,Старолеушковское,2011,3.0
3639434,Старолеушковское,2012,3.0
3639434,Старолеушковское,2013,3.0
3639434,Старолеушковское,2014,3.0
3639434,Старолеушковское,2015,3.0
3639434,Старолеушковское,2016,3.0
3639434,Старолеушковское,2017,3.0
3641000,Приморско-Ахтарский муниципальный район,2006,18.0
3641000,Приморско-Ахтарский муниципальный район,2007,18.0
3641101,Приморско-Ахтарское,2006,18.0
3641101,Приморско-Ахтарское,2007,18.0
3643000,Северский муниципальный район,2006,6.0
3643000,Северский муниципальный район,2007,6.0
3643000,Северский муниципальный район,2017,0.0
3643158,Черноморское,2006,4.0
3643158,Черноморское,2007,4.0
3643408,Михайловское,2006,1.0
3643408,Михайловское,2007,1.0
3643410,Новодмитриевское,2006,1.0
3643410,Новодмитриевское,2007,1.0
3645000,Славянский муниципальный район,2006,32.0
3645000,Славянский муниципальный район,2007,40.0
3645101,Славянское,2006,32.0
3645101,Славянское,2007,40.0
3649000,Тбилисский муниципальный район,2006,137.0
3649000,Тбилисский муниципальный район,2007,137.0
3649419,Тбилисское,2006,137.0
3649419,Тбилисское,2007,137.0
3653000,Тимашевский муниципальный район,2006,1.0
3653000,Тимашевский муниципальный район,2007,5.0
3653000,Тимашевский муниципальный район,2008,2.0
3653000,Тимашевский муниципальный район,2014,8.0
3653000,Тимашевский муниципальный район,2015,6.0
3653101,Тимашевское,2014,8.0
3653101,Тимашевское,2015,6.0
3653402,Дербентское,2006,1.0
3653402,Дербентское,2007,1.0
3653402,Дербентское,2008,1.0
3653428,Роговское,2007,4.0
3653428,Роговское,2008,1.0
3656000,Успенский муниципальный район,2006,27.0
3656000,Успенский муниципальный район,2007,26.0
3656402,Веселовское,2006,1.0
3656404,Вольненское,2006,2.0
3656404,Вольненское,2007,2.0
3656410,Коноковское,2006,10.0
3656410,Коноковское,2007,10.0
3656413,Кургоковское,2006,1.0
3656413,Кургоковское,2007,1.0
3656434,Трехсельское,2006,1.0
3656434,Трехсельское,2007,1.0
3656437,Убеженское,2006,1.0
3656437,Убеженское,2007,1.0
3656440,Урупское,2006,1.0
3656440,Урупское,2007,1.0
3656443,Успенское,2006,10.0
3656443,Успенское,2007,10.0
3657000,Усть-Лабинский муниципальный район,2006,10.0
3657000,Усть-Лабинский муниципальный район,2007,10.0
3657000,Усть-Лабинский муниципальный район,2008,8.0
3657101,Усть-Лабинское,2006,10.0
3657101,Усть-Лабинское,2007,10.0
3657101,Усть-Лабинское,2008,8.0
3659000,Щербиновский муниципальный район,2006,17.0
3659000,Щербиновский муниципальный район,2007,17.0
3659000,Щербиновский муниципальный район,2008,34.0
3659000,Щербиновский муниципальный район,2009,15.0
3659000,Щербиновский муниципальный район,2010,15.0
3659407,Екатериновское,2008,17.0
3659407,Екатериновское,2009,15.0
3659407,Екатериновское,2010,15.0
3659413,Старощербиновское,2006,17.0
3659413,Старощербиновское,2007,17.0
3659413,Старощербиновское,2008,17.0
3701000,город Краснодар,2016,50.0
3701000,город Краснодар,2017,50.0
3703000,город-курорт Анапа,2006,105.0
3703000,город-курорт Анапа,2007,67.0
3709000,город Горячий Ключ,2006,17.0
3709000,город Горячий Ключ,2007,17.0
3709000,город Горячий Ключ,2008,17.0
3720000,город Новороссийск,2006,130.0
3720000,город Новороссийск,2007,130.0
3720000,город Новороссийск,2008,132.0
3720000,город Новороссийск,2009,132.0
3726000,город-курорт Сочи,2006,1316.0
3726000,город-курорт Сочи,2007,1408.0
3726000,город-курорт Сочи,2008,891.0
3726000,город-курорт Сочи,2009,848.0
4601000,Абанский муниципальный район,2009,153.0
4601000,Абанский муниципальный район,2010,153.0
4601401,Абанский сельсовет,2009,153.0
4601401,Абанский сельсовет,2010,153.0
4601425,Покатеевский сельсовет,2006,1.0
4601434,Покровский сельсовет,2012,0.0
4601434,Покровский сельсовет,2013,0.0
4601443,Туровский сельсовет,2013,0.0
4603000,Ачинский муниципальный район,2006,9.0
4603000,Ачинский муниципальный район,2007,9.0
4603000,Ачинский муниципальный район,2008,9.0
4603000,Ачинский муниципальный район,2009,9.0
4603000,Ачинский муниципальный район,2010,9.0
4603000,Ачинский муниципальный район,2011,9.0
4603000,Ачинский муниципальный район,2012,9.0
4603000,Ачинский муниципальный район,2013,9.0
4603000,Ачинский муниципальный район,2014,9.0
4603000,Ачинский муниципальный район,2015,9.0
4603000,Ачинский муниципальный район,2016,9.0
4603402,Белоярский сельсовет,2006,1.0
4603402,Белоярский сельсовет,2007,1.0
4603402,Белоярский сельсовет,2008,1.0
4603402,Белоярский сельсовет,2009,1.0
4603402,Белоярский сельсовет,2010,1.0
4603402,Белоярский сельсовет,2011,1.0
4603402,Белоярский сельсовет,2012,1.0
4603402,Белоярский сельсовет,2013,1.0
4603402,Белоярский сельсовет,2014,1.0
4603402,Белоярский сельсовет,2015,1.0
4603402,Белоярский сельсовет,2016,1.0
4603404,Преображенский сельсовет,2006,1.0
4603404,Преображенский сельсовет,2007,1.0
4603404,Преображенский сельсовет,2008,1.0
4603404,Преображенский сельсовет,2009,1.0
4603404,Преображенский сельсовет,2010,1.0
4603404,Преображенский сельсовет,2011,1.0
4603404,Преображенский сельсовет,2012,1.0
4603404,Преображенский сельсовет,2013,1.0
4603404,Преображенский сельсовет,2014,1.0
4603404,Преображенский сельсовет,2015,1.0
4603404,Преображенский сельсовет,2016,1.0
4603407,Горный сельсовет,2006,1.0
4603407,Горный сельсовет,2007,1.0
4603407,Горный сельсовет,2008,1.0
4603407,Горный сельсовет,2009,1.0
4603407,Горный сельсовет,2010,1.0
4603407,Горный сельсовет,2011,1.0
4603407,Горный сельсовет,2012,1.0
4603407,Горный сельсовет,2013,1.0
4603407,Горный сельсовет,2014,1.0
4603407,Горный сельсовет,2015,1.0
4603407,Горный сельсовет,2016,1.0
4603410,Ключинский сельсовет,2006,1.0
4603410,Ключинский сельсовет,2007,1.0
4603410,Ключинский сельсовет,2008,1.0
4603410,Ключинский сельсовет,2009,1.0
4603410,Ключинский сельсовет,2010,1.0
4603410,Ключинский сельсовет,2011,1.0
4603410,Ключинский сельсовет,2012,1.0
4603410,Ключинский сельсовет,2013,1.0
4603410,Ключинский сельсовет,2014,1.0
4603410,Ключинский сельсовет,2015,1.0
4603410,Ключинский сельсовет,2016,1.0
4603413,Лапшихинский сельсовет,2006,1.0
4603413,Лапшихинский сельсовет,2007,1.0
4603413,Лапшихинский сельсовет,2008,1.0
4603413,Лапшихинский сельсовет,2009,1.0
4603413,Лапшихинский сельсовет,2010,1.0
4603413,Лапшихинский сельсовет,2011,1.0
4603413,Лапшихинский сельсовет,2012,1.0
4603413,Лапшихинский сельсовет,2013,1.0
4603413,Лапшихинский сельсовет,2014,1.0
4603413,Лапшихинский сельсовет,2015,1.0
4603413,Лапшихинский сельсовет,2016,1.0
4603414,Малиновский сельсовет,2006,1.0
4603414,Малиновский сельсовет,2007,1.0
4603414,Малиновский сельсовет,2008,1.0
4603414,Малиновский сельсовет,2009,1.0
4603414,Малиновский сельсовет,2010,1.0
4603414,Малиновский сельсовет,2011,1.0
4603414,Малиновский сельсовет,2012,1.0
4603414,Малиновский сельсовет,2013,1.0
4603414,Малиновский сельсовет,2014,1.0
4603414,Малиновский сельсовет,2015,1.0
4603414,Малиновский сельсовет,2016,1.0
4603419,Причулымский сельсовет,2006,1.0
4603419,Причулымский сельсовет,2007,1.0
4603419,Причулымский сельсовет,2008,1.0
4603419,Причулымский сельсовет,2009,1.0
4603419,Причулымский сельсовет,2010,1.0
4603419,Причулымский сельсовет,2011,1.0
4603419,Причулымский сельсовет,2012,1.0
4603419,Причулымский сельсовет,2013,1.0
4603419,Причулымский сельсовет,2014,1.0
4603419,Причулымский сельсовет,2015,1.0
4603419,Причулымский сельсовет,2016,1.0
4603422,Тарутинский сельсовет,2006,1.0
4603422,Тарутинский сельсовет,2007,1.0
4603422,Тарутинский сельсовет,2008,1.0
4603422,Тарутинский сельсовет,2009,1.0
4603422,Тарутинский сельсовет,2010,1.0
4603422,Тарутинский сельсовет,2011,1.0
4603422,Тарутинский сельсовет,2012,1.0
4603422,Тарутинский сельсовет,2013,1.0
4603422,Тарутинский сельсовет,2014,1.0
4603422,Тарутинский сельсовет,2015,1.0
4603422,Тарутинский сельсовет,2016,1.0
4603428,Ястребовский сельсовет,2006,1.0
4603428,Ястребовский сельсовет,2007,1.0
4603428,Ястребовский сельсовет,2008,1.0
4603428,Ястребовский сельсовет,2009,1.0
4603428,Ястребовский сельсовет,2010,1.0
4603428,Ястребовский сельсовет,2011,1.0
4603428,Ястребовский сельсовет,2012,1.0
4603428,Ястребовский сельсовет,2013,1.0
4603428,Ястребовский сельсовет,2014,1.0
4603428,Ястребовский сельсовет,2015,1.0
4603428,Ястребовский сельсовет,2016,1.0
4604000,Балахтинский муниципальный район,2015,1.0
4604000,Балахтинский муниципальный район,2016,1.0
4604405,Кожановский сельсовет,2015,1.0
4604405,Кожановский сельсовет,2016,1.0
4605420,Зыковский сельсовет,2006,3.0
4606000,Бирилюсский муниципальный район,2012,0.0
4606000,Бирилюсский муниципальный район,2013,0.0
4608000,Боготольский муниципальный район,2006,46.0
4609000,Богучанский муниципальный район,2006,13.0
4609000,Богучанский муниципальный район,2007,13.0
4609000,Богучанский муниципальный район,2008,13.0
4609000,Богучанский муниципальный район,2009,13.0
4609000,Богучанский муниципальный район,2010,13.0
4609410,Богучанский сельсовет,2006,13.0
4609410,Богучанский сельсовет,2007,13.0
4609410,Богучанский сельсовет,2008,13.0
4609410,Богучанский сельсовет,2009,13.0
4609410,Богучанский сельсовет,2010,13.0
4610000,Большемуртинский муниципальный район,2011,0.0
4610000,Большемуртинский муниципальный район,2012,0.0
4610000,Большемуртинский муниципальный район,2013,0.0
4610000,Большемуртинский муниципальный район,2014,0.0
4610000,Большемуртинский муниципальный район,2015,0.0
4610410,Еловский сельсовет,2014,0.0
4610410,Еловский сельсовет,2015,0.0
4611000,Большеулуйский муниципальный район,2006,49.0
4611000,Большеулуйский муниципальный район,2007,9.0
4611407,Большеулуйский сельсовет,2006,49.0
4611407,Большеулуйский сельсовет,2007,9.0
4613000,Дзержинский муниципальный район,2014,3.0
4613410,Дзержинский сельсовет,2014,3.0
4615412,Кривлякский сельсовет,2006,1.0
4615452,Усть-Кемский сельсовет,2006,1.0
4615458,Ярцевский сельсовет,2006,4.0
4616000,Ермаковский муниципальный район,2006,175.0
4616402,Араданский сельсовет,2006,1.0
4616404,Верхнеусинский сельсовет,2006,9.0
4616407,Григорьевский сельсовет,2006,1.0
4616410,Ермаковский сельсовет,2006,156.0
4616413,Жеблахтинский сельсовет,2006,1.0
4616414,Ивановский сельсовет,2006,0.5
4616416,Мигнинский сельсовет,2006,1.0
4616419,Нижнесуэтукский сельсовет,2006,1.0
4616422,Новополтавский сельсовет,2006,1.0
4616425,Разъезженский сельсовет,2006,1.0
4616428,Ойский сельсовет,2006,1.0
4616431,Семенниковский сельсовет,2006,1.0
4617000,Идринский муниципальный район,2006,49.0
4617000,Идринский муниципальный район,2007,49.0
4617000,Идринский муниципальный район,2008,23.0
4617404,Большекнышинский сельсовет,2006,1.0
4617404,Большекнышинский сельсовет,2007,1.0
4617404,Большекнышинский сельсовет,2008,1.0
4617407,Большесалбинский сельсовет,2006,1.0
