oktmo,name,year,fallinghousesdwellers
1601000,Алейский муниципальный район,2012,10.0
1601402,Алейский сельсовет,2012,10.0
1602000,Алтайский муниципальный район,2007,30.0
1602000,Алтайский муниципальный район,2008,30.0
1602000,Алтайский муниципальный район,2009,30.0
1602000,Алтайский муниципальный район,2010,100.0
1602000,Алтайский муниципальный район,2011,100.0
1602405,Айский сельсовет,2007,10.0
1602405,Айский сельсовет,2008,10.0
1602405,Айский сельсовет,2009,10.0
1602405,Айский сельсовет,2010,100.0
1602405,Айский сельсовет,2011,100.0
1602412,Беловский сельсовет,2007,20.0
1602412,Беловский сельсовет,2008,20.0
1602412,Беловский сельсовет,2009,20.0
1603000,Баевский муниципальный район,2009,20.0
1603000,Баевский муниципальный район,2013,11.0
1603000,Баевский муниципальный район,2014,16.0
1603407,Баевский сельсовет,2009,6.0
1603407,Баевский сельсовет,2013,11.0
1603407,Баевский сельсовет,2014,16.0
1603455,Паклинский сельсовет,2009,6.0
1603458,Плотавский сельсовет,2009,2.0
1603480,Ситниковский сельсовет,2008,0.0
1603480,Ситниковский сельсовет,2009,6.0
1604000,Бийский муниципальный район,2010,134.0
1604000,Бийский муниципальный район,2011,137.0
1604000,Бийский муниципальный район,2012,137.0
1604000,Бийский муниципальный район,2013,154.0
1604000,Бийский муниципальный район,2014,375.0
1604417,Верх-Катунский сельсовет,2010,11.0
1604417,Верх-Катунский сельсовет,2011,11.0
1604417,Верх-Катунский сельсовет,2012,11.0
1604417,Верх-Катунский сельсовет,2013,11.0
1604417,Верх-Катунский сельсовет,2014,11.0
1604422,Енисейский сельсовет,2014,44.0
1604437,Лесной сельсовет,2010,84.0
1604437,Лесной сельсовет,2011,87.0
1604437,Лесной сельсовет,2012,87.0
1604437,Лесной сельсовет,2013,96.0
1604437,Лесной сельсовет,2014,96.0
1604459,Малоугреневский сельсовет,2010,25.0
1604459,Малоугреневский сельсовет,2011,25.0
1604459,Малоугреневский сельсовет,2012,25.0
1604459,Малоугреневский сельсовет,2013,33.0
1604459,Малоугреневский сельсовет,2014,187.0
1604464,Новиковский сельсовет,2014,5.0
1604480,Светлоозёрский сельсовет,2014,5.0
1604483,Сростинский сельсовет,2010,14.0
1604483,Сростинский сельсовет,2011,14.0
1604483,Сростинский сельсовет,2012,14.0
1604483,Сростинский сельсовет,2013,14.0
1604483,Сростинский сельсовет,2014,14.0
1604488,Усятский сельсовет,2014,13.0
1606000,Бурлинский муниципальный район,2007,53.0
1606000,Бурлинский муниципальный район,2008,53.0
1606000,Бурлинский муниципальный район,2009,53.0
1606000,Бурлинский муниципальный район,2010,76.0
1606000,Бурлинский муниципальный район,2011,60.0
1606000,Бурлинский муниципальный район,2012,11.0
1606000,Бурлинский муниципальный район,2013,10.0
1606000,Бурлинский муниципальный район,2014,10.0
1606411,Бурлинский сельсовет,2007,53.0
1606411,Бурлинский сельсовет,2008,53.0
1606411,Бурлинский сельсовет,2009,53.0
1606411,Бурлинский сельсовет,2010,75.0
1606411,Бурлинский сельсовет,2011,60.0
1606411,Бурлинский сельсовет,2012,10.0
1606411,Бурлинский сельсовет,2013,10.0
1606411,Бурлинский сельсовет,2014,10.0
1606444,Новосельский сельсовет,2010,1.0
1606477,Устьянский сельсовет,2012,1.0
1607000,Быстроистокский муниципальный район,2011,10.0
1607000,Быстроистокский муниципальный район,2012,10.0
1607405,Быстроистокский сельсовет,2011,10.0
1607405,Быстроистокский сельсовет,2012,10.0
1609000,Егорьевский муниципальный район,2014,31.0
1609422,Лебяжинский сельсовет,2014,8.0
1609428,Малошелковниковский сельсовет,2014,16.0
1609455,Сростинский сельсовет,2014,5.0
1609466,Титовский сельсовет,2014,2.0
1610000,Ельцовский муниципальный район,2007,30.0
1610000,Ельцовский муниципальный район,2008,34.0
1610000,Ельцовский муниципальный район,2009,110.0
1610000,Ельцовский муниципальный район,2010,200.0
1610000,Ельцовский муниципальный район,2011,200.0
1610000,Ельцовский муниципальный район,2012,222.0
1610000,Ельцовский муниципальный район,2013,200.0
1610000,Ельцовский муниципальный район,2014,200.0
1610422,Ельцовский сельсовет,2007,26.0
1610422,Ельцовский сельсовет,2008,27.0
1610422,Ельцовский сельсовет,2009,104.0
1610422,Ельцовский сельсовет,2010,27.0
1610422,Ельцовский сельсовет,2012,12.0
1610422,Ельцовский сельсовет,2013,51.0
1610422,Ельцовский сельсовет,2014,51.0
1610433,Мартыновский сельсовет,2008,4.0
1610433,Мартыновский сельсовет,2009,3.0
1610433,Мартыновский сельсовет,2010,170.0
1610433,Мартыновский сельсовет,2011,200.0
1610433,Мартыновский сельсовет,2012,210.0
1610433,Мартыновский сельсовет,2013,149.0
1610433,Мартыновский сельсовет,2014,149.0
1610466,Пуштулимский сельсовет,2007,4.0
1610466,Пуштулимский сельсовет,2008,3.0
1610466,Пуштулимский сельсовет,2009,3.0
1610466,Пуштулимский сельсовет,2010,3.0
1611000,Завьяловский муниципальный район,2011,21.0
1611434,Завьяловский сельсовет,2011,21.0
1612000,Залесовский муниципальный район,2008,0.0
1612409,Большекалтайский сельсовет,2007,0.0
1612422,Думчевский сельсовет,2007,0.0
1612470,Тундрихинский сельсовет,2007,0.0
1613000,Заринский муниципальный район,2007,3.0
1613000,Заринский муниципальный район,2008,30.0
1613000,Заринский муниципальный район,2009,1.0
1613000,Заринский муниципальный район,2010,1.0
1613428,Голухинский сельсовет,2008,26.0
1613461,Новозыряновский сельсовет,2007,1.0
1613461,Новозыряновский сельсовет,2008,1.0
1613461,Новозыряновский сельсовет,2009,1.0
1613461,Новозыряновский сельсовет,2010,1.0
1613464,Новокопыловский сельсовет,2007,2.0
1613464,Новокопыловский сельсовет,2008,3.0
1614000,Змеиногорский муниципальный район,2014,36.0
1614101,город Змеиногорск,2014,36.0
1615000,Калманский муниципальный район,2007,200.0
1615000,Калманский муниципальный район,2008,200.0
1615000,Калманский муниципальный район,2009,200.0
1615000,Калманский муниципальный район,2010,151.0
1615409,Бурановский сельсовет,2007,10.0
1615409,Бурановский сельсовет,2008,10.0
1615409,Бурановский сельсовет,2009,10.0
1615414,Зимарёвский сельсовет,2007,13.0
1615414,Зимарёвский сельсовет,2008,13.0
1615414,Зимарёвский сельсовет,2009,13.0
1615414,Зимарёвский сельсовет,2010,17.0
1615425,Калистратихинский сельсовет,2007,9.0
1615425,Калистратихинский сельсовет,2008,9.0
1615425,Калистратихинский сельсовет,2009,9.0
1615425,Калистратихинский сельсовет,2010,9.0
1615427,Калманский сельсовет,2007,80.0
1615427,Калманский сельсовет,2008,80.0
1615427,Калманский сельсовет,2009,80.0
1615427,Калманский сельсовет,2010,80.0
1615435,Кубанский сельсовет,2007,10.0
1615435,Кубанский сельсовет,2008,10.0
1615435,Кубанский сельсовет,2009,10.0
1615435,Кубанский сельсовет,2010,10.0
1615450,Шиловский сельсовет,2007,11.0
1615450,Шиловский сельсовет,2008,11.0
1615450,Шиловский сельсовет,2009,11.0
1615450,Шиловский сельсовет,2010,11.0
1615457,Новоромановский сельсовет,2007,43.0
1615457,Новоромановский сельсовет,2008,43.0
1615457,Новоромановский сельсовет,2009,43.0
1615468,Обской сельсовет,2007,9.0
1615468,Обской сельсовет,2008,9.0
1615468,Обской сельсовет,2009,9.0
1615468,Обской сельсовет,2010,9.0
1615480,Усть-Алейский сельсовет,2007,8.0
1615480,Усть-Алейский сельсовет,2008,8.0
1615480,Усть-Алейский сельсовет,2009,8.0
1615480,Усть-Алейский сельсовет,2010,8.0
1615485,Шадринский сельсовет,2007,7.0
1615485,Шадринский сельсовет,2008,7.0
1615485,Шадринский сельсовет,2009,7.0
1615485,Шадринский сельсовет,2010,7.0
1617000,Ключевский муниципальный район,2008,32.0
1617000,Ключевский муниципальный район,2011,4.0
1617000,Ключевский муниципальный район,2012,478.0
1617000,Ключевский муниципальный район,2013,218.0
1617424,Ключевский сельсовет,2008,28.0
1617424,Ключевский сельсовет,2012,449.0
1617424,Ключевский сельсовет,2013,189.0
1617437,Новоцелинный сельсовет,2012,25.0
1617437,Новоцелинный сельсовет,2013,25.0
1617479,Северский сельсовет,2008,4.0
1617479,Северский сельсовет,2011,4.0
1617479,Северский сельсовет,2012,4.0
1617479,Северский сельсовет,2013,4.0
1618000,Косихинский муниципальный район,2012,20.0
1618000,Косихинский муниципальный район,2013,20.0
1618000,Косихинский муниципальный район,2014,18.0
1618406,Баюновский сельсовет,2014,1.0
1618425,Каркавинский сельсовет,2007,0.0
1618425,Каркавинский сельсовет,2012,20.0
1618425,Каркавинский сельсовет,2013,20.0
1618425,Каркавинский сельсовет,2014,17.0
1618434,Косихинский сельсовет,2007,0.0
1618460,Налобихинский сельсовет,2009,0.0
1618468,Полковниковский сельсовет,2007,0.0
1619000,Красногорский муниципальный район,2007,10.0
1619000,Красногорский муниципальный район,2008,10.0
1619000,Красногорский муниципальный район,2009,10.0
1619000,Красногорский муниципальный район,2010,7.0
1619423,Красногорский сельсовет,2007,10.0
1619456,Соусканихинский сельсовет,2010,3.0
1619489,Усть-Кажинский сельсовет,2008,10.0
1619489,Усть-Кажинский сельсовет,2009,10.0
1619489,Усть-Кажинский сельсовет,2010,4.0
1620000,Краснощёковский муниципальный район,2007,162.0
1620000,Краснощёковский муниципальный район,2008,21.0
1620412,Берёзовский сельсовет,2007,20.0
1620417,Верх-Камышенский сельсовет,2007,20.0
1620417,Верх-Камышенский сельсовет,2008,21.0
1620492,Чинетинский сельсовет,2007,122.0
1624000,Кытмановский муниципальный район,2011,5.0
1624000,Кытмановский муниципальный район,2012,5.0
1624000,Кытмановский муниципальный район,2013,5.0
1624000,Кытмановский муниципальный район,2014,5.0
1624407,Дмитро-Титовский сельсовет,2011,1.0
1624407,Дмитро-Титовский сельсовет,2012,1.0
1624407,Дмитро-Титовский сельсовет,2013,1.0
1624407,Дмитро-Титовский сельсовет,2014,1.0
1624423,Кытмановский сельсовет,2011,3.0
1624423,Кытмановский сельсовет,2012,3.0
1624423,Кытмановский сельсовет,2013,3.0
1624423,Кытмановский сельсовет,2014,3.0
1624491,Сунгайский сельсовет,2011,1.0
1624491,Сунгайский сельсовет,2012,1.0
1624491,Сунгайский сельсовет,2013,1.0
1624491,Сунгайский сельсовет,2014,1.0
1625000,Локтевский муниципальный район,2007,30.0
1625000,Локтевский муниципальный район,2008,30.0
1625000,Локтевский муниципальный район,2009,228.0
1625000,Локтевский муниципальный район,2010,200.0
1625000,Локтевский муниципальный район,2011,200.0
1625000,Локтевский муниципальный район,2012,123.0
1625000,Локтевский муниципальный район,2013,300.0
1625000,Локтевский муниципальный район,2014,120.0
1625101,город Горняк,2007,30.0
1625101,город Горняк,2008,30.0
1625101,город Горняк,2009,228.0
1625101,город Горняк,2010,200.0
1625101,город Горняк,2011,200.0
1625101,город Горняк,2012,123.0
1625101,город Горняк,2013,300.0
1625101,город Горняк,2014,120.0
1626000,Мамонтовский муниципальный район,2007,61.0
1626000,Мамонтовский муниципальный район,2008,60.0
1626000,Мамонтовский муниципальный район,2009,56.0
1626000,Мамонтовский муниципальный район,2010,89.0
1626000,Мамонтовский муниципальный район,2011,47.0
1626000,Мамонтовский муниципальный район,2012,47.0
1626000,Мамонтовский муниципальный район,2013,49.0
1626000,Мамонтовский муниципальный район,2014,9.0
1626417,Ермачихинский сельсовет,2012,3.0
1626417,Ермачихинский сельсовет,2013,3.0
1626429,Комсомольский сельсовет,2007,39.0
1626429,Комсомольский сельсовет,2008,39.0
1626429,Комсомольский сельсовет,2009,37.0
1626429,Комсомольский сельсовет,2010,37.0
1626429,Комсомольский сельсовет,2012,4.0
1626429,Комсомольский сельсовет,2013,4.0
1626429,Комсомольский сельсовет,2014,3.0
1626434,Корчинский сельсовет,2012,6.0
1626434,Корчинский сельсовет,2013,6.0
1626434,Корчинский сельсовет,2014,6.0
1626449,Мамонтовский сельсовет,2007,18.0
1626449,Мамонтовский сельсовет,2008,18.0
1626449,Мамонтовский сельсовет,2009,19.0
1626449,Мамонтовский сельсовет,2010,52.0
1626449,Мамонтовский сельсовет,2011,47.0
1626449,Мамонтовский сельсовет,2012,34.0
1626449,Мамонтовский сельсовет,2013,36.0
1626468,Покровский сельсовет,2007,3.0
1626468,Покровский сельсовет,2008,3.0
1626486,Украинский сельсовет,2007,1.0
1630000,Павловский муниципальный район,2009,28.0
1630000,Павловский муниципальный район,2011,2.0
1630000,Павловский муниципальный район,2014,12.0
1630460,Павловский сельсовет,2014,12.0
1630473,Стуковский сельсовет,2009,24.0
1630482,Черемновский сельсовет,2009,4.0
1630482,Черемновский сельсовет,2011,2.0
1631000,Панкрушихинский муниципальный район,2009,1.0
1631000,Панкрушихинский муниципальный район,2010,1.0
1631467,Подойниковский сельсовет,2010,1.0
1631489,Урываевский сельсовет,2009,1.0
1632000,Первомайский муниципальный район,2014,36.0
1632494,Сибирский сельсовет,2014,36.0
1634000,Поспелихинский муниципальный район,2007,113.0
1634000,Поспелихинский муниципальный район,2008,120.0
1634000,Поспелихинский муниципальный район,2009,230.0
1634000,Поспелихинский муниципальный район,2010,153.0
1634000,Поспелихинский муниципальный район,2011,160.0
1634000,Поспелихинский муниципальный район,2012,200.0
1634000,Поспелихинский муниципальный район,2013,191.0
1634000,Поспелихинский муниципальный район,2014,200.0
1634439,Клепечихинский сельсовет,2014,3.0
1634445,Красноалтайский сельсовет,2007,4.0
1634445,Красноалтайский сельсовет,2008,4.0
1634445,Красноалтайский сельсовет,2011,5.0
1634445,Красноалтайский сельсовет,2012,5.0
1634445,Красноалтайский сельсовет,2013,3.0
1634445,Красноалтайский сельсовет,2014,3.0
1634450,Красноярский сельсовет,2009,50.0
1634450,Красноярский сельсовет,2010,50.0
1634467,Мамонтовский сельсовет,2009,40.0
1634467,Мамонтовский сельсовет,2010,19.0
1634467,Мамонтовский сельсовет,2011,23.0
1634467,Мамонтовский сельсовет,2012,19.0
1634467,Мамонтовский сельсовет,2013,4.0
1634489,Поспелихинский сельсовет,2009,1.0
1634489,Поспелихинский сельсовет,2010,1.0
1634489,Поспелихинский сельсовет,2011,1.0
1634489,Поспелихинский сельсовет,2012,40.0
1634495,Поспелихинский Центральный сельсовет,2007,109.0
1634495,Поспелихинский Центральный сельсовет,2008,116.0
1634495,Поспелихинский Центральный сельсовет,2009,139.0
1634495,Поспелихинский Центральный сельсовет,2010,83.0
1634495,Поспелихинский Центральный сельсовет,2011,131.0
1634495,Поспелихинский Центральный сельсовет,2012,136.0
1634495,Поспелихинский Центральный сельсовет,2013,184.0
1634495,Поспелихинский Центральный сельсовет,2014,194.0
1635456,Пановский сельсовет,2007,0.0
1636000,Родинский муниципальный район,2007,20.0
1636000,Родинский муниципальный район,2010,100.0
1636000,Родинский муниципальный район,2011,100.0
1636000,Родинский муниципальный район,2012,96.0
1636000,Родинский муниципальный район,2013,96.0
1636000,Родинский муниципальный район,2014,13.0
1636422,Каяушинский сельсовет,2011,5.0
1636422,Каяушинский сельсовет,2012,5.0
1636422,Каяушинский сельсовет,2013,5.0
1636434,Мирненский сельсовет,2011,12.0
1636434,Мирненский сельсовет,2012,12.0
1636434,Мирненский сельсовет,2013,12.0
1636451,Раздольненский сельсовет,2010,64.0
1636451,Раздольненский сельсовет,2011,13.0
1636451,Раздольненский сельсовет,2012,13.0
1636451,Раздольненский сельсовет,2013,13.0
1636456,Родинский сельсовет,2007,20.0
1636456,Родинский сельсовет,2010,13.0
1636456,Родинский сельсовет,2011,50.0
1636456,Родинский сельсовет,2012,50.0
1636456,Родинский сельсовет,2013,50.0
1636456,Родинский сельсовет,2014,13.0
1636468,Степновский сельсовет,2012,16.0
1636468,Степновский сельсовет,2013,16.0
1636474,Шаталовский сельсовет,2010,3.0
1636480,Центральный сельсовет,2010,20.0
1636480,Центральный сельсовет,2011,20.0
1637417,Гуселетовский сельсовет,2007,0.0
1638000,Рубцовский муниципальный район,2007,100.0
1638000,Рубцовский муниципальный район,2008,100.0
1638000,Рубцовский муниципальный район,2009,102.0
1638000,Рубцовский муниципальный район,2010,43.0
1638000,Рубцовский муниципальный район,2011,33.0
1638000,Рубцовский муниципальный район,2012,33.0
1638000,Рубцовский муниципальный район,2013,34.0
1638000,Рубцовский муниципальный район,2014,30.0
1638412,Бобковский сельсовет,2013,8.0
1638412,Бобковский сельсовет,2014,8.0
1638418,Веселоярский сельсовет,2007,100.0
1638425,Куйбышевский сельсовет,2008,100.0
1638425,Куйбышевский сельсовет,2009,102.0
1638425,Куйбышевский сельсовет,2010,23.0
1638425,Куйбышевский сельсовет,2011,23.0
1638425,Куйбышевский сельсовет,2012,23.0
1638425,Куйбышевский сельсовет,2013,17.0
1638425,Куйбышевский сельсовет,2014,17.0
1638437,Новоалександровский сельсовет,2011,0.0
1638440,Новониколаевский сельсовет,2010,10.0
1638447,Новосклюихинский сельсовет,2010,1.0
1638447,Новосклюихинский сельсовет,2011,1.0
1638447,Новосклюихинский сельсовет,2012,1.0
1638462,Рубцовский сельсовет,2010,9.0
1638462,Рубцовский сельсовет,2011,9.0
1638462,Рубцовский сельсовет,2012,9.0
1638462,Рубцовский сельсовет,2013,9.0
1638462,Рубцовский сельсовет,2014,5.0
1640000,Смоленский муниципальный район,2007,40.0
1640000,Смоленский муниципальный район,2008,30.0
1640000,Смоленский муниципальный район,2009,30.0
1640000,Смоленский муниципальный район,2010,26.0
1640412,Верх-Обский сельсовет,2007,5.0
1640412,Верх-Обский сельсовет,2008,7.0
1640412,Верх-Обский сельсовет,2009,7.0
1640423,Кировский сельсовет,2007,5.0
1640445,Новотырышкинский сельсовет,2007,14.0
1640445,Новотырышкинский сельсовет,2008,6.0
1640445,Новотырышкинский сельсовет,2009,6.0
1640445,Новотырышкинский сельсовет,2010,6.0
1640450,Первомайский сельсовет.,2007,13.0
1640450,Первомайский сельсовет.,2008,9.0
1640450,Первомайский сельсовет.,2009,9.0
1640450,Первомайский сельсовет.,2010,12.0
1640456,Смоленский сельсовет,2007,3.0
1640456,Смоленский сельсовет,2008,8.0
1640456,Смоленский сельсовет,2009,8.0
1640456,Смоленский сельсовет,2010,8.0
1642000,Советский муниципальный район,2011,6.0
1642000,Советский муниципальный район,2012,3.0
1642411,Кокшинский сельсовет,2011,6.0
1642452,Советский сельсовет,2012,3.0
1643000,Солонешенский муниципальный район,2007,101.0
1643000,Солонешенский муниципальный район,2008,30.0
1643000,Солонешенский муниципальный район,2009,25.0
1643000,Солонешенский муниципальный район,2010,13.0
1643000,Солонешенский муниципальный район,2011,24.0
1643000,Солонешенский муниципальный район,2012,24.0
1643000,Солонешенский муниципальный район,2013,10.0
1643407,Берёзовский сельсовет,2008,3.0
1643407,Берёзовский сельсовет,2009,10.0
1643423,Карповский сельсовет,2008,1.0
1643434,Лютаевский сельсовет,2008,1.0
1643445,Сибирячихинский сельсовет,2007,10.0
1643445,Сибирячихинский сельсовет,2008,1.0
1643450,Солонешенский сельсовет,2007,41.0
1643450,Солонешенский сельсовет,2008,8.0
1643450,Солонешенский сельсовет,2009,15.0
1643450,Солонешенский сельсовет,2010,13.0
1643450,Солонешенский сельсовет,2011,24.0
1643450,Солонешенский сельсовет,2012,24.0
1643450,Солонешенский сельсовет,2013,10.0
1643457,Степной сельсовет,2007,20.0
1643457,Степной сельсовет,2008,1.0
1643470,Тополинский сельсовет,2007,30.0
1643470,Тополинский сельсовет,2008,10.0
1643481,Тумановский сельсовет,2008,5.0
1644000,Солтонский муниципальный район,2007,64.0
1644000,Солтонский муниципальный район,2008,63.0
1644000,Солтонский муниципальный район,2009,63.0
1644000,Солтонский муниципальный район,2010,95.0
1644000,Солтонский муниципальный район,2011,74.0
1644000,Солтонский муниципальный район,2012,62.0
1644000,Солтонский муниципальный район,2013,57.0
1644424,Карабинский сельсовет,2009,4.0
1644424,Карабинский сельсовет,2010,11.0
1644427,Кумандинский национальный сельсовет,2007,3.0
1644427,Кумандинский национальный сельсовет,2008,3.0
1644427,Кумандинский национальный сельсовет,2009,3.0
1644427,Кумандинский национальный сельсовет,2010,2.0
1644436,Макарьевский сельсовет,2007,8.0
1644436,Макарьевский сельсовет,2008,8.0
1644436,Макарьевский сельсовет,2009,2.0
1644436,Макарьевский сельсовет,2010,2.0
1644436,Макарьевский сельсовет,2011,2.0
1644436,Макарьевский сельсовет,2012,2.0
1644436,Макарьевский сельсовет,2013,1.0
1644450,Нижнененинский сельсовет,2007,9.0
1644450,Нижнененинский сельсовет,2008,9.0
1644450,Нижнененинский сельсовет,2009,29.0
1644450,Нижнененинский сельсовет,2010,28.0
1644450,Нижнененинский сельсовет,2011,28.0
1644450,Нижнененинский сельсовет,2012,28.0
1644450,Нижнененинский сельсовет,2013,26.0
1644470,Сайдыпский сельсовет,2010,7.0
1644470,Сайдыпский сельсовет,2011,7.0
1644481,Солтонский сельсовет,2007,10.0
1644481,Солтонский сельсовет,2008,9.0
1644481,Солтонский сельсовет,2009,10.0
1644481,Солтонский сельсовет,2010,11.0
1644481,Солтонский сельсовет,2011,13.0
1644481,Солтонский сельсовет,2012,13.0
1644481,Солтонский сельсовет,2013,12.0
1644492,Сузопский сельсовет,2007,34.0
1644492,Сузопский сельсовет,2008,34.0
1644492,Сузопский сельсовет,2009,15.0
1644492,Сузопский сельсовет,2010,34.0
1644492,Сузопский сельсовет,2011,24.0
1644492,Сузопский сельсовет,2012,19.0
1644492,Сузопский сельсовет,2013,18.0
1645000,Шелаболихинский муниципальный район,2011,0.0
1649000,Топчихинский муниципальный район,2008,100.0
1649000,Топчихинский муниципальный район,2009,100.0
1649000,Топчихинский муниципальный район,2010,32.0
1649000,Топчихинский муниципальный район,2011,37.0
1649000,Топчихинский муниципальный район,2012,9.0
1649452,Победимский сельсовет,2010,18.0
1649462,Топчихинский сельсовет,2008,100.0
1649462,Топчихинский сельсовет,2009,100.0
1649462,Топчихинский сельсовет,2010,14.0
1649462,Топчихинский сельсовет,2011,23.0
1649462,Топчихинский сельсовет,2012,9.0
1649469,Фунтиковский сельсовет,2011,14.0
1650000,Третьяковский муниципальный район,2007,45.0
1650000,Третьяковский муниципальный район,2008,6.0
1650000,Третьяковский муниципальный район,2009,6.0
1650000,Третьяковский муниципальный район,2010,73.0
1650000,Третьяковский муниципальный район,2011,53.0
1650000,Третьяковский муниципальный район,2012,55.0
1650000,Третьяковский муниципальный район,2013,55.0
1650000,Третьяковский муниципальный район,2014,6.0
1650430,Михайловский сельсовет.,2008,6.0
1650430,Михайловский сельсовет.,2009,6.0
1650430,Михайловский сельсовет.,2010,6.0
1650433,Новоалейский сельсовет,2007,45.0
1650466,Староалейский сельсовет,2010,58.0
1650466,Староалейский сельсовет,2011,38.0
1650466,Староалейский сельсовет,2012,49.0
1650466,Староалейский сельсовет,2013,49.0
1650477,Третьяковский сельсовет,2010,9.0
1650477,Третьяковский сельсовет,2011,15.0
1650477,Третьяковский сельсовет,2012,6.0
1650477,Третьяковский сельсовет,2013,6.0
1650477,Третьяковский сельсовет,2014,6.0
1651000,Троицкий муниципальный район,2007,40.0
1651000,Троицкий муниципальный район,2008,40.0
1651000,Троицкий муниципальный район,2009,40.0
1651000,Троицкий муниципальный район,2010,11.0
1651000,Троицкий муниципальный район,2011,11.0
1651000,Троицкий муниципальный район,2012,11.0
1651000,Троицкий муниципальный район,2013,11.0
1651000,Троицкий муниципальный район,2014,11.0
1651457,Троицкий сельсовет,2007,40.0
1651457,Троицкий сельсовет,2008,40.0
1651457,Троицкий сельсовет,2009,40.0
1651457,Троицкий сельсовет,2010,11.0
1651457,Троицкий сельсовет,2011,11.0
1651457,Троицкий сельсовет,2012,11.0
1651457,Троицкий сельсовет,2013,11.0
1651457,Троицкий сельсовет,2014,11.0
1652000,Тюменцевский муниципальный район,2007,10.0
1652000,Тюменцевский муниципальный район,2008,5.0
1652000,Тюменцевский муниципальный район,2009,5.0
1652000,Тюменцевский муниципальный район,2010,5.0
1652000,Тюменцевский муниципальный район,2011,5.0
1652000,Тюменцевский муниципальный район,2012,1.0
1652450,Мезенцевский сельсовет,2007,6.0
1652450,Мезенцевский сельсовет,2008,3.0
1652450,Мезенцевский сельсовет,2009,3.0
1652450,Мезенцевский сельсовет,2010,3.0
1652450,Мезенцевский сельсовет,2011,3.0
1652469,Черемшанский сельсовет,2007,4.0
1652469,Черемшанский сельсовет,2008,2.0
1652469,Черемшанский сельсовет,2009,2.0
1652469,Черемшанский сельсовет,2010,2.0
1652469,Черемшанский сельсовет,2011,2.0
1652469,Черемшанский сельсовет,2012,1.0
1653000,Угловский муниципальный район,2011,45.0
1653000,Угловский муниципальный район,2012,77.0
1653000,Угловский муниципальный район,2013,45.0
1653000,Угловский муниципальный район,2014,30.0
1653411,Круглянский сельсовет,2011,8.0
1653411,Круглянский сельсовет,2012,10.0
1653411,Круглянский сельсовет,2013,11.0
1653411,Круглянский сельсовет,2014,8.0
1653422,Лаптевский сельсовет,2012,20.0
1653422,Лаптевский сельсовет,2014,2.0
1653433,Мирненский сельсовет,2011,1.0
1653433,Мирненский сельсовет,2012,3.0
1653433,Мирненский сельсовет,2013,3.0
1653433,Мирненский сельсовет,2014,3.0
1653444,Наумовский сельсовет,2011,2.0
1653444,Наумовский сельсовет,2012,2.0
1653444,Наумовский сельсовет,2013,2.0
1653455,Озёрно-Кузнецовский сельсовет,2011,4.0
1653455,Озёрно-Кузнецовский сельсовет,2012,6.0
1653466,Павловский сельсовет,2011,11.0
1653466,Павловский сельсовет,2012,11.0
1653477,Симоновский сельсовет,2011,4.0
1653477,Симоновский сельсовет,2012,4.0
1653477,Симоновский сельсовет,2013,4.0
1653477,Симоновский сельсовет,2014,4.0
1653480,Тополинский сельсовет,2011,1.0
1653480,Тополинский сельсовет,2012,1.0
1653488,Угловский сельсовет,2011,12.0
1653488,Угловский сельсовет,2012,16.0
1653488,Угловский сельсовет,2013,25.0
1653488,Угловский сельсовет,2014,13.0
1653490,Шадрухинский сельсовет,2011,2.0
1653490,Шадрухинский сельсовет,2012,4.0
1654000,Усть-Калманский муниципальный район,2011,12.0
1654000,Усть-Калманский муниципальный район,2012,11.0
1654455,Усть-Калманский сельсовет,2011,12.0
1654455,Усть-Калманский сельсовет,2012,11.0
1657000,Целинный муниципальный район,2008,6.0
1657000,Целинный муниципальный район,2009,5.0
1657000,Целинный муниципальный район,2010,6.0
1657000,Целинный муниципальный район,2011,5.0
1657000,Целинный муниципальный район,2012,5.0
1657407,Бочкарёвский сельсовет,2012,4.0
1657410,ND,2008,5.0
1657410,ND,2009,5.0
1657410,ND,2010,5.0
1657410,ND,2011,4.0
1657415,Дружбинский сельсовет,2010,0.0
1657468,Сухо-Чемровский сельсовет,2010,1.0
1657468,Сухо-Чемровский сельсовет,2011,1.0
1657468,Сухо-Чемровский сельсовет,2012,1.0
1657473,Хомутинский сельсовет,2008,1.0
1659000,Шипуновский муниципальный район,2007,2.0
1659000,Шипуновский муниципальный район,2011,54.0
1659000,Шипуновский муниципальный район,2012,55.0
1659000,Шипуновский муниципальный район,2013,46.0
1659474,Российский сельсовет,2007,2.0
1659495,Шипуновский сельсовет,2011,54.0
1659495,Шипуновский сельсовет,2012,55.0
1659495,Шипуновский сельсовет,2013,46.0
1701000,город Барнаул,2007,200.0
1701000,город Барнаул,2008,1520.0
1701000,город Барнаул,2009,1929.0
1701000,город Барнаул,2010,868.0
1701000,город Барнаул,2011,2220.0
1701000,город Барнаул,2012,3154.0
1701000,город Барнаул,2013,2132.0
1701000,город Барнаул,2014,6000.0
1703000,город Алейск,2007,39.0
1703000,город Алейск,2010,200.0
1703000,город Алейск,2011,168.0
1703000,город Алейск,2012,208.0
1703000,город Алейск,2013,100.0
1703000,город Алейск,2014,94.0
1704000,город Белокуриха,2007,10.0
1704000,город Белокуриха,2008,10.0
1704000,город Белокуриха,2009,30.0
1704000,город Белокуриха,2010,50.0
1704000,город Белокуриха,2011,50.0
