oktmo,name,year,fallinghousesdwellers
82603472,сельсовет Урхучимахинский,2008,72.0
82603472,сельсовет Урхучимахинский,2010,83.0
82603472,сельсовет Урхучимахинский,2011,83.0
82603472,сельсовет Урхучимахинский,2013,73.0
82603472,сельсовет Урхучимахинский,2014,60.0
82603476,сельсовет Усишинский,2008,251.0
82603476,сельсовет Усишинский,2010,240.0
82603476,сельсовет Усишинский,2011,240.0
82603476,сельсовет Усишинский,2013,204.0
82603476,сельсовет Усишинский,2014,200.0
82603480,сельсовет Цугнинский,2008,63.0
82603480,сельсовет Цугнинский,2010,60.0
82603480,сельсовет Цугнинский,2011,60.0
82603480,сельсовет Цугнинский,2013,50.0
82603480,сельсовет Цугнинский,2014,40.0
82603485,сельсовет Шуктынский,2008,26.0
82603485,сельсовет Шуктынский,2010,30.0
82603485,сельсовет Шуктынский,2011,30.0
82603485,сельсовет Шуктынский,2013,30.0
82603485,сельсовет Шуктынский,2014,30.0
82605000,Ахвахский муниципальный район,2010,330.0
82605000,Ахвахский муниципальный район,2011,330.0
82605000,Ахвахский муниципальный район,2014,73.0
82605405,сельсовет Анчикский,2008,45.0
82605405,сельсовет Анчикский,2010,30.0
82605405,сельсовет Анчикский,2011,30.0
82605405,сельсовет Анчикский,2013,51.0
82605410,село Арчо,2008,5.0
82605410,село Арчо,2010,5.0
82605410,село Арчо,2011,5.0
82605410,село Арчо,2013,8.0
82605410,село Арчо,2014,8.0
82605415,сельсовет Верхнеинхелинский,2008,33.0
82605415,сельсовет Верхнеинхелинский,2010,33.0
82605415,сельсовет Верхнеинхелинский,2011,33.0
82605415,сельсовет Верхнеинхелинский,2013,16.0
82605420,село Изано,2008,11.0
82605420,село Изано,2010,11.0
82605420,село Изано,2011,11.0
82605420,село Изано,2013,10.0
82605420,село Изано,2014,10.0
82605425,сельсовет Ингердахский,2008,23.0
82605425,сельсовет Ингердахский,2010,17.0
82605425,сельсовет Ингердахский,2011,17.0
82605425,сельсовет Ингердахский,2013,14.0
82605430,сельсовет Каратинский,2008,80.0
82605430,сельсовет Каратинский,2010,80.0
82605430,сельсовет Каратинский,2011,80.0
82605430,сельсовет Каратинский,2013,75.0
82605435,село Кудиябросо,2008,40.0
82605435,село Кудиябросо,2010,40.0
82605435,село Кудиябросо,2011,40.0
82605435,село Кудиябросо,2013,31.0
82605440,село Лологонитль,2008,11.0
82605440,село Лологонитль,2010,11.0
82605440,село Лологонитль,2011,11.0
82605440,село Лологонитль,2013,11.0
82605445,село Местерух,2008,16.0
82605445,село Местерух,2010,16.0
82605445,село Местерух,2011,16.0
82605445,село Местерух,2013,20.0
82605445,село Местерух,2014,20.0
82605450,сельсовет Тад-Магитлинский,2008,25.0
82605450,сельсовет Тад-Магитлинский,2010,25.0
82605450,сельсовет Тад-Магитлинский,2011,25.0
82605450,сельсовет Тад-Магитлинский,2013,25.0
82605455,сельсовет Тлибишинский,2008,13.0
82605455,сельсовет Тлибишинский,2010,13.0
82605455,сельсовет Тлибишинский,2011,13.0
82605455,сельсовет Тлибишинский,2013,13.0
82605460,село Тукита,2008,6.0
82605460,село Тукита,2010,6.0
82605460,село Тукита,2011,6.0
82605460,село Тукита,2013,25.0
82605460,село Тукита,2014,20.0
82605465,сельсовет Цолодинский,2008,42.0
82605465,сельсовет Цолодинский,2010,42.0
82605465,сельсовет Цолодинский,2011,42.0
82605465,сельсовет Цолодинский,2013,35.0
82605465,сельсовет Цолодинский,2014,15.0
82606000,Ахтынский муниципальный район,2010,1445.0
82606000,Ахтынский муниципальный район,2011,1445.0
82606000,Ахтынский муниципальный район,2014,865.0
82606405,сельсовет Ахтынский,2010,1097.0
82606405,сельсовет Ахтынский,2011,1097.0
82606405,сельсовет Ахтынский,2013,500.0
82606405,сельсовет Ахтынский,2014,500.0
82606410,село Гдым,2008,3.0
82606415,село Джаба,2008,5.0
82606415,село Джаба,2010,6.0
82606415,село Джаба,2011,6.0
82606415,село Джаба,2013,4.0
82606415,село Джаба,2014,4.0
82606420,село Зрых,2008,10.0
82606420,село Зрых,2010,10.0
82606420,село Зрых,2011,10.0
82606420,село Зрых,2013,25.0
82606420,село Зрых,2014,5.0
82606425,село Кака,2008,3.0
82606437,село Калук,2013,150.0
82606437,село Калук,2014,30.0
82606445,сельсовет Луткунский,2010,10.0
82606445,сельсовет Луткунский,2011,10.0
82606465,сельсовет Смугульский,2008,10.0
82606465,сельсовет Смугульский,2010,10.0
82606465,сельсовет Смугульский,2011,10.0
82606465,сельсовет Смугульский,2014,76.0
82606475,село Ухул,2008,9.0
82606475,село Ухул,2013,132.0
82606475,село Ухул,2014,214.0
82606480,село Фий,2008,100.0
82606480,село Фий,2010,270.0
82606480,село Фий,2011,270.0
82606480,село Фий,2013,57.0
82606485,село Хнов,2013,9.0
82606485,село Хнов,2014,9.0
82606490,сельсовет Хрюгский,2013,12.0
82606490,сельсовет Хрюгский,2014,13.0
82606495,село Ялак,2010,32.0
82606495,село Ялак,2011,32.0
82606495,село Ялак,2013,5.0
82606495,село Ялак,2014,14.0
82607000,Бабаюртовский муниципальный район,2010,545.0
82607000,Бабаюртовский муниципальный район,2011,545.0
82607000,Бабаюртовский муниципальный район,2014,141.0
82607405,сельсовет Адиль-Янгиюртовский,2008,5.0
82607405,сельсовет Адиль-Янгиюртовский,2010,5.0
82607405,сельсовет Адиль-Янгиюртовский,2011,5.0
82607410,село Бабаюрт,2008,330.0
82607410,село Бабаюрт,2010,321.0
82607410,село Бабаюрт,2011,321.0
82607415,сельсовет Геметюбинский,2008,2.0
82607415,сельсовет Геметюбинский,2010,2.0
82607415,сельсовет Геметюбинский,2011,2.0
82607420,село Герменчик,2008,56.0
82607420,село Герменчик,2010,70.0
82607420,село Герменчик,2011,70.0
82607420,село Герменчик,2013,73.0
82607420,село Герменчик,2014,75.0
82607425,село Львовский № 1,2008,35.0
82607425,село Львовский № 1,2010,23.0
82607425,село Львовский № 1,2011,23.0
82607425,село Львовский № 1,2013,7.0
82607430,село Люксембург,2013,10.0
82607430,село Люксембург,2014,10.0
82607432,сельсовет Мужукайский,2008,5.0
82607432,сельсовет Мужукайский,2010,3.0
82607432,сельсовет Мужукайский,2011,3.0
82607432,сельсовет Мужукайский,2013,3.0
82607435,село Новокаре,2008,315.0
82607435,село Новокаре,2010,5.0
82607435,село Новокаре,2011,5.0
82607435,село Новокаре,2014,4.0
82607450,село Татаюрт,2008,3.0
82607450,село Татаюрт,2010,1.0
82607450,село Татаюрт,2011,1.0
82607450,село Татаюрт,2013,1.0
82607450,село Татаюрт,2014,1.0
82607455,сельсовет Туршунайский,2013,15.0
82607455,сельсовет Туршунайский,2014,15.0
82607460,село Уцмиюрт,2010,100.0
82607460,село Уцмиюрт,2011,100.0
82607460,село Уцмиюрт,2013,25.0
82607465,село Хамаматюрт,2008,4.0
82607465,село Хамаматюрт,2010,36.0
82607465,село Хамаматюрт,2011,36.0
82607465,село Хамаматюрт,2014,35.0
82607470,сельсовет Хасанайский,2008,4.0
82607470,сельсовет Хасанайский,2010,5.0
82607470,сельсовет Хасанайский,2011,5.0
82609000,Ботлихский муниципальный район,2010,2758.0
82609000,Ботлихский муниципальный район,2011,2758.0
82609000,Ботлихский муниципальный район,2014,2037.0
82609405,село Алак,2008,222.0
82609405,село Алак,2010,222.0
82609405,село Алак,2011,222.0
82609405,село Алак,2013,230.0
82609405,село Алак,2014,40.0
82609410,сельсовет Андийский,2008,416.0
82609410,сельсовет Андийский,2010,416.0
82609410,сельсовет Андийский,2011,416.0
82609410,сельсовет Андийский,2013,430.0
82609410,сельсовет Андийский,2014,430.0
82609415,сельсовет Ансалтинский,2008,287.0
82609415,сельсовет Ансалтинский,2010,287.0
82609415,сельсовет Ансалтинский,2011,287.0
82609415,сельсовет Ансалтинский,2013,300.0
82609415,сельсовет Ансалтинский,2014,300.0
82609417,село Ашали,2008,40.0
82609417,село Ашали,2010,40.0
82609417,село Ашали,2011,40.0
82609417,село Ашали,2013,46.0
82609417,село Ашали,2014,3.0
82609420,сельсовет Ботлихский,2010,490.0
82609420,сельсовет Ботлихский,2011,490.0
82609420,сельсовет Ботлихский,2013,503.0
82609425,село Гагатли,2008,34.0
82609425,село Гагатли,2010,34.0
82609425,село Гагатли,2011,34.0
82609425,село Гагатли,2013,68.0
82609425,село Гагатли,2014,80.0
82609430,сельсовет Годоберинский,2008,110.0
82609430,сельсовет Годоберинский,2010,90.0
82609430,сельсовет Годоберинский,2011,90.0
82609430,сельсовет Годоберинский,2013,100.0
82609430,сельсовет Годоберинский,2014,90.0
82609435,село Зило,2008,15.0
82609435,село Зило,2010,15.0
82609435,село Зило,2011,15.0
82609435,село Зило,2013,30.0
82609440,село Кижани,2008,6.0
82609440,село Кижани,2010,6.0
82609440,село Кижани,2011,6.0
82609440,село Кижани,2013,7.0
82609440,село Кижани,2014,2.0
82609442,село Кванхидатли,2008,95.0
82609442,село Кванхидатли,2010,95.0
82609442,село Кванхидатли,2011,95.0
82609442,село Кванхидатли,2013,19.0
82609445,село Миарсо,2008,169.0
82609445,село Миарсо,2010,169.0
82609445,село Миарсо,2011,169.0
82609450,сельсовет Мунинский,2008,305.0
82609450,сельсовет Мунинский,2010,305.0
82609450,сельсовет Мунинский,2011,305.0
82609450,сельсовет Мунинский,2013,305.0
82609450,сельсовет Мунинский,2014,48.0
82609455,село Нижнее Инхело,2008,11.0
82609455,село Нижнее Инхело,2010,11.0
82609455,село Нижнее Инхело,2011,11.0
82609455,село Нижнее Инхело,2013,11.0
82609458,село Рахата,2008,230.0
82609458,село Рахата,2013,151.0
82609458,село Рахата,2014,151.0
82609460,сельсовет Рикванинский,2008,450.0
82609460,сельсовет Рикванинский,2010,450.0
82609460,сельсовет Рикванинский,2011,450.0
82609460,сельсовет Рикванинский,2013,59.0
82609470,село Тлох,2008,30.0
82609470,село Тлох,2010,30.0
82609470,село Тлох,2011,30.0
82609470,село Тлох,2013,35.0
82609470,село Тлох,2014,14.0
82609475,сельсовет Хелетуринский,2008,13.0
82609475,сельсовет Хелетуринский,2010,60.0
82609475,сельсовет Хелетуринский,2011,60.0
82609475,сельсовет Хелетуринский,2013,69.0
82609480,сельсовет Чанковский,2008,10.0
82609480,сельсовет Чанковский,2010,10.0
82609480,сельсовет Чанковский,2011,10.0
82609480,сельсовет Чанковский,2013,10.0
82609485,сельсовет Шодродинский,2008,53.0
82609485,сельсовет Шодродинский,2010,53.0
82609485,сельсовет Шодродинский,2011,53.0
82609485,сельсовет Шодродинский,2013,57.0
82609485,сельсовет Шодродинский,2014,57.0
82611000,Буйнакский муниципальный район,2014,531.0
82611405,село Акайтала,2008,11.0
82611405,село Акайтала,2010,13.0
82611405,село Акайтала,2011,13.0
82611408,сельсовет Апшинский,2013,37.0
82611412,село Аркас,2010,2.0
82611412,село Аркас,2011,2.0
82611416,село Атланаул,2008,90.0
82611416,село Атланаул,2010,700.0
82611416,село Атланаул,2011,700.0
82611420,село Буглен,2008,4.0
82611420,село Буглен,2010,53.0
82611420,село Буглен,2011,53.0
82611420,село Буглен,2013,53.0
82611420,село Буглен,2014,53.0
82611424,село Верхний Дженгутай,2013,4.0
82611428,сельсовет Верхнеказанищенский,2008,500.0
82611428,сельсовет Верхнеказанищенский,2010,90.0
82611428,сельсовет Верхнеказанищенский,2011,90.0
82611428,сельсовет Верхнеказанищенский,2014,3.0
82611432,сельсовет Верхне-Каранаевский,2008,42.0
82611432,сельсовет Верхне-Каранаевский,2010,42.0
82611432,сельсовет Верхне-Каранаевский,2011,42.0
82611432,сельсовет Верхне-Каранаевский,2013,18.0
82611432,сельсовет Верхне-Каранаевский,2014,16.0
82611436,село Дуранги,2008,25.0
82611444,село Кадар,2008,33.0
82611444,село Кадар,2010,6.0
82611444,село Кадар,2011,6.0
82611444,село Кадар,2013,6.0
82611444,село Кадар,2014,8.0
82611448,сельсовет Карамахинский,2010,194.0
82611448,сельсовет Карамахинский,2011,194.0
82611448,сельсовет Карамахинский,2013,100.0
82611448,сельсовет Карамахинский,2014,30.0
82611452,село Кафыр-Кумух,2013,45.0
82611452,село Кафыр-Кумух,2014,34.0
82611460,сельсовет Манасаульский,2008,12.0
82611460,сельсовет Манасаульский,2010,12.0
82611460,сельсовет Манасаульский,2011,12.0
82611460,сельсовет Манасаульский,2013,72.0
82611460,сельсовет Манасаульский,2014,80.0
82611464,село Нижний Дженгутай,2010,4.0
82611464,село Нижний Дженгутай,2011,4.0
82611464,село Нижний Дженгутай,2013,4.0
82611468,село Нижнее Казанище,2008,128.0
82611468,село Нижнее Казанище,2010,145.0
82611468,село Нижнее Казанище,2011,145.0
82611468,село Нижнее Казанище,2013,18.0
82611468,село Нижнее Казанище,2014,7.0
82611476,сельсовет Халимбекаульский,2008,7.0
82611476,сельсовет Халимбекаульский,2010,4.0
82611476,сельсовет Халимбекаульский,2011,4.0
82611488,сельсовет Эрпелинский,2008,40.0
82611488,сельсовет Эрпелинский,2010,39.0
82611488,сельсовет Эрпелинский,2011,39.0
82611488,сельсовет Эрпелинский,2013,300.0
82611488,сельсовет Эрпелинский,2014,300.0
82613000,Гергебильский муниципальный район,2010,554.0
82613000,Гергебильский муниципальный район,2011,554.0
82613000,Гергебильский муниципальный район,2014,181.0
82613411,село Аймаки,2008,24.0
82613411,село Аймаки,2010,340.0
82613411,село Аймаки,2011,340.0
82613411,село Аймаки,2013,19.0
82613433,сельсовет Дарада-Мурадинский,2008,6.0
82613433,сельсовет Дарада-Мурадинский,2010,6.0
82613433,сельсовет Дарада-Мурадинский,2011,6.0
82613433,сельсовет Дарада-Мурадинский,2013,4.0
82613433,сельсовет Дарада-Мурадинский,2014,4.0
82613444,сельсовет Кикунинский,2008,10.0
82613444,сельсовет Кикунинский,2010,120.0
82613444,сельсовет Кикунинский,2011,120.0
82613444,сельсовет Кикунинский,2013,35.0
82613444,сельсовет Кикунинский,2014,35.0
82613455,село Кудутль,2008,25.0
82613455,село Кудутль,2010,9.0
82613455,село Кудутль,2011,9.0
82613455,село Кудутль,2013,57.0
82613455,село Кудутль,2014,57.0
82613457,село Курми,2013,55.0
82613457,село Курми,2014,55.0
82613466,село Маали,2008,74.0
82613466,село Маали,2010,52.0
82613466,село Маали,2011,52.0
82613466,село Маали,2014,10.0
82613477,сельсовет Могохский,2010,4.0
82613477,сельсовет Могохский,2011,4.0
82613477,сельсовет Могохский,2013,8.0
82613477,сельсовет Могохский,2014,8.0
82613488,сельсовет Хвартикунинский,2008,3.0
82613488,сельсовет Хвартикунинский,2010,3.0
82613488,сельсовет Хвартикунинский,2011,3.0
82613488,сельсовет Хвартикунинский,2013,3.0
82613488,сельсовет Хвартикунинский,2014,3.0
82613490,село Чалда,2010,20.0
82613490,село Чалда,2011,20.0
82615000,Гумбетовский муниципальный район,2010,1962.0
82615000,Гумбетовский муниципальный район,2011,1962.0
82615000,Гумбетовский муниципальный район,2014,252.0
82615410,сельсовет Аргванинский,2008,80.0
82615420,село Верхнее Инхо,2008,90.0
82615420,село Верхнее Инхо,2010,13.0
82615420,село Верхнее Инхо,2011,13.0
82615420,село Верхнее Инхо,2013,10.0
82615420,село Верхнее Инхо,2014,3.0
82615423,село Гадари,2008,5.0
82615430,село Данух,2008,12.0
82615430,село Данух,2010,4.0
82615430,село Данух,2011,4.0
82615430,село Данух,2013,7.0
82615430,село Данух,2014,4.0
82615435,сельсовет Игалинский,2008,38.0
82615435,сельсовет Игалинский,2010,150.0
82615435,сельсовет Игалинский,2011,150.0
82615440,село Ингиши,2008,26.0
82615440,село Ингиши,2010,12.0
82615440,село Ингиши,2011,12.0
82615440,село Ингиши,2013,4.0
82615440,село Ингиши,2014,3.0
82615445,село Килятль,2008,15.0
82615445,село Килятль,2013,6.0
82615450,сельсовет Мехельтинский,2013,217.0
82615450,сельсовет Мехельтинский,2014,176.0
82615460,село Тлярата,2008,5.0
82615460,село Тлярата,2013,5.0
82615460,село Тлярата,2014,5.0
82615470,село Чирката,2010,30.0
82615470,село Чирката,2011,30.0
82615470,село Чирката,2013,45.0
82615470,село Чирката,2014,46.0
82615472,село Читль,2008,101.0
82615475,сельсовет Цунди-Шабдухский,2008,29.0
82615475,сельсовет Цунди-Шабдухский,2010,3.0
82615475,сельсовет Цунди-Шабдухский,2011,3.0
82615475,сельсовет Цунди-Шабдухский,2013,16.0
82615475,сельсовет Цунди-Шабдухский,2014,15.0
82616000,Гунибский муниципальный район,2010,399.0
82616000,Гунибский муниципальный район,2011,399.0
82616000,Гунибский муниципальный район,2014,502.0
82616405,сельсовет Бацадинский,2008,4.0
82616405,сельсовет Бацадинский,2010,6.0
82616405,сельсовет Бацадинский,2011,6.0
82616405,сельсовет Бацадинский,2014,11.0
82616410,село Бухты,2008,15.0
82616410,село Бухты,2010,30.0
82616410,село Бухты,2011,30.0
82616415,село Гонода,2014,20.0
82616425,сельсовет Кегерский,2008,22.0
82616425,сельсовет Кегерский,2010,21.0
82616425,сельсовет Кегерский,2011,21.0
82616425,сельсовет Кегерский,2014,22.0
82616430,сельсовет Кородинский,2008,1.0
82616430,сельсовет Кородинский,2010,4.0
82616430,сельсовет Кородинский,2011,4.0
82616430,сельсовет Кородинский,2014,120.0
82616435,сельсовет Кудалинский,2008,7.0
82616435,сельсовет Кудалинский,2010,8.0
82616435,сельсовет Кудалинский,2011,8.0
82616435,сельсовет Кудалинский,2014,20.0
82616440,сельсовет Тлогобский,2008,115.0
82616440,сельсовет Тлогобский,2010,86.0
82616440,сельсовет Тлогобский,2011,86.0
82616440,сельсовет Тлогобский,2013,33.0
82616440,сельсовет Тлогобский,2014,42.0
82616445,село Мегеб,2010,20.0
82616445,село Мегеб,2011,20.0
82616445,село Мегеб,2013,31.0
82616445,село Мегеб,2014,31.0
82616450,село Обох,2008,16.0
82616450,село Обох,2013,15.0
82616450,село Обох,2014,15.0
82616455,сельсовет Ругуджинский,2008,45.0
82616455,сельсовет Ругуджинский,2010,46.0
82616455,сельсовет Ругуджинский,2011,46.0
82616455,сельсовет Ругуджинский,2013,48.0
82616455,сельсовет Ругуджинский,2014,48.0
82616460,село Салта,2014,20.0
82616465,сельсовет Согратлинский,2008,50.0
82616465,сельсовет Согратлинский,2010,30.0
82616465,сельсовет Согратлинский,2011,30.0
82616465,сельсовет Согратлинский,2013,10.0
82616465,сельсовет Согратлинский,2014,15.0
82616471,село Хиндах,2008,58.0
82616471,село Хиндах,2010,58.0
82616471,село Хиндах,2011,58.0
82616471,село Хиндах,2013,58.0
82616471,село Хиндах,2014,26.0
82616472,село Хоточ,2008,30.0
82616472,село Хоточ,2010,30.0
82616472,село Хоточ,2011,30.0
82616472,село Хоточ,2014,32.0
82616475,сельсовет Чохский,2008,32.0
82616475,сельсовет Чохский,2010,40.0
82616475,сельсовет Чохский,2011,40.0
82616475,сельсовет Чохский,2013,45.0
82616475,сельсовет Чохский,2014,50.0
82616480,сельсовет Шангодинский,2014,12.0
82616485,сельсовет Шуланинский,2014,18.0
82618000,Дахадаевский муниципальный район,2010,586.0
82618000,Дахадаевский муниципальный район,2011,586.0
82618000,Дахадаевский муниципальный район,2014,283.0
82618155,п Кубачи,2008,75.0
82618155,п Кубачи,2010,68.0
82618155,п Кубачи,2011,68.0
82618404,сельсовет Аштынский,2008,65.0
82618408,сельсовет Бускринский,2008,44.0
82618412,сельсовет Гуладтынский,2008,30.0
82618412,сельсовет Гуладтынский,2010,300.0
82618412,сельсовет Гуладтынский,2011,300.0
82618412,сельсовет Гуладтынский,2013,7.0
82618412,сельсовет Гуладтынский,2014,7.0
82618420,село Дибгалик,2008,4.0
82618424,сельсовет Дибгашинский,2008,12.0
82618424,сельсовет Дибгашинский,2010,12.0
82618424,сельсовет Дибгашинский,2011,12.0
82618428,сельсовет Дуакарский,2008,65.0
82618428,сельсовет Дуакарский,2010,8.0
82618428,сельсовет Дуакарский,2011,8.0
82618430,село Зильбачи,2008,17.0
82618431,село Зубанчи,2008,25.0
82618431,село Зубанчи,2010,10.0
82618431,село Зубанчи,2011,10.0
82618432,сельсовет Ицаринский,2008,57.0
82618432,сельсовет Ицаринский,2010,10.0
82618432,сельсовет Ицаринский,2011,10.0
82618434,село Калкни,2008,17.0
82618434,село Калкни,2010,12.0
82618434,село Калкни,2011,12.0
82618436,сельсовет Карбучимахинский,2008,45.0
82618436,сельсовет Карбучимахинский,2013,25.0
82618436,сельсовет Карбучимахинский,2014,25.0
82618440,сельсовет Кищинский,2008,124.0
82618440,сельсовет Кищинский,2010,10.0
82618440,сельсовет Кищинский,2011,10.0
82618440,сельсовет Кищинский,2013,25.0
82618440,сельсовет Кищинский,2014,30.0
82618444,сельсовет Кудагинский,2008,25.0
82618444,сельсовет Кудагинский,2013,25.0
82618444,сельсовет Кудагинский,2014,25.0
82618445,село Кунки,2008,40.0
82618445,село Кунки,2010,10.0
82618445,село Кунки,2011,10.0
82618448,село Меусиша,2008,55.0
82618448,село Меусиша,2013,26.0
82618448,село Меусиша,2014,24.0
82618452,сельсовет Сутбукский,2008,12.0
82618452,сельсовет Сутбукский,2010,30.0
82618452,сельсовет Сутбукский,2011,30.0
82618456,сельсовет Трисанчинский,2008,35.0
82618456,сельсовет Трисанчинский,2014,1.0
82618460,сельсовет Урагинский,2008,75.0
82618460,сельсовет Урагинский,2010,30.0
82618460,сельсовет Урагинский,2011,30.0
82618460,сельсовет Урагинский,2013,94.0
82618460,сельсовет Урагинский,2014,100.0
82618464,сельсовет Ураринский,2008,45.0
82618468,сельсовет Уркарахский,2008,150.0
82618468,сельсовет Уркарахский,2010,50.0
82618468,сельсовет Уркарахский,2011,50.0
82618468,сельсовет Уркарахский,2013,38.0
82618468,сельсовет Уркарахский,2014,35.0
82618472,село Харбук,2008,45.0
82618472,село Харбук,2013,16.0
82618472,село Харбук,2014,16.0
82618476,село Хуршни,2008,15.0
82618476,село Хуршни,2013,8.0
82618476,село Хуршни,2014,5.0
82618480,сельсовет Цизгаринский,2008,20.0
82618480,сельсовет Цизгаринский,2010,40.0
82618480,сельсовет Цизгаринский,2011,40.0
82618480,сельсовет Цизгаринский,2013,12.0
82618480,сельсовет Цизгаринский,2014,10.0
82618485,село Чишили,2008,10.0
82620000,Дербентский муниципальный район,2010,2179.0
82620000,Дербентский муниципальный район,2011,2179.0
82620000,Дербентский муниципальный район,2014,600.0
82620162,поселок Мамедкала,2008,140.0
82620162,поселок Мамедкала,2010,449.0
82620162,поселок Мамедкала,2011,449.0
82620402,село Аглоби,2010,15.0
82620402,село Аглоби,2011,15.0
82620402,село Аглоби,2013,15.0
82620402,село Аглоби,2014,15.0
82620420,село Геджух,2008,410.0
82620420,село Геджух,2010,410.0
82620420,село Геджух,2011,410.0
82620430,село Джемикент,2013,2.0
82620430,село Джемикент,2014,2.0
82620435,сельсовет Зидьян-Казмалярский,2013,25.0
82620435,сельсовет Зидьян-Казмалярский,2014,35.0
82620438,село Куллар,2010,12.0
82620438,село Куллар,2011,12.0
82620438,село Куллар,2013,12.0
82620438,село Куллар,2014,20.0
82620440,село Митаги,2010,9.0
82620440,село Митаги,2011,9.0
82620442,село Митаги-Казмаляр,2008,1178.0
82620442,село Митаги-Казмаляр,2010,1207.0
82620442,село Митаги-Казмаляр,2011,1207.0
82620442,село Митаги-Казмаляр,2013,5.0
82620442,село Митаги-Казмаляр,2014,73.0
82620447,село Музаим,2010,2.0
82620447,село Музаим,2011,2.0
82620447,село Музаим,2013,11.0
82620447,село Музаим,2014,7.0
82620450,село Нюгди,2013,1.0
82620450,село Нюгди,2014,1.0
82620460,сельсовет Первомайский,2008,5.0
82620460,сельсовет Первомайский,2010,7.0
82620460,сельсовет Первомайский,2011,7.0
82620460,сельсовет Первомайский,2014,6.0
82620470,село Сабнова,2010,7.0
82620470,село Сабнова,2011,7.0
82620480,сельсовет Татлярский,2008,64.0
82620480,сельсовет Татлярский,2010,47.0
82620480,сельсовет Татлярский,2011,47.0
82620480,сельсовет Татлярский,2013,10.0
82620480,сельсовет Татлярский,2014,10.0
82620481,село Уллу-Теркеме,2010,14.0
82620481,село Уллу-Теркеме,2011,14.0
82620481,село Уллу-Теркеме,2013,8.0
82621000,Докузпаринский муниципальный район,2010,32.0
82621000,Докузпаринский муниципальный район,2011,32.0
82621000,Докузпаринский муниципальный район,2014,2500.0
82621430,село Каладжух,2010,10.0
82621430,село Каладжух,2011,10.0
82621430,село Каладжух,2013,12.0
82621433,село Каракюре,2010,2.0
82621433,село Каракюре,2011,2.0
82621433,село Каракюре,2013,69.0
82621440,село Куруш,2008,25.0
82621440,село Куруш,2010,150.0
82621440,село Куруш,2011,150.0
82621440,село Куруш,2013,154.0
82621440,село Куруш,2014,156.0
82621455,сельсовет Микрахский,2010,225.0
82621455,сельсовет Микрахский,2011,225.0
82621460,село Мискинджа,2013,1.0
82621460,село Мискинджа,2014,1.0
82622000,Казбековский муниципальный район,2010,1065.0
82622000,Казбековский муниципальный район,2011,1065.0
82622000,Казбековский муниципальный район,2014,378.0
82622155,поселок Дубки,2008,80.0
82622155,поселок Дубки,2010,2.0
82622155,поселок Дубки,2011,2.0
82622155,поселок Дубки,2013,10.0
82622155,поселок Дубки,2014,10.0
82622405,село Алмак,2008,41.0
82622405,село Алмак,2010,10.0
82622405,село Алмак,2011,10.0
82622407,сельсовет Артлухский,2008,62.0
82622407,сельсовет Артлухский,2013,62.0
82622407,сельсовет Артлухский,2014,369.0
82622410,село Буртунай,2008,15.0
82622410,село Буртунай,2013,11.0
82622410,село Буртунай,2014,4.0
82622415,село Гертма,2008,37.0
82622417,село Гостала,2008,11.0
82622420,село Гуни,2008,56.0
82622425,село Дылым,2008,216.0
82622435,село Инчха,2008,25.0
82622435,село Инчха,2013,10.0
82622440,село Калининаул,2008,5.0
82622445,село Ленинаул,2008,254.0
82622445,село Ленинаул,2010,3.0
82622445,село Ленинаул,2011,3.0
82622445,село Ленинаул,2013,3.0
82622450,сельсовет Хубарский,2008,12.0
82622450,сельсовет Хубарский,2013,5.0
82622450,сельсовет Хубарский,2014,5.0
82623000,Кайтагский муниципальный район,2010,664.0
82623000,Кайтагский муниципальный район,2011,664.0
82623000,Кайтагский муниципальный район,2014,282.0
82623410,сельсовет Ахмедкентский,2010,31.0
82623410,сельсовет Ахмедкентский,2011,31.0
82623410,сельсовет Ахмедкентский,2013,17.0
82623410,сельсовет Ахмедкентский,2014,14.0
82623415,сельсовет Баршамайский,2008,250.0
82623415,сельсовет Баршамайский,2010,230.0
82623415,сельсовет Баршамайский,2011,230.0
82623415,сельсовет Баршамайский,2013,120.0
82623420,сельсовет Варситский,2013,7.0
82623420,сельсовет Варситский,2014,8.0
82623430,сельсовет Джавгатский,2014,210.0
82623435,сельсовет Джибахнинский,2008,360.0
82623435,сельсовет Джибахнинский,2010,150.0
82623435,сельсовет Джибахнинский,2011,150.0
82623435,сельсовет Джибахнинский,2013,346.0
82623435,сельсовет Джибахнинский,2014,10.0
82623445,сельсовет Карацанский,2008,10.0
82623445,сельсовет Карацанский,2010,5.0
82623445,сельсовет Карацанский,2011,5.0
82623445,сельсовет Карацанский,2013,5.0
82623445,сельсовет Карацанский,2014,6.0
82623460,сельсовет Маджалисский,2008,360.0
82623460,сельсовет Маджалисский,2010,372.0
82623460,сельсовет Маджалисский,2011,372.0
82623460,сельсовет Маджалисский,2013,186.0
82623463,село Санчи,2008,8.0
82623465,село Чумли,2008,200.0
82623465,село Чумли,2013,8.0
82623465,село Чумли,2014,12.0
82623475,сельсовет Янгикентский,2008,20.0
82623475,сельсовет Янгикентский,2010,26.0
82623475,сельсовет Янгикентский,2011,26.0
82623475,сельсовет Янгикентский,2013,29.0
82623475,сельсовет Янгикентский,2014,22.0
82624000,Каякентский муниципальный район,2010,51.0
82624000,Каякентский муниципальный район,2011,51.0
82624000,Каякентский муниципальный район,2014,479.0
