oktmo,name,year,pollutionvol
1601000,Алейский муниципальный район,2017,0.747
1602000,Алтайский муниципальный район,2014,0.758
1602000,Алтайский муниципальный район,2015,1.023
1602000,Алтайский муниципальный район,2016,1.293
1602000,Алтайский муниципальный район,2017,1.226
1603000,Баевский муниципальный район,2014,0.438
1603000,Баевский муниципальный район,2015,0.146
1603000,Баевский муниципальный район,2016,0.36
1603000,Баевский муниципальный район,2017,0.367
1604000,Бийский муниципальный район,2014,1.891
1604000,Бийский муниципальный район,2015,1.867
1604000,Бийский муниципальный район,2016,2.757
1604000,Бийский муниципальный район,2017,2.653
1605000,Благовещенский муниципальный район,2014,49.159
1605000,Благовещенский муниципальный район,2015,50.401
1605000,Благовещенский муниципальный район,2016,51.914
1605000,Благовещенский муниципальный район,2017,42.084
1606000,Бурлинский муниципальный район,2014,1.355
1606000,Бурлинский муниципальный район,2015,1.06
1606000,Бурлинский муниципальный район,2016,0.931
1606000,Бурлинский муниципальный район,2017,0.931
1607000,Быстроистокский муниципальный район,2014,0.491
1607000,Быстроистокский муниципальный район,2015,0.688
1607000,Быстроистокский муниципальный район,2016,0.693
1607000,Быстроистокский муниципальный район,2017,0.594
1608000,Волчихинский муниципальный район,2014,1.333
1608000,Волчихинский муниципальный район,2015,1.51
1608000,Волчихинский муниципальный район,2016,1.659
1608000,Волчихинский муниципальный район,2017,1.649
1609000,Егорьевский муниципальный район,2014,0.651
1609000,Егорьевский муниципальный район,2015,0.493
1609000,Егорьевский муниципальный район,2016,0.493
1609000,Егорьевский муниципальный район,2017,0.622
1610000,Ельцовский муниципальный район,2014,0.132
1610000,Ельцовский муниципальный район,2015,0.142
1610000,Ельцовский муниципальный район,2016,0.258
1610000,Ельцовский муниципальный район,2017,0.15
1611000,Завьяловский муниципальный район,2014,2.656
1611000,Завьяловский муниципальный район,2015,2.73
1611000,Завьяловский муниципальный район,2016,2.194
1611000,Завьяловский муниципальный район,2017,2.077
1612000,Залесовский муниципальный район,2014,0.392
1612000,Залесовский муниципальный район,2015,0.425
1612000,Залесовский муниципальный район,2016,0.408
1612000,Залесовский муниципальный район,2017,0.414
1613000,Заринский муниципальный район,2014,23.433
1613000,Заринский муниципальный район,2015,19.743
1613000,Заринский муниципальный район,2016,18.284
1613000,Заринский муниципальный район,2017,10.208
1614000,Змеиногорский муниципальный район,2014,2.366
1614000,Змеиногорский муниципальный район,2015,2.39
1614000,Змеиногорский муниципальный район,2016,2.699
1614000,Змеиногорский муниципальный район,2017,3.163
1615000,Калманский муниципальный район,2014,0.318
1615000,Калманский муниципальный район,2015,0.357
1615000,Калманский муниципальный район,2016,0.116
1615000,Калманский муниципальный район,2017,0.147
1616000,Каменский муниципальный район,2014,1.655
1616000,Каменский муниципальный район,2015,0.914
1616000,Каменский муниципальный район,2016,6.336
1616000,Каменский муниципальный район,2017,6.63
1617000,Ключевский муниципальный район,2014,1.845
1617000,Ключевский муниципальный район,2015,1.859
1617000,Ключевский муниципальный район,2016,1.859
1617000,Ключевский муниципальный район,2017,1.718
1618000,Косихинский муниципальный район,2014,0.183
1619000,Красногорский муниципальный район,2014,0.71
1619000,Красногорский муниципальный район,2015,0.673
1619000,Красногорский муниципальный район,2016,0.729
1619000,Красногорский муниципальный район,2017,0.583
1620000,Краснощёковский муниципальный район,2014,1.62
1620000,Краснощёковский муниципальный район,2015,1.747
1620000,Краснощёковский муниципальный район,2016,1.59
1620000,Краснощёковский муниципальный район,2017,1.392
1621000,Крутихинский муниципальный район,2017,3.025
1622000,Кулундинский муниципальный район,2014,3.843
1622000,Кулундинский муниципальный район,2015,3.67
1622000,Кулундинский муниципальный район,2016,3.089
1622000,Кулундинский муниципальный район,2017,3.003
1623000,Курьинский муниципальный район,2014,0.516
1623000,Курьинский муниципальный район,2015,0.546
1623000,Курьинский муниципальный район,2016,0.878
1623000,Курьинский муниципальный район,2017,1.286
1624000,Кытмановский муниципальный район,2014,0.82
1624000,Кытмановский муниципальный район,2015,0.818
1624000,Кытмановский муниципальный район,2016,0.94
1624000,Кытмановский муниципальный район,2017,0.956
1625000,Локтевский муниципальный район,2014,3.244
1625000,Локтевский муниципальный район,2015,3.161
1625000,Локтевский муниципальный район,2016,1.959
1625000,Локтевский муниципальный район,2017,2.413
1626000,Мамонтовский муниципальный район,2014,1.804
1626000,Мамонтовский муниципальный район,2015,1.966
1626000,Мамонтовский муниципальный район,2016,1.38
1626000,Мамонтовский муниципальный район,2017,1.375
1627000,Михайловский муниципальный район,2014,3.42
1627000,Михайловский муниципальный район,2015,2.788
1627000,Михайловский муниципальный район,2016,2.728
1627000,Михайловский муниципальный район,2017,2.801
1628000,Новичихинский муниципальный район,2014,0.778
1628000,Новичихинский муниципальный район,2015,0.821
1628000,Новичихинский муниципальный район,2016,0.89
1628000,Новичихинский муниципальный район,2017,0.583
1629000,Зональный муниципальный район,2014,5.491
1629000,Зональный муниципальный район,2015,5.062
1629000,Зональный муниципальный район,2016,5.088
1629000,Зональный муниципальный район,2017,3.064
1630000,Павловский муниципальный район,2014,2.411
1630000,Павловский муниципальный район,2015,2.532
1630000,Павловский муниципальный район,2016,2.834
1630000,Павловский муниципальный район,2017,2.681
1631000,Панкрушихинский муниципальный район,2014,0.545
1631000,Панкрушихинский муниципальный район,2015,0.634
1631000,Панкрушихинский муниципальный район,2016,0.653
1631000,Панкрушихинский муниципальный район,2017,0.581
1632000,Первомайский муниципальный район,2014,1.423
1632000,Первомайский муниципальный район,2015,1.737
1632000,Первомайский муниципальный район,2016,2.102
1632000,Первомайский муниципальный район,2017,1.703
1633000,Петропавловский муниципальный район,2014,0.664
1633000,Петропавловский муниципальный район,2015,0.725
1633000,Петропавловский муниципальный район,2016,0.727
1633000,Петропавловский муниципальный район,2017,0.789
1634000,Поспелихинский муниципальный район,2014,5.158
1634000,Поспелихинский муниципальный район,2015,5.48
1634000,Поспелихинский муниципальный район,2016,4.691
1634000,Поспелихинский муниципальный район,2017,4.632
1635000,Ребрихинский муниципальный район,2014,2.58
1635000,Ребрихинский муниципальный район,2015,1.676
1635000,Ребрихинский муниципальный район,2016,1.657
1635000,Ребрихинский муниципальный район,2017,1.036
1636000,Родинский муниципальный район,2014,2.057
1636000,Родинский муниципальный район,2015,1.781
1636000,Родинский муниципальный район,2016,1.565
1636000,Родинский муниципальный район,2017,1.535
1637000,Романовский муниципальный район,2014,0.678
1637000,Романовский муниципальный район,2015,0.747
1637000,Романовский муниципальный район,2016,0.935
1637000,Романовский муниципальный район,2017,0.908
1638000,Рубцовский муниципальный район,2014,1.408
1638000,Рубцовский муниципальный район,2015,1.838
1638000,Рубцовский муниципальный район,2016,1.978
1638000,Рубцовский муниципальный район,2017,1.961
1640000,Смоленский муниципальный район,2014,9.117
1640000,Смоленский муниципальный район,2015,8.753
1640000,Смоленский муниципальный район,2016,9.194
1640000,Смоленский муниципальный район,2017,10.064
1641000,Суетский муниципальный район,2014,0.32
1641000,Суетский муниципальный район,2015,0.343
1641000,Суетский муниципальный район,2016,0.424
1641000,Суетский муниципальный район,2017,0.391
1642000,Советский муниципальный район,2014,2.924
1642000,Советский муниципальный район,2015,2.884
1642000,Советский муниципальный район,2016,2.731
1642000,Советский муниципальный район,2017,2.852
1643000,Солонешенский муниципальный район,2015,0.119
1643000,Солонешенский муниципальный район,2016,0.565
1643000,Солонешенский муниципальный район,2017,0.565
1644000,Солтонский муниципальный район,2014,0.223
1644000,Солтонский муниципальный район,2016,0.222
1644000,Солтонский муниципальный район,2017,0.223
1645000,Шелаболихинский муниципальный район,2014,0.711
1645000,Шелаболихинский муниципальный район,2015,0.711
1645000,Шелаболихинский муниципальный район,2016,0.983
1645000,Шелаболихинский муниципальный район,2017,0.889
1646000,Табунский муниципальный район,2014,1.338
1646000,Табунский муниципальный район,2015,1.683
1646000,Табунский муниципальный район,2016,3.087
1646000,Табунский муниципальный район,2017,3.086
1647000,Тальменский муниципальный район,2014,1.627
1647000,Тальменский муниципальный район,2015,1.787
1647000,Тальменский муниципальный район,2016,1.822
1647000,Тальменский муниципальный район,2017,1.681
1648000,Тогульский муниципальный район,2014,0.645
1648000,Тогульский муниципальный район,2015,0.612
1648000,Тогульский муниципальный район,2016,0.617
1648000,Тогульский муниципальный район,2017,0.662
1649000,Топчихинский муниципальный район,2014,1.458
1649000,Топчихинский муниципальный район,2015,1.422
1649000,Топчихинский муниципальный район,2016,0.937
1649000,Топчихинский муниципальный район,2017,1.259
1650000,Третьяковский муниципальный район,2014,1.495
1650000,Третьяковский муниципальный район,2015,1.357
1650000,Третьяковский муниципальный район,2016,0.755
1650000,Третьяковский муниципальный район,2017,0.647
1651000,Троицкий муниципальный район,2014,0.168
1651000,Троицкий муниципальный район,2015,0.117
1651000,Троицкий муниципальный район,2016,0.104
1651000,Троицкий муниципальный район,2017,0.902
1652000,Тюменцевский муниципальный район,2014,0.844
1652000,Тюменцевский муниципальный район,2015,0.831
1652000,Тюменцевский муниципальный район,2016,0.756
1652000,Тюменцевский муниципальный район,2017,0.779
1653000,Угловский муниципальный район,2014,0.384
1653000,Угловский муниципальный район,2015,0.383
1653000,Угловский муниципальный район,2016,0.383
1653000,Угловский муниципальный район,2017,0.383
1654000,Усть-Калманский муниципальный район,2014,1.673
1654000,Усть-Калманский муниципальный район,2015,1.616
1654000,Усть-Калманский муниципальный район,2016,1.696
1654000,Усть-Калманский муниципальный район,2017,1.674
1655000,Усть-Пристанский муниципальный район,2014,0.727
1655000,Усть-Пристанский муниципальный район,2015,0.706
1655000,Усть-Пристанский муниципальный район,2016,0.134
1655000,Усть-Пристанский муниципальный район,2017,0.134
1656000,Хабарский муниципальный район,2014,4.867
1656000,Хабарский муниципальный район,2015,3.253
1656000,Хабарский муниципальный район,2016,2.814
1656000,Хабарский муниципальный район,2017,3.072
1657000,Целинный муниципальный район,2014,1.536
1657000,Целинный муниципальный район,2015,2.144
1657000,Целинный муниципальный район,2016,2.318
1657000,Целинный муниципальный район,2017,1.789
1658000,Чарышский муниципальный район,2014,0.392
1658000,Чарышский муниципальный район,2015,0.299
1658000,Чарышский муниципальный район,2016,0.204
1658000,Чарышский муниципальный район,2017,0.201
1659000,Шипуновский муниципальный район,2014,2.469
1659000,Шипуновский муниципальный район,2015,1.956
1659000,Шипуновский муниципальный район,2016,2.523
1659000,Шипуновский муниципальный район,2017,2.452
1660000,Немецкий национальный муниципальный район,2014,0.712
1660000,Немецкий национальный муниципальный район,2015,0.594
1660000,Немецкий национальный муниципальный район,2016,1.092
1660000,Немецкий национальный муниципальный район,2017,1.257
1701000,город Барнаул,2014,202.713
1701000,город Барнаул,2015,236.274
1701000,город Барнаул,2016,261.588
1701000,город Барнаул,2017,263.527
1703000,город Алейск,2014,7.316
1703000,город Алейск,2015,8.644
1703000,город Алейск,2016,9.752
1703000,город Алейск,2017,8.642
1704000,город Белокуриха,2014,0.349
1704000,город Белокуриха,2015,0.504
1704000,город Белокуриха,2016,0.557
1704000,город Белокуриха,2017,0.485
1705000,город Бийск,2014,286.115
1705000,город Бийск,2015,260.044
1705000,город Бийск,2016,256.273
1705000,город Бийск,2017,309.222
1706000,город Заринск,2014,42.92
1706000,город Заринск,2015,43.265
1706000,город Заринск,2016,51.909
1706000,город Заринск,2017,43.995
1710000,город Камень-на-Оби,2014,5.791
1710000,город Камень-на-Оби,2015,5.739
1713000,город Новоалтайск,2014,6.023
1713000,город Новоалтайск,2015,5.736
1713000,город Новоалтайск,2016,11.264
1713000,город Новоалтайск,2017,12.425
1716000,город Рубцовск,2014,19.705
1716000,город Рубцовск,2015,17.048
1716000,город Рубцовск,2016,17.791
1716000,город Рубцовск,2017,15.812
1719000,город Славгород,2014,11.72
1719000,город Славгород,2015,12.435
1719000,город Славгород,2016,4.328
1719000,город Славгород,2017,4.514
1730000,город Яровое,2014,5.586
1730000,город Яровое,2015,6.523
1730000,город Яровое,2016,10.174
1730000,город Яровое,2017,12.67
3601000,Абинский муниципальный район,2014,12.211
3601000,Абинский муниципальный район,2015,17.837
3601000,Абинский муниципальный район,2016,21.251
3601000,Абинский муниципальный район,2017,16.142
3605000,Апшеронский муниципальный район,2014,0.29
3605000,Апшеронский муниципальный район,2015,0.521
3605000,Апшеронский муниципальный район,2016,0.409
3605000,Апшеронский муниципальный район,2017,3.553
3607000,Белоглинский муниципальный район,2014,0.706
3607000,Белоглинский муниципальный район,2015,0.706
3607000,Белоглинский муниципальный район,2016,0.734
3607000,Белоглинский муниципальный район,2017,0.888
3608000,Белореченский муниципальный район,2014,4.498
3608000,Белореченский муниципальный район,2015,4.027
3608000,Белореченский муниципальный район,2016,4.48
3608000,Белореченский муниципальный район,2017,5.378
3610000,Брюховецкий муниципальный район,2014,1.427
3610000,Брюховецкий муниципальный район,2015,2.097
3610000,Брюховецкий муниципальный район,2016,2.068
3610000,Брюховецкий муниципальный район,2017,2.143
3612000,Выселковский муниципальный район,2014,4.677
3612000,Выселковский муниципальный район,2015,5.463
3612000,Выселковский муниципальный район,2016,3.997
3612000,Выселковский муниципальный район,2017,4.905
3613000,Гулькевичский муниципальный район,2014,2.178
3613000,Гулькевичский муниципальный район,2015,2.074
3613000,Гулькевичский муниципальный район,2016,1.677
3613000,Гулькевичский муниципальный район,2017,1.821
3614000,Динской муниципальный район,2014,1.208
3614000,Динской муниципальный район,2015,2.27
3614000,Динской муниципальный район,2016,2.677
3614000,Динской муниципальный район,2017,2.472
3616000,Ейский муниципальный район,2014,3.517
3616000,Ейский муниципальный район,2015,3.629
3616000,Ейский муниципальный район,2016,3.386
3616000,Ейский муниципальный район,2017,3.301
3618000,Кавказский муниципальный район,2014,3.322
3618000,Кавказский муниципальный район,2015,3.196
3618000,Кавказский муниципальный район,2016,3.447
3618000,Кавказский муниципальный район,2017,2.985
3619000,Калининский муниципальный район,2014,0.467
3619000,Калининский муниципальный район,2015,0.527
3619000,Калининский муниципальный район,2016,0.689
3619000,Калининский муниципальный район,2017,0.759
3620000,Каневской муниципальный район,2014,3.995
3620000,Каневской муниципальный район,2015,3.958
3620000,Каневской муниципальный район,2016,3.852
3620000,Каневской муниципальный район,2017,3.936
3621000,Кореновский муниципальный район,2014,1.558
3621000,Кореновский муниципальный район,2015,1.982
3621000,Кореновский муниципальный район,2016,1.319
3621000,Кореновский муниципальный район,2017,2.1
3623000,Красноармейский муниципальный район,2014,7.959
3623000,Красноармейский муниципальный район,2015,8.094
3623000,Красноармейский муниципальный район,2016,7.969
3623000,Красноармейский муниципальный район,2017,3.612
3624000,Крыловский муниципальный район,2014,0.147
3624000,Крыловский муниципальный район,2015,0.14
3624000,Крыловский муниципальный район,2017,0.289
3625000,Крымский муниципальный район,2014,21.271
3625000,Крымский муниципальный район,2015,12.889
3625000,Крымский муниципальный район,2016,36.43
3625000,Крымский муниципальный район,2017,186.564
3627000,Курганинский муниципальный район,2014,1.892
3627000,Курганинский муниципальный район,2015,1.945
3627000,Курганинский муниципальный район,2016,2.902
3627000,Курганинский муниципальный район,2017,2.965
3628000,Кущевский муниципальный район,2014,4.047
3628000,Кущевский муниципальный район,2015,3.867
3628000,Кущевский муниципальный район,2016,1.514
3628000,Кущевский муниципальный район,2017,1.422
3630000,Лабинский муниципальный район,2014,1.997
3630000,Лабинский муниципальный район,2015,2.542
3630000,Лабинский муниципальный район,2016,2.619
3630000,Лабинский муниципальный район,2017,2.591
3632000,Ленинградский муниципальный район,2014,2.01
3632000,Ленинградский муниципальный район,2015,2.146
3632000,Ленинградский муниципальный район,2016,1.958
3632000,Ленинградский муниципальный район,2017,1.885
3633000,Мостовский муниципальный район,2014,8.201
3633000,Мостовский муниципальный район,2015,6.885
3633000,Мостовский муниципальный район,2016,5.957
3633000,Мостовский муниципальный район,2017,5.368
3634000,Новокубанский муниципальный район,2014,4.563
3634000,Новокубанский муниципальный район,2015,3.167
3634000,Новокубанский муниципальный район,2016,3.495
3634000,Новокубанский муниципальный район,2017,3.42
3635000,Новопокровский муниципальный район,2014,2.094
3635000,Новопокровский муниципальный район,2015,4.125
3635000,Новопокровский муниципальный район,2016,4.084
3635000,Новопокровский муниципальный район,2017,4.127
3637000,Отрадненский муниципальный район,2014,0.608
3637000,Отрадненский муниципальный район,2015,0.546
3637000,Отрадненский муниципальный район,2016,0.269
3637000,Отрадненский муниципальный район,2017,0.319
3639000,Павловский муниципальный район,2014,1.736
3639000,Павловский муниципальный район,2015,1.719
3639000,Павловский муниципальный район,2016,1.271
3639000,Павловский муниципальный район,2017,1.366
3641000,Приморско-Ахтарский муниципальный район,2014,0.285
3641000,Приморско-Ахтарский муниципальный район,2015,0.318
3641000,Приморско-Ахтарский муниципальный район,2016,0.334
3641000,Приморско-Ахтарский муниципальный район,2017,0.32
3643000,Северский муниципальный район,2014,9.035
3643000,Северский муниципальный район,2015,9.08
3643000,Северский муниципальный район,2016,12.369
3643000,Северский муниципальный район,2017,12.415
3645000,Славянский муниципальный район,2014,20.708
3645000,Славянский муниципальный район,2015,11.71
3645000,Славянский муниципальный район,2016,45.021
3645000,Славянский муниципальный район,2017,71.073
3647000,Староминский муниципальный район,2014,0.32
3647000,Староминский муниципальный район,2015,1.136
3647000,Староминский муниципальный район,2016,1.801
3647000,Староминский муниципальный район,2017,1.183
3649000,Тбилисский муниципальный район,2014,1.754
3649000,Тбилисский муниципальный район,2015,1.844
3649000,Тбилисский муниципальный район,2016,1.95
3649000,Тбилисский муниципальный район,2017,1.222
3651000,Темрюкский муниципальный район,2014,5.934
3651000,Темрюкский муниципальный район,2015,6.461
3651000,Темрюкский муниципальный район,2016,13.348
3651000,Темрюкский муниципальный район,2017,8.607
3653000,Тимашевский муниципальный район,2014,7.275
3653000,Тимашевский муниципальный район,2015,8.978
3653000,Тимашевский муниципальный район,2016,7.355
3653000,Тимашевский муниципальный район,2017,8.809
3654000,Тихорецкий муниципальный район,2014,4.782
3654000,Тихорецкий муниципальный район,2015,5.786
3654000,Тихорецкий муниципальный район,2016,10.056
3654000,Тихорецкий муниципальный район,2017,9.169
3655000,Туапсинский муниципальный район,2014,14.009
3655000,Туапсинский муниципальный район,2015,6.312
3655000,Туапсинский муниципальный район,2016,9.523
3655000,Туапсинский муниципальный район,2017,11.157
3656000,Успенский муниципальный район,2014,3.134
3656000,Успенский муниципальный район,2015,2.976
3656000,Успенский муниципальный район,2016,3.056
3656000,Успенский муниципальный район,2017,2.219
3657000,Усть-Лабинский муниципальный район,2014,7.018
3657000,Усть-Лабинский муниципальный район,2015,6.869
3657000,Усть-Лабинский муниципальный район,2016,7.795
3657000,Усть-Лабинский муниципальный район,2017,3.89
3659000,Щербиновский муниципальный район,2014,0.383
3659000,Щербиновский муниципальный район,2015,0.448
3659000,Щербиновский муниципальный район,2016,0.716
3659000,Щербиновский муниципальный район,2017,1.018
3701000,город Краснодар,2014,24.425
3701000,город Краснодар,2015,21.641
3701000,город Краснодар,2016,19.63
3701000,город Краснодар,2017,27.548
3703000,город-курорт Анапа,2014,3.257
3703000,город-курорт Анапа,2015,3.077
3703000,город-курорт Анапа,2016,1.519
3703000,город-курорт Анапа,2017,2.696
3705000,город Армавир,2014,6.835
3705000,город Армавир,2015,6.473
3705000,город Армавир,2016,7.379
3705000,город Армавир,2017,7.266
3708000,город-курорт Геленджик,2014,0.363
3708000,город-курорт Геленджик,2015,0.634
3708000,город-курорт Геленджик,2016,0.938
3708000,город-курорт Геленджик,2017,0.575
3709000,город Горячий Ключ,2014,18.325
3709000,город Горячий Ключ,2015,16.06
3709000,город Горячий Ключ,2016,10.58
3709000,город Горячий Ключ,2017,12.593
3720000,город Новороссийск,2014,1160.907
3720000,город Новороссийск,2015,1207.102
3720000,город Новороссийск,2016,1234.26
3720000,город Новороссийск,2017,1212.063
3726000,город-курорт Сочи,2014,7.398
3726000,город-курорт Сочи,2015,6.981
3726000,город-курорт Сочи,2016,7.265
3726000,город-курорт Сочи,2017,6.482
4601000,Абанский муниципальный район,2014,1.208
4601000,Абанский муниципальный район,2015,1.147
4601000,Абанский муниципальный район,2016,1.219
4601000,Абанский муниципальный район,2017,1.091
4603000,Ачинский муниципальный район,2014,1.237
4603000,Ачинский муниципальный район,2015,0.875
4603000,Ачинский муниципальный район,2016,0.889
4603000,Ачинский муниципальный район,2017,1.822
4604000,Балахтинский муниципальный район,2014,1.659
4604000,Балахтинский муниципальный район,2015,1.604
4604000,Балахтинский муниципальный район,2016,1.907
4604000,Балахтинский муниципальный район,2017,1.94
4605000,Березовский муниципальный район,2014,2.905
4605000,Березовский муниципальный район,2015,2.651
4605000,Березовский муниципальный район,2016,2.51
4605000,Березовский муниципальный район,2017,3.039
4606000,Бирилюсский муниципальный район,2014,0.719
4606000,Бирилюсский муниципальный район,2015,0.725
4606000,Бирилюсский муниципальный район,2016,0.722
4606000,Бирилюсский муниципальный район,2017,0.669
4608000,Боготольский муниципальный район,2014,0.358
4608000,Боготольский муниципальный район,2015,0.37
4608000,Боготольский муниципальный район,2016,0.37
4608000,Боготольский муниципальный район,2017,0.369
4609000,Богучанский муниципальный район,2014,6.957
4609000,Богучанский муниципальный район,2015,3.564
4609000,Богучанский муниципальный район,2016,82.455
4609000,Богучанский муниципальный район,2017,49.467
4610000,Большемуртинский муниципальный район,2015,2.798
4610000,Большемуртинский муниципальный район,2016,1.599
4610000,Большемуртинский муниципальный район,2017,2.79
4611000,Большеулуйский муниципальный район,2016,18.848
4611000,Большеулуйский муниципальный район,2017,15.355
4613000,Дзержинский муниципальный район,2014,0.423
4613000,Дзержинский муниципальный район,2015,0.456
4613000,Дзержинский муниципальный район,2016,0.486
4613000,Дзержинский муниципальный район,2017,0.548
4614000,Емельяновский муниципальный район,2014,14.185
4614000,Емельяновский муниципальный район,2015,11.778
4614000,Емельяновский муниципальный район,2016,11.986
4614000,Емельяновский муниципальный район,2017,47.596
4615000,Енисейский муниципальный район,2014,0.801
4615000,Енисейский муниципальный район,2015,6.419
4615000,Енисейский муниципальный район,2016,5.462
4615000,Енисейский муниципальный район,2017,5.722
4616000,Ермаковский муниципальный район,2014,1.006
4616000,Ермаковский муниципальный район,2015,0.822
4616000,Ермаковский муниципальный район,2016,0.706
4616000,Ермаковский муниципальный район,2017,0.585
4617000,Идринский муниципальный район,2014,0.36
4617000,Идринский муниципальный район,2015,0.41
4617000,Идринский муниципальный район,2016,0.359
4617000,Идринский муниципальный район,2017,0.328
4618000,Иланский муниципальный район,2015,4.118
4618000,Иланский муниципальный район,2016,4.062
4618000,Иланский муниципальный район,2017,3.466
4619000,Ирбейский муниципальный район,2014,2.34
4619000,Ирбейский муниципальный район,2016,2.711
4619000,Ирбейский муниципальный район,2017,2.71
4620000,Казачинский муниципальный район,2014,0.466
4620000,Казачинский муниципальный район,2015,0.345
4620000,Казачинский муниципальный район,2016,0.404
4620000,Казачинский муниципальный район,2017,0.407
4621000,Канский муниципальный район,2014,3.42
4621000,Канский муниципальный район,2015,3.194
4621000,Канский муниципальный район,2016,3.583
4621000,Канский муниципальный район,2017,3.956
4622000,Каратузский муниципальный район,2015,0.389
4622000,Каратузский муниципальный район,2016,0.403
4622000,Каратузский муниципальный район,2017,0.392
4624000,Кежемский муниципальный район,2015,2.048
4624000,Кежемский муниципальный район,2016,1.998
4624000,Кежемский муниципальный район,2017,5.441
4626000,Козульский муниципальный район,2014,1.359
4626000,Козульский муниципальный район,2015,1.405
4626000,Козульский муниципальный район,2016,1.251
4626000,Козульский муниципальный район,2017,1.295
4628000,Краснотуранский муниципальный район,2014,0.567
4628000,Краснотуранский муниципальный район,2015,0.684
4628000,Краснотуранский муниципальный район,2016,0.776
4628000,Краснотуранский муниципальный район,2017,0.607
4630000,Курагинский муниципальный район,2014,3.194
4630000,Курагинский муниципальный район,2015,3.457
4630000,Курагинский муниципальный район,2016,4.983
4630000,Курагинский муниципальный район,2017,4.676
4631000,Манский муниципальный район,2014,0.313
4631000,Манский муниципальный район,2015,0.205
4631000,Манский муниципальный район,2016,0.2
4631000,Манский муниципальный район,2017,0.779
4633000,Минусинский муниципальный район,2014,16.328
4633000,Минусинский муниципальный район,2015,15.594
4633000,Минусинский муниципальный район,2016,14.323
4633000,Минусинский муниципальный район,2017,14.965
4635000,Мотыгинский муниципальный район,2014,5.302
4635000,Мотыгинский муниципальный район,2015,5.156
4635000,Мотыгинский муниципальный район,2016,6.113
4635000,Мотыгинский муниципальный район,2017,7.642
4637000,Назаровский муниципальный район,2014,4.102
4637000,Назаровский муниципальный район,2015,2.937
4637000,Назаровский муниципальный район,2016,2.8
4637000,Назаровский муниципальный район,2017,2.459
4639000,Нижнеингашский муниципальный район,2014,2.15
4639000,Нижнеингашский муниципальный район,2015,1.935
4639000,Нижнеингашский муниципальный район,2016,2.43
4639000,Нижнеингашский муниципальный район,2017,3.033
4641000,Новоселовский муниципальный район,2014,0.666
4641000,Новоселовский муниципальный район,2015,0.795
4641000,Новоселовский муниципальный район,2016,0.96
4641000,Новоселовский муниципальный район,2017,1.39
4643000,Партизанский муниципальный район,2014,0.728
4643000,Партизанский муниципальный район,2015,1.047
4643000,Партизанский муниципальный район,2016,1.04
4643000,Партизанский муниципальный район,2017,1.094
4647000,Рыбинский муниципальный район,2014,3.898
4647000,Рыбинский муниципальный район,2015,4.081
4647000,Рыбинский муниципальный район,2016,4.077
4647000,Рыбинский муниципальный район,2017,5.003
4648000,Саянский муниципальный район,2015,0.826
4648000,Саянский муниципальный район,2016,1.186
4648000,Саянский муниципальный район,2017,1.273
4649000,Северо-Енисейский муниципальный район,2016,29.5
4649000,Северо-Енисейский муниципальный район,2017,33.182
4650000,Эвенкийский муниципальный район,2014,4.97
4650000,Эвенкийский муниципальный район,2015,4.188
4650000,Эвенкийский муниципальный район,2016,14.298
4650000,Эвенкийский муниципальный район,2017,16.742
4651000,Сухобузимский муниципальный район,2014,0.793
4651000,Сухобузимский муниципальный район,2015,0.845
4651000,Сухобузимский муниципальный район,2016,0.552
4651000,Сухобузимский муниципальный район,2017,1.586
4652000,Тасеевский муниципальный район,2014,0.456
4652000,Тасеевский муниципальный район,2015,0.28
4652000,Тасеевский муниципальный район,2016,0.722
4652000,Тасеевский муниципальный район,2017,0.722
4653000,Таймырский Долгано-Ненецкий муниципальный район,2014,7.945
4653000,Таймырский Долгано-Ненецкий муниципальный район,2015,10.253
4653000,Таймырский Долгано-Ненецкий муниципальный район,2016,8.029
4653000,Таймырский Долгано-Ненецкий муниципальный район,2017,89.727
4654000,Туруханский муниципальный район,2016,115.444
4654000,Туруханский муниципальный район,2017,112.492
