oktmo,name,year,pollutionvol
89651000,Теньгушевский муниципальный район,2015,0.557
89651000,Теньгушевский муниципальный район,2016,0.487
89651000,Теньгушевский муниципальный район,2017,0.512
89654000,Торбеевский муниципальный район,2014,16.276
89654000,Торбеевский муниципальный район,2015,11.133
89654000,Торбеевский муниципальный район,2016,30.34
89654000,Торбеевский муниципальный район,2017,38.638
89657000,Чамзинский муниципальный район,2014,702.485
89657000,Чамзинский муниципальный район,2015,346.991
89657000,Чамзинский муниципальный район,2016,312.96
89657000,Чамзинский муниципальный район,2017,457.947
89700000,Городские округа Республики Мордовии/,2014,46.205
89701000,Саранск,2014,46.205
89701000,Саранск,2015,42.985
89701000,Саранск,2016,46.496
90630000,Моздокский муниципальный район,2014,0.524
90630000,Моздокский муниципальный район,2015,2.374
90630000,Моздокский муниципальный район,2016,1.501
90630000,Моздокский муниципальный район,2017,0.758
90635000,Правобережный муниципальный район,2017,0.523
90701000,город Владикавказ,2014,149.096
90701000,город Владикавказ,2015,153.63
90701000,город Владикавказ,2016,182.365
90701000,город Владикавказ,2017,181.272
91601000,Абазинский муниципальный район,2017,2.761
91603000,Адыге-Хабльский муниципальный район,2014,0.317
91603000,Адыге-Хабльский муниципальный район,2015,0.418
91603000,Адыге-Хабльский муниципальный район,2016,0.415
91603000,Адыге-Хабльский муниципальный район,2017,0.702
91610000,Зеленчукский муниципальный район,2014,0.442
91610000,Зеленчукский муниципальный район,2015,0.446
91610000,Зеленчукский муниципальный район,2016,0.719
91610000,Зеленчукский муниципальный район,2017,1.406
91615000,Карачаевский муниципальный район,2015,0.26
91615000,Карачаевский муниципальный район,2016,0.262
91615000,Карачаевский муниципальный район,2017,1.737
91620000,Малокарачаевский муниципальный район,2015,0.02
91620000,Малокарачаевский муниципальный район,2017,0.146
91623000,Ногайский муниципальный район,2014,0.193
91623000,Ногайский муниципальный район,2016,0.385
91623000,Ногайский муниципальный район,2017,0.555
91625000,Прикубанский муниципальный район,2014,0.762
91625000,Прикубанский муниципальный район,2015,0.714
91625000,Прикубанский муниципальный район,2016,0.141
91625000,Прикубанский муниципальный район,2017,0.303
91630000,Урупский муниципальный район,2015,0.174
91630000,Урупский муниципальный район,2017,0.749
91640000,Хабезский муниципальный район,2017,1.292
91701000,Черкесский,2015,3.562
91701000,Черкесский,2016,5.449
91701000,Черкесский,2017,4.354
91705000,Карачаевский,2015,0.678
91705000,Карачаевский,2016,0.662
91705000,Карачаевский,2017,0.893
92601000,Агрызский муниципальный район,2014,0.296
92601000,Агрызский муниципальный район,2015,0.343
92601000,Агрызский муниципальный район,2016,0.412
92601000,Агрызский муниципальный район,2017,0.957
92602000,Азнакаевский муниципальный район,2014,14.871
92602000,Азнакаевский муниципальный район,2015,20.007
92602000,Азнакаевский муниципальный район,2016,21.306
92602000,Азнакаевский муниципальный район,2017,21.963
92604000,Аксубаевский муниципальный район,2014,11.511
92604000,Аксубаевский муниципальный район,2015,9.238
92604000,Аксубаевский муниципальный район,2016,9.309
92604000,Аксубаевский муниципальный район,2017,9.329
92605000,Актанышский муниципальный район,2014,0.154
92605000,Актанышский муниципальный район,2015,0.153
92605000,Актанышский муниципальный район,2016,0.162
92605000,Актанышский муниципальный район,2017,0.446
92606000,Алексеевский муниципальный район,2014,0.457
92606000,Алексеевский муниципальный район,2015,0.324
92606000,Алексеевский муниципальный район,2016,0.253
92606000,Алексеевский муниципальный район,2017,0.395
92607000,Алькеевский муниципальный район,2014,0.532
92607000,Алькеевский муниципальный район,2015,0.515
92607000,Алькеевский муниципальный район,2016,0.21
92607000,Алькеевский муниципальный район,2017,0.21
92608000,Альметьевский муниципальный район,2014,72.81
92608000,Альметьевский муниципальный район,2015,69.822
92608000,Альметьевский муниципальный район,2016,67.382
92608000,Альметьевский муниципальный район,2017,67.917
92610000,Апастовский муниципальный район,2014,5.594
92610000,Апастовский муниципальный район,2015,5.594
92610000,Апастовский муниципальный район,2016,5.582
92612000,Арский муниципальный район,2014,0.626
92612000,Арский муниципальный район,2015,0.597
92612000,Арский муниципальный район,2016,0.766
92612000,Арский муниципальный район,2017,0.581
92613000,Атнинский муниципальный район,2015,0.116
92613000,Атнинский муниципальный район,2016,0.13
92613000,Атнинский муниципальный район,2017,0.132
92614000,Бавлинский муниципальный район,2014,3.732
92614000,Бавлинский муниципальный район,2015,3.63
92614000,Бавлинский муниципальный район,2016,3.54
92614000,Бавлинский муниципальный район,2017,3.702
92615000,Балтасинский муниципальный район,2014,0.447
92615000,Балтасинский муниципальный район,2015,0.47
92615000,Балтасинский муниципальный район,2016,0.459
92615000,Балтасинский муниципальный район,2017,0.599
92617000,Бугульминский муниципальный район,2014,7.745
92617000,Бугульминский муниципальный район,2015,5.769
92617000,Бугульминский муниципальный район,2016,5.148
92617000,Бугульминский муниципальный район,2017,4.289
92618000,Буинский муниципальный район,2014,2.356
92618000,Буинский муниципальный район,2015,2.367
92618000,Буинский муниципальный район,2016,2.11
92618000,Буинский муниципальный район,2017,1.688
92620000,Верхнеуслонский муниципальный район,2014,0.313
92620000,Верхнеуслонский муниципальный район,2015,0.264
92620000,Верхнеуслонский муниципальный район,2016,0.244
92620000,Верхнеуслонский муниципальный район,2017,0.331
92622000,Высокогорский муниципальный район,2014,0.703
92622000,Высокогорский муниципальный район,2015,0.728
92622000,Высокогорский муниципальный район,2016,1.232
92622000,Высокогорский муниципальный район,2017,1.178
92624000,Дрожжановский муниципальный район,2014,4.966
92624000,Дрожжановский муниципальный район,2015,2.433
92624000,Дрожжановский муниципальный район,2016,2.412
92624000,Дрожжановский муниципальный район,2017,2.405
92626000,Елабужский муниципальный район,2014,10.376
92626000,Елабужский муниципальный район,2015,9.851
92626000,Елабужский муниципальный район,2016,12.409
92626000,Елабужский муниципальный район,2017,14.477
92627000,Заинский муниципальный район,2014,18.911
92627000,Заинский муниципальный район,2015,15.621
92627000,Заинский муниципальный район,2016,28.698
92627000,Заинский муниципальный район,2017,18.616
92628000,Зеленодольский муниципальный район,2014,4.912
92628000,Зеленодольский муниципальный район,2015,4.329
92628000,Зеленодольский муниципальный район,2016,4.443
92628000,Зеленодольский муниципальный район,2017,4.273
92629000,Кайбицкий муниципальный район,2014,0.109
92629000,Кайбицкий муниципальный район,2015,0.157
92629000,Кайбицкий муниципальный район,2016,0.27
92629000,Кайбицкий муниципальный район,2017,0.277
92630000,Камско-Устьинский муниципальный район,2014,0.24
92630000,Камско-Устьинский муниципальный район,2015,0.258
92630000,Камско-Устьинский муниципальный район,2016,0.203
92630000,Камско-Устьинский муниципальный район,2017,0.244
92632000,Спасский муниципальный район,2014,0.523
92632000,Спасский муниципальный район,2015,0.516
92633000,Кукморский муниципальный район,2014,0.529
92633000,Кукморский муниципальный район,2015,0.554
92633000,Кукморский муниципальный район,2016,0.639
92633000,Кукморский муниципальный район,2017,0.637
92634000,Лаишевский муниципальный район,2014,26.829
92634000,Лаишевский муниципальный район,2015,26.932
92634000,Лаишевский муниципальный район,2016,29.523
92634000,Лаишевский муниципальный район,2017,31.107
92636000,Лениногорский муниципальный район,2014,9.488
92636000,Лениногорский муниципальный район,2015,7.734
92636000,Лениногорский муниципальный район,2016,9.198
92636000,Лениногорский муниципальный район,2017,9.371
92638000,Мамадышский муниципальный район,2014,0.593
92638000,Мамадышский муниципальный район,2015,0.368
92638000,Мамадышский муниципальный район,2016,0.361
92638000,Мамадышский муниципальный район,2017,1.321
92639000,Менделеевский муниципальный район,2014,14.878
92639000,Менделеевский муниципальный район,2015,33.724
92639000,Менделеевский муниципальный район,2016,55.113
92639000,Менделеевский муниципальный район,2017,58.859
92640000,Мензелинский муниципальный район,2014,16.381
92640000,Мензелинский муниципальный район,2017,0.406
92642000,Муслюмовский муниципальный район,2014,0.023
92642000,Муслюмовский муниципальный район,2016,0.019
92644000,Нижнекамский муниципальный район,2014,309.527
92644000,Нижнекамский муниципальный район,2015,311.558
92644000,Нижнекамский муниципальный район,2016,378.351
92644000,Нижнекамский муниципальный район,2017,330.507
92645000,Новошешминский муниципальный район,2014,11.202
92645000,Новошешминский муниципальный район,2015,13.392
92645000,Новошешминский муниципальный район,2016,11.403
92645000,Новошешминский муниципальный район,2017,9.488
92646000,Нурлатский муниципальный район,2014,11.719
92646000,Нурлатский муниципальный район,2015,15.66
92646000,Нурлатский муниципальный район,2016,15.378
92646000,Нурлатский муниципальный район,2017,15.805
92648000,Пестречинский муниципальный район,2014,0.474
92648000,Пестречинский муниципальный район,2015,0.978
92648000,Пестречинский муниципальный район,2016,0.94
92648000,Пестречинский муниципальный район,2017,1.048
92650000,Рыбно-Слободский муниципальный район,2014,0.125
92652000,Сабинский муниципальный район,2014,16.943
92652000,Сабинский муниципальный район,2015,18.524
92652000,Сабинский муниципальный район,2016,11.632
92652000,Сабинский муниципальный район,2017,9.635
92653000,Сармановский муниципальный район,2014,9.014
92653000,Сармановский муниципальный район,2015,6.845
92653000,Сармановский муниципальный район,2016,6.049
92653000,Сармановский муниципальный район,2017,7.008
92654000,Ютазинский муниципальный район,2014,2.161
92654000,Ютазинский муниципальный район,2015,1.922
92654000,Ютазинский муниципальный район,2016,2.643
92654000,Ютазинский муниципальный район,2017,1.611
92655000,Тетюшский муниципальный район,2014,0.106
92655000,Тетюшский муниципальный район,2015,0.234
92655000,Тетюшский муниципальный район,2016,0.234
92655000,Тетюшский муниципальный район,2017,0.233
92656000,Тюлячинский муниципальный район,2014,0.863
92656000,Тюлячинский муниципальный район,2015,0.909
92656000,Тюлячинский муниципальный район,2016,0.935
92656000,Тюлячинский муниципальный район,2017,0.159
92657000,Тукаевский муниципальный район,2014,2.621
92657000,Тукаевский муниципальный район,2015,3.338
92657000,Тукаевский муниципальный район,2016,3.609
92657000,Тукаевский муниципальный район,2017,3.384
92658000,Черемшанский муниципальный район,2014,6.61
92658000,Черемшанский муниципальный район,2015,4.758
92658000,Черемшанский муниципальный район,2016,4.709
92658000,Черемшанский муниципальный район,2017,6.869
92659000,Чистопольский муниципальный район,2014,0.953
92659000,Чистопольский муниципальный район,2015,0.901
92659000,Чистопольский муниципальный район,2016,0.936
92659000,Чистопольский муниципальный район,2017,0.866
92701000,город Казань,2014,72.468
92701000,город Казань,2015,69.534
92701000,город Казань,2016,63.85
92701000,город Казань,2017,61.075
92730000,город Набережные Челны,2014,44.476
92730000,город Набережные Челны,2015,43.565
92730000,город Набережные Челны,2016,54.287
92730000,город Набережные Челны,2017,45.091
93605000,Бай-Тайгинский муниципальный район,2014,0.446
93605000,Бай-Тайгинский муниципальный район,2015,0.428
93605000,Бай-Тайгинский муниципальный район,2016,0.512
93605000,Бай-Тайгинский муниципальный район,2017,0.433
93610000,Барун-Хемчикский муниципальный район,2014,0.581
93610000,Барун-Хемчикский муниципальный район,2015,0.671
93610000,Барун-Хемчикский муниципальный район,2016,0.652
93610000,Барун-Хемчикский муниципальный район,2017,0.593
93615000,Дзун-Хемчикский муниципальный район,2014,0.851
93615000,Дзун-Хемчикский муниципальный район,2015,0.737
93615000,Дзун-Хемчикский муниципальный район,2016,0.828
93615000,Дзун-Хемчикский муниципальный район,2017,1.061
93620000,Каа-Хемский муниципальный район,2014,0.61
93620000,Каа-Хемский муниципальный район,2015,0.638
93620000,Каа-Хемский муниципальный район,2016,0.646
93620000,Каа-Хемский муниципальный район,2017,0.661
93622000,Кызылский муниципальный район,2014,0.939
93622000,Кызылский муниципальный район,2015,1.104
93622000,Кызылский муниципальный район,2016,1.26
93622000,Кызылский муниципальный район,2017,1.37
93625000,Монгун-Тайгинский муниципальный район,2014,0.403
93625000,Монгун-Тайгинский муниципальный район,2015,0.352
93625000,Монгун-Тайгинский муниципальный район,2016,0.369
93625000,Монгун-Тайгинский муниципальный район,2017,0.396
93630000,Овюрский муниципальный район,2014,0.413
93630000,Овюрский муниципальный район,2015,0.463
93630000,Овюрский муниципальный район,2016,0.419
93630000,Овюрский муниципальный район,2017,0.514
93635000,Пий-Хемский муниципальный район,2014,0.749
93635000,Пий-Хемский муниципальный район,2015,0.642
93635000,Пий-Хемский муниципальный район,2016,0.717
93635000,Пий-Хемский муниципальный район,2017,0.71
93638000,Сут-Хольский муниципальный район,2014,0.29
93638000,Сут-Хольский муниципальный район,2015,0.362
93638000,Сут-Хольский муниципальный район,2016,0.418
93638000,Сут-Хольский муниципальный район,2017,0.389
93640000,Тандинский муниципальный район,2014,0.66
93640000,Тандинский муниципальный район,2015,0.776
93640000,Тандинский муниципальный район,2016,0.802
93640000,Тандинский муниципальный район,2017,0.681
93645000,Тес-Хемский муниципальный район,2014,0.402
93645000,Тес-Хемский муниципальный район,2015,0.398
93645000,Тес-Хемский муниципальный район,2016,0.328
93645000,Тес-Хемский муниципальный район,2017,0.292
93654000,Улуг-Хемский муниципальный район,2014,2.642
93654000,Улуг-Хемский муниципальный район,2015,2.847
93654000,Улуг-Хемский муниципальный район,2016,3.395
93654000,Улуг-Хемский муниципальный район,2017,3.551
93656000,Чаа-Хольский муниципальный район,2014,0.304
93656000,Чаа-Хольский муниципальный район,2016,0.369
93656000,Чаа-Хольский муниципальный район,2017,0.351
93657000,Чеди-Хольский муниципальный район,2014,0.965
93657000,Чеди-Хольский муниципальный район,2015,1.086
93657000,Чеди-Хольский муниципальный район,2016,1.112
93657000,Чеди-Хольский муниципальный район,2017,1.088
93658000,Эрзинский муниципальный район,2014,0.44
93658000,Эрзинский муниципальный район,2015,0.414
93658000,Эрзинский муниципальный район,2016,0.452
93658000,Эрзинский муниципальный район,2017,0.534
93701000,город Кызыл,2014,24.913
93701000,город Кызыл,2015,18.866
93701000,город Кызыл,2016,18.377
93703000,город Ак-Довурак,2014,1.83
93703000,город Ак-Довурак,2015,2.689
93703000,город Ак-Довурак,2016,2.101
94602000,Алнашский муниципальный район,2017,0.133
94604000,Балезинский муниципальный район,2014,2.832
94604000,Балезинский муниципальный район,2015,3.044
94604000,Балезинский муниципальный район,2016,2.413
94604000,Балезинский муниципальный район,2017,2.826
94606000,Вавожский муниципальный район,2014,0.13
94606000,Вавожский муниципальный район,2015,0.113
94606000,Вавожский муниципальный район,2016,0.138
94606000,Вавожский муниципальный район,2017,0.709
94608000,Воткинский муниципальный район,2014,32.91
94608000,Воткинский муниципальный район,2015,26.065
94608000,Воткинский муниципальный район,2016,18.462
94608000,Воткинский муниципальный район,2017,13.949
94610000,Глазовский муниципальный район,2014,0.141
94610000,Глазовский муниципальный район,2015,0.141
94610000,Глазовский муниципальный район,2016,0.128
94610000,Глазовский муниципальный район,2017,0.175
94614000,Дебесский муниципальный район,2014,0.299
94614000,Дебесский муниципальный район,2015,0.218
94614000,Дебесский муниципальный район,2016,0.339
94614000,Дебесский муниципальный район,2017,0.379
94616000,Завьяловский муниципальный район,2014,6.191
94616000,Завьяловский муниципальный район,2015,6.198
94616000,Завьяловский муниципальный район,2016,5.937
94616000,Завьяловский муниципальный район,2017,6.967
94618000,Игринский муниципальный район,2014,41.448
94618000,Игринский муниципальный район,2015,37.905
94618000,Игринский муниципальный район,2016,37.494
94618000,Игринский муниципальный район,2017,37.968
94620000,Камбарский муниципальный район,2014,1.691
94620000,Камбарский муниципальный район,2015,1.686
94620000,Камбарский муниципальный район,2016,1.365
94620000,Камбарский муниципальный район,2017,1.281
94622000,Каракулинский муниципальный район,2014,7.002
94622000,Каракулинский муниципальный район,2015,8.084
94622000,Каракулинский муниципальный район,2016,5.723
94622000,Каракулинский муниципальный район,2017,5.016
94624000,Кезский муниципальный район,2014,1.74
94624000,Кезский муниципальный район,2015,1.019
94624000,Кезский муниципальный район,2016,0.806
94624000,Кезский муниципальный район,2017,1.307
94626000,Кизнерский муниципальный район,2014,0.508
94626000,Кизнерский муниципальный район,2015,0.308
94626000,Кизнерский муниципальный район,2016,0.331
94626000,Кизнерский муниципальный район,2017,5.097
94628000,Киясовский муниципальный район,2014,0.118
94628000,Киясовский муниципальный район,2015,0.144
94628000,Киясовский муниципальный район,2016,0.203
94628000,Киясовский муниципальный район,2017,0.135
94630000,Красногорский муниципальный район,2014,1.529
94630000,Красногорский муниципальный район,2015,0.854
94630000,Красногорский муниципальный район,2016,0.792
94630000,Красногорский муниципальный район,2017,0.815
94633000,Малопургинский муниципальный район,2014,2.752
94633000,Малопургинский муниципальный район,2015,1.765
94633000,Малопургинский муниципальный район,2016,2.186
94633000,Малопургинский муниципальный район,2017,2.922
94635000,Можгинский муниципальный район,2014,18.054
94635000,Можгинский муниципальный район,2015,5.977
94635000,Можгинский муниципальный район,2016,10.289
94635000,Можгинский муниципальный район,2017,7.48
94637000,Сарапульский муниципальный район,2014,5.485
94637000,Сарапульский муниципальный район,2015,5.352
94637000,Сарапульский муниципальный район,2016,7.787
94637000,Сарапульский муниципальный район,2017,5.314
94639000,Селтинский муниципальный район,2017,0.155
94644000,Увинский муниципальный район,2014,5.041
94644000,Увинский муниципальный район,2015,46.399
94644000,Увинский муниципальный район,2016,112.955
94644000,Увинский муниципальный район,2017,113.84
94646000,Шарканский муниципальный район,2014,0.371
94646000,Шарканский муниципальный район,2015,0.424
94646000,Шарканский муниципальный район,2016,0.527
94646000,Шарканский муниципальный район,2017,3.427
94648000,Юкаменский муниципальный район,2014,0.129
94648000,Юкаменский муниципальный район,2015,0.123
94648000,Юкаменский муниципальный район,2016,0.102
94648000,Юкаменский муниципальный район,2017,0.1
94650000,ND,2014,18.195
94650000,ND,2015,19.687
94650000,ND,2016,17.041
94650000,ND,2017,15.091
94652000,Ярский муниципальный район,2014,0.104
94701000,город Ижевск,2014,95.64
94701000,город Ижевск,2015,44.114
94701000,город Ижевск,2016,79.098
94701000,город Ижевск,2017,45.565
94710000,город Воткинск,2014,1.083
94710000,город Воткинск,2015,0.965
94710000,город Воткинск,2017,1.155
94720000,город Глазов,2014,16.576
94720000,город Глазов,2015,7.933
94720000,город Глазов,2017,7.396
94730000,город Можга,2014,3.035
94730000,город Можга,2015,3.301
94730000,город Можга,2017,2.517
94740000,город Сарапул,2014,1.193
94740000,город Сарапул,2015,1.08
94740000,город Сарапул,2017,1.689
95605000,Алтайский муниципальный район,2014,2.328
95605000,Алтайский муниципальный район,2015,3.145
95605000,Алтайский муниципальный район,2016,3.912
95605000,Алтайский муниципальный район,2017,4.245
95608000,Аскизский муниципальный район,2014,2.611
95608000,Аскизский муниципальный район,2015,2.173
95608000,Аскизский муниципальный район,2016,1.588
95608000,Аскизский муниципальный район,2017,2.076
95612000,Бейский муниципальный район,2014,0.974
95612000,Бейский муниципальный район,2015,0.918
95612000,Бейский муниципальный район,2016,0.925
95612000,Бейский муниципальный район,2017,0.907
95615000,Боградский муниципальный район,2014,0.626
95615000,Боградский муниципальный район,2015,1.049
95615000,Боградский муниципальный район,2017,0.483
95620000,Орджоникидзевский муниципальный район,2014,0.527
95620000,Орджоникидзевский муниципальный район,2015,0.497
95620000,Орджоникидзевский муниципальный район,2016,0.694
95620000,Орджоникидзевский муниципальный район,2017,0.584
95625000,Таштыпский муниципальный район,2014,0.682
95625000,Таштыпский муниципальный район,2015,0.661
95625000,Таштыпский муниципальный район,2016,0.602
95625000,Таштыпский муниципальный район,2017,0.478
95630000,Усть-Абаканский муниципальный район,2014,2.309
95630000,Усть-Абаканский муниципальный район,2015,4.748
95630000,Усть-Абаканский муниципальный район,2016,12.76
95630000,Усть-Абаканский муниципальный район,2017,15.298
95635000,Ширинский муниципальный район,2014,2.518
95635000,Ширинский муниципальный район,2015,1.186
95635000,Ширинский муниципальный район,2016,1.722
95635000,Ширинский муниципальный район,2017,2.002
95701000,город Абакан,2014,53.23
95701000,город Абакан,2015,58.171
95701000,город Абакан,2016,59.917
95701000,город Абакан,2017,58.794
95702000,город Абаза,2014,10.811
95702000,город Абаза,2015,11.407
95702000,город Абаза,2016,13.73
95702000,город Абаза,2017,12.205
95708000,город Саяногорск,2014,116.076
95708000,город Саяногорск,2015,127.572
95708000,город Саяногорск,2016,119.613
95708000,город Саяногорск,2017,148.249
95709000,город Сорск,2014,53.468
95709000,город Сорск,2015,26.609
95709000,город Сорск,2016,33.883
95709000,город Сорск,2017,24.983
95715000,город Черногорск,2014,26.345
95715000,город Черногорск,2015,22.778
95715000,город Черногорск,2016,19.179
95715000,город Черногорск,2017,18.947
96610000,Гудермесский муниципальный район,2015,1.638
96610000,Гудермесский муниципальный район,2016,1.738
96610000,Гудермесский муниципальный район,2017,1.555
96634000,Урус-Мартановский муниципальный район,2015,1.004
96634000,Урус-Мартановский муниципальный район,2017,0.995
96637000,Шалинский муниципальный район,2015,4.145
96637000,Шалинский муниципальный район,2016,4.145
96637000,Шалинский муниципальный район,2017,4.195
96640000,Шелковской муниципальный район,2015,1.428
96640000,Шелковской муниципальный район,2016,1.556
96640000,Шелковской муниципальный район,2017,0.457
96701000,город Грозный,2015,10.111
96701000,город Грозный,2016,10.2
96701000,город Грозный,2017,7.855
96702000,город Аргун,2015,0.717
96702000,город Аргун,2016,0.717
97610000,Вурнарский муниципальный район,2014,0.787
97610000,Вурнарский муниципальный район,2015,2.002
97610000,Вурнарский муниципальный район,2016,2.303
97610000,Вурнарский муниципальный район,2017,3.082
97613000,Ибресинский муниципальный район,2014,0.147
97613000,Ибресинский муниципальный район,2015,0.139
97613000,Ибресинский муниципальный район,2016,0.178
97613000,Ибресинский муниципальный район,2017,0.143
97616000,Канашский муниципальный район,2015,0.139
97616000,Канашский муниципальный район,2016,0.063
97616000,Канашский муниципальный район,2017,0.101
97619000,Козловский муниципальный район,2014,0.478
97619000,Козловский муниципальный район,2015,1.317
97619000,Козловский муниципальный район,2016,0.898
97619000,Козловский муниципальный район,2017,0.695
97624000,Красноармейский муниципальный район,2014,6.408
97624000,Красноармейский муниципальный район,2015,5.534
97624000,Красноармейский муниципальный район,2016,4.092
97624000,Красноармейский муниципальный район,2017,7.793
97626000,Красночетайский муниципальный район,2015,0.039
97626000,Красночетайский муниципальный район,2017,0.031
97629000,ND,2014,0.158
97629000,ND,2015,0.956
97629000,ND,2016,0.61
97629000,ND,2017,4.963
97632000,Моргаушский муниципальный район,2014,0.198
97632000,Моргаушский муниципальный район,2015,0.166
97632000,Моргаушский муниципальный район,2016,0.177
97632000,Моргаушский муниципальный район,2017,4.921
97635000,Порецкий муниципальный район,2015,0.1
97635000,Порецкий муниципальный район,2016,0.172
97635000,Порецкий муниципальный район,2017,0.165
97638000,Урмарский муниципальный район,2017,0.18
97641000,Цивильский муниципальный район,2014,1.694
97641000,Цивильский муниципальный район,2015,1.188
97641000,Цивильский муниципальный район,2016,0.405
97641000,Цивильский муниципальный район,2017,3.913
97644000,Чебоксарский муниципальный район,2014,13.096
97644000,Чебоксарский муниципальный район,2015,3.24
97644000,Чебоксарский муниципальный район,2016,4.944
97644000,Чебоксарский муниципальный район,2017,5.894
97653000,Ядринский муниципальный район,2014,0.241
97653000,Ядринский муниципальный район,2015,0.223
97653000,Ядринский муниципальный район,2016,0.2
97653000,Ядринский муниципальный район,2017,0.199
97701000,город Чебоксары,2014,13.304
97701000,город Чебоксары,2015,12.75
97701000,город Чебоксары,2016,9.465
97701000,город Чебоксары,2017,9.082
97704000,город Алатырь,2014,0.44
97704000,город Алатырь,2015,0.52
97704000,город Алатырь,2016,1.078
97704000,город Алатырь,2017,1.132
97707000,город Канаш,2014,1.603
97707000,город Канаш,2015,1.557
97707000,город Канаш,2016,1.108
97707000,город Канаш,2017,1.668
97710000,город Новочебоксарск,2014,7.693
97710000,город Новочебоксарск,2015,7.714
97710000,город Новочебоксарск,2016,6.206
97710000,город Новочебоксарск,2017,6.256
97713000,город Шумерля,2014,0.46
97713000,город Шумерля,2015,0.402
97713000,город Шумерля,2016,0.401
97713000,город Шумерля,2017,0.492
98601000,Абыйский муниципальный район,2014,1.703
98601000,Абыйский муниципальный район,2015,1.03
98601000,Абыйский муниципальный район,2016,0.952
98601000,Абыйский муниципальный район,2017,1.847
98603000,Алданский муниципальный район,2014,18.447
98603000,Алданский муниципальный район,2015,17.632
98603000,Алданский муниципальный район,2016,19.049
98603000,Алданский муниципальный район,2017,23.529
98604000,Таттинский муниципальный район,2014,5.206
98604000,Таттинский муниципальный район,2015,5.157
98604000,Таттинский муниципальный район,2016,5.132
98604000,Таттинский муниципальный район,2017,4.127
98606000,Аллаиховский муниципальный район,2014,0.341
98606000,Аллаиховский муниципальный район,2015,0.3
98606000,Аллаиховский муниципальный район,2016,0.28
98606000,Аллаиховский муниципальный район,2017,0.309
98608000,Амгинский муниципальный район,2014,3.301
98608000,Амгинский муниципальный район,2015,3.079
98608000,Амгинский муниципальный район,2016,2.768
98608000,Амгинский муниципальный район,2017,3.712
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2014,1.271
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2015,1.279
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2016,2.461
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2017,1.704
98612000,Булунский муниципальный район,2014,0.954
98612000,Булунский муниципальный район,2015,0.888
98612000,Булунский муниципальный район,2016,1.103
98612000,Булунский муниципальный район,2017,0.934
98614000,Верхневилюйский муниципальный район,2014,1.103
98614000,Верхневилюйский муниципальный район,2015,0.555
98614000,Верхневилюйский муниципальный район,2016,0.818
98614000,Верхневилюйский муниципальный район,2017,0.798
98615000,Верхнеколымский муниципальный район,2014,2.937
98615000,Верхнеколымский муниципальный район,2015,3.016
98615000,Верхнеколымский муниципальный район,2016,2.964
98615000,Верхнеколымский муниципальный район,2017,3.608
98616000,Верхоянский муниципальный район,2014,2.455
98616000,Верхоянский муниципальный район,2015,7.013
98616000,Верхоянский муниципальный район,2016,7.524
98616000,Верхоянский муниципальный район,2017,6.008
98618000,Вилюйский муниципальный район,2014,1.45
98618000,Вилюйский муниципальный район,2015,1.487
98618000,Вилюйский муниципальный район,2016,1.542
98618000,Вилюйский муниципальный район,2017,1.442
98620000,Горный муниципальный район,2014,1.101
98620000,Горный муниципальный район,2015,1.062
98620000,Горный муниципальный район,2016,1.194
98620000,Горный муниципальный район,2017,1.762
98622000,Жиганский национальный эвенкийский муниципальный район,2014,0.624
98622000,Жиганский национальный эвенкийский муниципальный район,2015,0.617
98622000,Жиганский национальный эвенкийский муниципальный район,2016,0.626
98622000,Жиганский национальный эвенкийский муниципальный район,2017,1.288
98624000,Кобяйский муниципальный район,2014,1.835
98624000,Кобяйский муниципальный район,2015,1.915
98624000,Кобяйский муниципальный район,2016,1.145
98624000,Кобяйский муниципальный район,2017,2.426
98626000,Нюрбинский муниципальный район,2014,4.661
98626000,Нюрбинский муниципальный район,2015,5.101
98626000,Нюрбинский муниципальный район,2016,5.232
98626000,Нюрбинский муниципальный район,2017,6.116
98627000,Ленский муниципальный район,2014,12.517
98627000,Ленский муниципальный район,2015,19.424
98627000,Ленский муниципальный район,2016,45.025
98627000,Ленский муниципальный район,2017,54.206
98629000,Мегино-Кангаласский муниципальный район,2014,1.898
98629000,Мегино-Кангаласский муниципальный район,2015,1.793
