oktmo,name,year,hospitalcap
1601000,Алейский муниципальный район,2008,150.0
1601000,Алейский муниципальный район,2009,150.0
1601000,Алейский муниципальный район,2010,150.0
1601000,Алейский муниципальный район,2011,92.0
1601000,Алейский муниципальный район,2012,10.0
1601000,Алейский муниципальный район,2013,10.0
1601417,Боровской сельсовет,2008,50.0
1601417,Боровской сельсовет,2009,50.0
1601417,Боровской сельсовет,2010,50.0
1601417,Боровской сельсовет,2011,30.0
1601464,Моховской сельсовет,2008,50.0
1601464,Моховской сельсовет,2009,50.0
1601464,Моховской сельсовет,2010,50.0
1601464,Моховской сельсовет,2011,30.0
1601464,Моховской сельсовет,2012,10.0
1601464,Моховской сельсовет,2013,10.0
1601468,Осколковский сельсовет,2008,50.0
1601468,Осколковский сельсовет,2009,50.0
1601468,Осколковский сельсовет,2010,50.0
1601468,Осколковский сельсовет,2011,32.0
1602000,Алтайский муниципальный район,2008,440.0
1602000,Алтайский муниципальный район,2009,400.0
1602000,Алтайский муниципальный район,2010,430.0
1602000,Алтайский муниципальный район,2011,326.0
1602000,Алтайский муниципальный район,2012,128.0
1602000,Алтайский муниципальный район,2013,128.0
1602405,Айский сельсовет,2008,30.0
1602405,Айский сельсовет,2009,30.0
1602405,Айский сельсовет,2010,30.0
1602405,Айский сельсовет,2011,20.0
1602405,Айский сельсовет,2012,10.0
1602405,Айский сельсовет,2013,5.0
1602407,Алтайский сельсовет,2008,380.0
1602407,Алтайский сельсовет,2009,340.0
1602407,Алтайский сельсовет,2010,370.0
1602407,Алтайский сельсовет,2011,286.0
1602407,Алтайский сельсовет,2012,113.0
1602407,Алтайский сельсовет,2013,118.0
1602423,Куяганский сельсовет,2008,30.0
1602423,Куяганский сельсовет,2009,30.0
1602423,Куяганский сельсовет,2010,30.0
1602423,Куяганский сельсовет,2011,20.0
1602423,Куяганский сельсовет,2012,5.0
1602423,Куяганский сельсовет,2013,5.0
1603000,Баевский муниципальный район,2008,286.0
1603000,Баевский муниципальный район,2009,266.0
1603000,Баевский муниципальный район,2010,246.0
1603000,Баевский муниципальный район,2011,142.0
1603000,Баевский муниципальный район,2012,71.0
1603000,Баевский муниципальный район,2013,66.0
1603407,Баевский сельсовет,2008,246.0
1603407,Баевский сельсовет,2009,246.0
1603407,Баевский сельсовет,2010,246.0
1603407,Баевский сельсовет,2011,142.0
1603407,Баевский сельсовет,2012,71.0
1603407,Баевский сельсовет,2013,66.0
1603416,Верх-Пайвинский сельсовет,2008,20.0
1603416,Верх-Пайвинский сельсовет,2009,20.0
1603480,Ситниковский сельсовет,2008,20.0
1604000,Бийский муниципальный район,2008,496.0
1604000,Бийский муниципальный район,2009,458.0
1604000,Бийский муниципальный район,2010,458.0
1604000,Бийский муниципальный район,2011,372.0
1604000,Бийский муниципальный район,2012,177.0
1604000,Бийский муниципальный район,2013,170.0
1604455,Малоенисейский сельсовет,2008,80.0
1604455,Малоенисейский сельсовет,2009,40.0
1604455,Малоенисейский сельсовет,2010,40.0
1604455,Малоенисейский сельсовет,2011,30.0
1604455,Малоенисейский сельсовет,2012,10.0
1604470,Первомайский сельсовет,2008,336.0
1604470,Первомайский сельсовет,2009,328.0
1604470,Первомайский сельсовет,2010,328.0
1604470,Первомайский сельсовет,2011,312.0
1604470,Первомайский сельсовет,2012,147.0
1604470,Первомайский сельсовет,2013,152.0
1604483,Сростинский сельсовет,2008,80.0
1604483,Сростинский сельсовет,2009,90.0
1604483,Сростинский сельсовет,2010,90.0
1604483,Сростинский сельсовет,2011,30.0
1604483,Сростинский сельсовет,2012,20.0
1604483,Сростинский сельсовет,2013,18.0
1605000,Благовещенский муниципальный район,2008,686.0
1605000,Благовещенский муниципальный район,2009,596.0
1605000,Благовещенский муниципальный район,2010,406.0
1605000,Благовещенский муниципальный район,2011,402.0
1605000,Благовещенский муниципальный район,2012,201.0
1605000,Благовещенский муниципальный район,2013,201.0
1605151,Благовещенский поссовет,2008,270.0
1605151,Благовещенский поссовет,2009,270.0
1605151,Благовещенский поссовет,2010,230.0
1605151,Благовещенский поссовет,2011,230.0
1605151,Благовещенский поссовет,2012,95.0
1605151,Благовещенский поссовет,2013,95.0
1605157,Степноозёрский поссовет,2008,326.0
1605157,Степноозёрский поссовет,2009,286.0
1605157,Степноозёрский поссовет,2010,156.0
1605157,Степноозёрский поссовет,2011,152.0
1605157,Степноозёрский поссовет,2012,96.0
1605157,Степноозёрский поссовет,2013,96.0
1605436,Леньковский сельсовет,2008,50.0
1605436,Леньковский сельсовет,2009,40.0
1605436,Леньковский сельсовет,2010,20.0
1605436,Леньковский сельсовет,2011,20.0
1605436,Леньковский сельсовет,2012,10.0
1605436,Леньковский сельсовет,2013,10.0
1605456,Новокулундинский сельсовет,2008,40.0
1606000,Бурлинский муниципальный район,2008,248.0
1606000,Бурлинский муниципальный район,2009,232.0
1606000,Бурлинский муниципальный район,2010,204.0
1606000,Бурлинский муниципальный район,2011,136.0
1606000,Бурлинский муниципальный район,2012,64.0
1606000,Бурлинский муниципальный район,2013,62.0
1606411,Бурлинский сельсовет,2008,208.0
1606411,Бурлинский сельсовет,2009,208.0
1606411,Бурлинский сельсовет,2010,204.0
1606411,Бурлинский сельсовет,2011,136.0
1606411,Бурлинский сельсовет,2012,64.0
1606411,Бурлинский сельсовет,2013,62.0
1606477,Устьянский сельсовет,2008,40.0
1606477,Устьянский сельсовет,2009,24.0
1607000,Быстроистокский муниципальный район,2008,250.0
1607000,Быстроистокский муниципальный район,2009,240.0
1607000,Быстроистокский муниципальный район,2010,220.0
1607000,Быстроистокский муниципальный район,2011,206.0
1607000,Быстроистокский муниципальный район,2012,53.0
1607000,Быстроистокский муниципальный район,2013,45.0
1607403,Акутихинский сельсовет,2008,20.0
1607403,Акутихинский сельсовет,2009,10.0
1607405,Быстроистокский сельсовет,2008,200.0
1607405,Быстроистокский сельсовет,2009,200.0
1607405,Быстроистокский сельсовет,2010,200.0
1607405,Быстроистокский сельсовет,2011,186.0
1607405,Быстроистокский сельсовет,2012,43.0
1607405,Быстроистокский сельсовет,2013,40.0
1607455,Хлеборобный сельсовет,2008,30.0
1607455,Хлеборобный сельсовет,2009,30.0
1607455,Хлеборобный сельсовет,2010,20.0
1607455,Хлеборобный сельсовет,2011,20.0
1607455,Хлеборобный сельсовет,2012,10.0
1607455,Хлеборобный сельсовет,2013,5.0
1608000,Волчихинский муниципальный район,2008,270.0
1608000,Волчихинский муниципальный район,2009,250.0
1608000,Волчихинский муниципальный район,2010,250.0
1608000,Волчихинский муниципальный район,2011,200.0
1608000,Волчихинский муниципальный район,2012,106.0
1608000,Волчихинский муниципальный район,2013,89.0
1608421,Волчихинский сельсовет,2008,230.0
1608421,Волчихинский сельсовет,2009,210.0
1608421,Волчихинский сельсовет,2010,210.0
1608421,Волчихинский сельсовет,2011,170.0
1608421,Волчихинский сельсовет,2012,91.0
1608421,Волчихинский сельсовет,2013,79.0
1608478,Солоновский сельсовет,2008,40.0
1608478,Солоновский сельсовет,2009,40.0
1608478,Солоновский сельсовет,2010,40.0
1608478,Солоновский сельсовет,2011,30.0
1608478,Солоновский сельсовет,2012,15.0
1608478,Солоновский сельсовет,2013,10.0
1609000,Егорьевский муниципальный район,2008,310.0
1609000,Егорьевский муниципальный район,2009,290.0
1609000,Егорьевский муниципальный район,2010,290.0
1609000,Егорьевский муниципальный район,2011,238.0
1609000,Егорьевский муниципальный район,2012,151.0
1609000,Егорьевский муниципальный район,2013,151.0
1609422,Лебяжинский сельсовет,2008,100.0
1609422,Лебяжинский сельсовет,2009,100.0
1609422,Лебяжинский сельсовет,2010,100.0
1609422,Лебяжинский сельсовет,2011,100.0
1609422,Лебяжинский сельсовет,2012,100.0
1609422,Лебяжинский сельсовет,2013,100.0
1609433,Новоегорьевский сельсовет,2008,210.0
1609433,Новоегорьевский сельсовет,2009,190.0
1609433,Новоегорьевский сельсовет,2010,190.0
1609433,Новоегорьевский сельсовет,2011,138.0
1609433,Новоегорьевский сельсовет,2012,51.0
1609433,Новоегорьевский сельсовет,2013,51.0
1610000,Ельцовский муниципальный район,2008,152.0
1610000,Ельцовский муниципальный район,2009,116.0
1610000,Ельцовский муниципальный район,2010,138.0
1610000,Ельцовский муниципальный район,2011,60.0
1610000,Ельцовский муниципальный район,2012,30.0
1610000,Ельцовский муниципальный район,2013,30.0
1610422,Ельцовский сельсовет,2008,112.0
1610422,Ельцовский сельсовет,2009,76.0
1610422,Ельцовский сельсовет,2010,112.0
1610422,Ельцовский сельсовет,2011,60.0
1610422,Ельцовский сельсовет,2012,30.0
1610422,Ельцовский сельсовет,2013,30.0
1610433,Мартыновский сельсовет,2008,20.0
1610433,Мартыновский сельсовет,2009,20.0
1610433,Мартыновский сельсовет,2010,16.0
1610466,Пуштулимский сельсовет,2008,20.0
1610466,Пуштулимский сельсовет,2009,20.0
1610466,Пуштулимский сельсовет,2010,10.0
1611000,Завьяловский муниципальный район,2008,320.0
1611000,Завьяловский муниципальный район,2009,342.0
1611000,Завьяловский муниципальный район,2010,312.0
1611000,Завьяловский муниципальный район,2011,290.0
1611000,Завьяловский муниципальный район,2012,135.0
1611000,Завьяловский муниципальный район,2013,140.0
1611434,Завьяловский сельсовет,2008,320.0
1611434,Завьяловский сельсовет,2009,342.0
1611434,Завьяловский сельсовет,2010,312.0
1611434,Завьяловский сельсовет,2011,290.0
1611434,Завьяловский сельсовет,2012,135.0
1611434,Завьяловский сельсовет,2013,140.0
1612000,Залесовский муниципальный район,2008,420.0
1612000,Залесовский муниципальный район,2009,390.0
1612000,Залесовский муниципальный район,2010,384.0
1612000,Залесовский муниципальный район,2011,308.0
1612000,Залесовский муниципальный район,2012,145.0
1612000,Залесовский муниципальный район,2013,92.0
1612426,Залесовский сельсовет,2008,360.0
1612426,Залесовский сельсовет,2009,330.0
1612426,Залесовский сельсовет,2010,346.0
1612426,Залесовский сельсовет,2011,308.0
1612426,Залесовский сельсовет,2012,145.0
1612426,Залесовский сельсовет,2013,92.0
1612481,Черёмушкинский сельсовет,2008,60.0
1612481,Черёмушкинский сельсовет,2009,60.0
1612481,Черёмушкинский сельсовет,2010,38.0
1614000,Змеиногорский муниципальный район,2008,100.0
1614000,Змеиногорский муниципальный район,2009,356.0
1614000,Змеиногорский муниципальный район,2010,256.0
1614000,Змеиногорский муниципальный район,2011,302.0
1614000,Змеиногорский муниципальный район,2012,96.0
1614000,Змеиногорский муниципальный район,2013,87.0
1614101,город Змеиногорск,2009,256.0
1614101,город Змеиногорск,2010,256.0
1614101,город Змеиногорск,2011,302.0
1614101,город Змеиногорск,2012,96.0
1614101,город Змеиногорск,2013,87.0
1614455,Октябрьский сельсовет,2008,50.0
1614455,Октябрьский сельсовет,2009,50.0
1614477,Таловский сельсовет,2008,50.0
1614477,Таловский сельсовет,2009,50.0
1615000,Калманский муниципальный район,2008,200.0
1615000,Калманский муниципальный район,2009,160.0
1615000,Калманский муниципальный район,2010,164.0
1615000,Калманский муниципальный район,2011,118.0
1615000,Калманский муниципальный район,2012,59.0
1615000,Калманский муниципальный район,2013,51.0
1615427,Калманский сельсовет,2008,180.0
1615427,Калманский сельсовет,2009,160.0
1615427,Калманский сельсовет,2010,164.0
1615427,Калманский сельсовет,2011,118.0
1615427,Калманский сельсовет,2012,59.0
1615427,Калманский сельсовет,2013,51.0
1615450,Шиловский сельсовет,2008,0.0
1615457,Новоромановский сельсовет,2008,20.0
1616000,Каменский муниципальный район,2008,40.0
1616000,Каменский муниципальный район,2009,40.0
1616000,Каменский муниципальный район,2010,40.0
1616000,Каменский муниципальный район,2011,10.0
1616000,Каменский муниципальный район,2012,5.0
1616000,Каменский муниципальный район,2013,5.0
1616486,Столбовский сельсовет,2008,40.0
1616486,Столбовский сельсовет,2009,40.0
1616486,Столбовский сельсовет,2010,40.0
1616486,Столбовский сельсовет,2011,10.0
1616486,Столбовский сельсовет,2012,5.0
1616486,Столбовский сельсовет,2013,5.0
1617000,Ключевский муниципальный район,2008,336.0
1617000,Ключевский муниципальный район,2009,336.0
1617000,Ключевский муниципальный район,2010,324.0
1617000,Ключевский муниципальный район,2011,304.0
1617000,Ключевский муниципальный район,2012,98.0
1617000,Ключевский муниципальный район,2013,78.0
1617424,Ключевский сельсовет,2008,296.0
1617424,Ключевский сельсовет,2009,296.0
1617424,Ключевский сельсовет,2010,304.0
1617424,Ключевский сельсовет,2011,284.0
1617424,Ключевский сельсовет,2012,97.0
1617424,Ключевский сельсовет,2013,78.0
1617435,Новополтавский сельсовет,2008,20.0
1617435,Новополтавский сельсовет,2009,20.0
1617435,Новополтавский сельсовет,2011,0.0
1617435,Новополтавский сельсовет,2012,0.0
1617446,Петуховский сельсовет,2008,20.0
1617446,Петуховский сельсовет,2009,20.0
1617446,Петуховский сельсовет,2010,20.0
1617446,Петуховский сельсовет,2011,20.0
1617446,Петуховский сельсовет,2012,1.0
1618000,Косихинский муниципальный район,2008,340.0
1618000,Косихинский муниципальный район,2009,310.0
1618000,Косихинский муниципальный район,2010,298.0
1618000,Косихинский муниципальный район,2011,174.0
1618000,Косихинский муниципальный район,2012,83.0
1618000,Косихинский муниципальный район,2013,85.0
1618406,Баюновский сельсовет,2008,68.0
1618406,Баюновский сельсовет,2009,66.0
1618406,Баюновский сельсовет,2010,60.0
1618406,Баюновский сельсовет,2011,40.0
1618434,Косихинский сельсовет,2008,220.0
1618434,Косихинский сельсовет,2009,196.0
1618434,Косихинский сельсовет,2010,194.0
1618434,Косихинский сельсовет,2011,114.0
1618434,Косихинский сельсовет,2012,67.0
1618434,Косихинский сельсовет,2013,72.0
1618460,Налобихинский сельсовет,2008,52.0
1618460,Налобихинский сельсовет,2009,48.0
1618460,Налобихинский сельсовет,2010,44.0
1618460,Налобихинский сельсовет,2011,20.0
1618460,Налобихинский сельсовет,2012,16.0
1618460,Налобихинский сельсовет,2013,13.0
1619000,Красногорский муниципальный район,2008,214.0
1619000,Красногорский муниципальный район,2009,190.0
1619000,Красногорский муниципальный район,2010,192.0
1619000,Красногорский муниципальный район,2011,166.0
1619000,Красногорский муниципальный район,2012,77.0
1619000,Красногорский муниципальный район,2013,67.0
1619423,Красногорский сельсовет,2008,184.0
1619423,Красногорский сельсовет,2009,178.0
1619423,Красногорский сельсовет,2010,178.0
1619423,Красногорский сельсовет,2011,154.0
1619423,Красногорский сельсовет,2012,77.0
1619423,Красногорский сельсовет,2013,67.0
1619456,Соусканихинский сельсовет,2008,30.0
1619456,Соусканихинский сельсовет,2009,12.0
1619456,Соусканихинский сельсовет,2010,14.0
1619456,Соусканихинский сельсовет,2011,12.0
1620000,Краснощёковский муниципальный район,2008,394.0
1620000,Краснощёковский муниципальный район,2009,284.0
1620000,Краснощёковский муниципальный район,2010,264.0
1620000,Краснощёковский муниципальный район,2011,264.0
1620000,Краснощёковский муниципальный район,2012,95.0
1620000,Краснощёковский муниципальный район,2013,95.0
1620412,Берёзовский сельсовет,2008,50.0
1620412,Берёзовский сельсовет,2009,50.0
1620412,Берёзовский сельсовет,2010,30.0
1620412,Берёзовский сельсовет,2011,30.0
1620430,Краснощёковский сельсовет,2008,264.0
1620430,Краснощёковский сельсовет,2009,234.0
1620430,Краснощёковский сельсовет,2010,234.0
1620430,Краснощёковский сельсовет,2011,234.0
1620430,Краснощёковский сельсовет,2012,95.0
1620430,Краснощёковский сельсовет,2013,95.0
1620442,Маралихинский сельсовет,2008,80.0
1621000,Крутихинский муниципальный район,2008,204.0
1621000,Крутихинский муниципальный район,2009,200.0
1621000,Крутихинский муниципальный район,2010,176.0
1621000,Крутихинский муниципальный район,2011,176.0
1621000,Крутихинский муниципальный район,2012,64.0
1621000,Крутихинский муниципальный район,2013,54.0
1621430,Крутихинский сельсовет,2008,204.0
1621430,Крутихинский сельсовет,2009,200.0
1621430,Крутихинский сельсовет,2010,176.0
1621430,Крутихинский сельсовет,2011,176.0
1621430,Крутихинский сельсовет,2012,64.0
1621430,Крутихинский сельсовет,2013,54.0
1622000,Кулундинский муниципальный район,2008,270.0
1622000,Кулундинский муниципальный район,2009,270.0
1622000,Кулундинский муниципальный район,2010,230.0
1622000,Кулундинский муниципальный район,2011,224.0
1622000,Кулундинский муниципальный район,2012,112.0
1622000,Кулундинский муниципальный район,2013,94.0
1622460,Кулундинский сельсовет,2008,270.0
1622460,Кулундинский сельсовет,2009,270.0
1622460,Кулундинский сельсовет,2010,230.0
1622460,Кулундинский сельсовет,2011,224.0
1622460,Кулундинский сельсовет,2012,112.0
1622460,Кулундинский сельсовет,2013,94.0
1623000,Курьинский муниципальный район,2008,254.0
1623000,Курьинский муниципальный район,2009,210.0
1623000,Курьинский муниципальный район,2010,210.0
1623000,Курьинский муниципальный район,2011,184.0
1623000,Курьинский муниципальный район,2012,80.0
1623000,Курьинский муниципальный район,2013,71.0
1623438,Колыванский сельсовет,2008,10.0
1623438,Колыванский сельсовет,2010,26.0
1623438,Колыванский сельсовет,2011,20.0
1623438,Колыванский сельсовет,2012,9.0
1623466,Курьинский сельсовет,2008,244.0
1623466,Курьинский сельсовет,2009,210.0
1623466,Курьинский сельсовет,2010,184.0
1623466,Курьинский сельсовет,2011,164.0
1623466,Курьинский сельсовет,2012,71.0
1623466,Курьинский сельсовет,2013,71.0
1624000,Кытмановский муниципальный район,2008,238.0
1624000,Кытмановский муниципальный район,2009,198.0
1624000,Кытмановский муниципальный район,2010,198.0
1624000,Кытмановский муниципальный район,2011,198.0
1624000,Кытмановский муниципальный район,2012,70.0
1624000,Кытмановский муниципальный район,2013,70.0
1624423,Кытмановский сельсовет,2008,142.0
1624423,Кытмановский сельсовет,2009,142.0
1624423,Кытмановский сельсовет,2010,142.0
1624423,Кытмановский сельсовет,2011,142.0
1624423,Кытмановский сельсовет,2012,60.0
1624423,Кытмановский сельсовет,2013,60.0
1624457,Октябрьский сельсовет,2008,40.0
1624491,Сунгайский сельсовет,2008,56.0
1624491,Сунгайский сельсовет,2009,56.0
1624491,Сунгайский сельсовет,2010,56.0
1624491,Сунгайский сельсовет,2011,56.0
1624491,Сунгайский сельсовет,2012,10.0
1624491,Сунгайский сельсовет,2013,10.0
1625000,Локтевский муниципальный район,2008,580.0
1625000,Локтевский муниципальный район,2009,526.0
1625000,Локтевский муниципальный район,2010,416.0
1625000,Локтевский муниципальный район,2011,372.0
1625000,Локтевский муниципальный район,2012,186.0
1625000,Локтевский муниципальный район,2013,176.0
1625101,город Горняк,2008,580.0
1625101,город Горняк,2009,526.0
1625101,город Горняк,2010,416.0
1625101,город Горняк,2011,372.0
1625101,город Горняк,2012,186.0
1625101,город Горняк,2013,176.0
1626000,Мамонтовский муниципальный район,2008,340.0
1626000,Мамонтовский муниципальный район,2009,340.0
1626000,Мамонтовский муниципальный район,2010,340.0
1626000,Мамонтовский муниципальный район,2011,340.0
1626000,Мамонтовский муниципальный район,2012,145.0
1626000,Мамонтовский муниципальный район,2013,110.0
1626434,Корчинский сельсовет,2008,50.0
1626434,Корчинский сельсовет,2009,50.0
1626434,Корчинский сельсовет,2010,50.0
1626434,Корчинский сельсовет,2011,50.0
1626449,Мамонтовский сельсовет,2008,290.0
1626449,Мамонтовский сельсовет,2009,290.0
1626449,Мамонтовский сельсовет,2010,290.0
1626449,Мамонтовский сельсовет,2011,290.0
1626449,Мамонтовский сельсовет,2012,145.0
1626449,Мамонтовский сельсовет,2013,110.0
1627000,Михайловский муниципальный район,2008,424.0
1627000,Михайловский муниципальный район,2009,424.0
1627000,Михайловский муниципальный район,2010,424.0
1627000,Михайловский муниципальный район,2011,396.0
1627000,Михайловский муниципальный район,2012,210.0
1627000,Михайловский муниципальный район,2013,198.0
1627154,Малиновоозёрский поссовет,2008,88.0
1627154,Малиновоозёрский поссовет,2009,104.0
1627154,Малиновоозёрский поссовет,2010,104.0
1627154,Малиновоозёрский поссовет,2011,88.0
1627154,Малиновоозёрский поссовет,2012,44.0
1627154,Малиновоозёрский поссовет,2013,47.0
1627416,Михайловский сельсовет,2008,244.0
1627416,Михайловский сельсовет,2009,228.0
1627416,Михайловский сельсовет,2010,228.0
1627416,Михайловский сельсовет,2011,218.0
1627416,Михайловский сельсовет,2012,106.0
1627416,Михайловский сельсовет,2013,101.0
1627422,Николаевский сельсовет,2008,70.0
1627422,Николаевский сельсовет,2009,66.0
1627422,Николаевский сельсовет,2010,66.0
1627422,Николаевский сельсовет,2011,64.0
1627422,Николаевский сельсовет,2012,50.0
1627422,Николаевский сельсовет,2013,45.0
1627433,Полуямский сельсовет,2008,22.0
1627433,Полуямский сельсовет,2009,26.0
1627433,Полуямский сельсовет,2010,26.0
1627433,Полуямский сельсовет,2011,26.0
1627433,Полуямский сельсовет,2012,10.0
1627433,Полуямский сельсовет,2013,5.0
1628000,Новичихинский муниципальный район,2008,180.0
1628000,Новичихинский муниципальный район,2009,180.0
1628000,Новичихинский муниципальный район,2010,180.0
1628000,Новичихинский муниципальный район,2011,140.0
1628000,Новичихинский муниципальный район,2012,65.0
1628000,Новичихинский муниципальный район,2013,62.0
1628444,Новичихинский сельсовет,2008,180.0
1628444,Новичихинский сельсовет,2009,180.0
1628444,Новичихинский сельсовет,2010,180.0
1628444,Новичихинский сельсовет,2011,140.0
1628444,Новичихинский сельсовет,2012,65.0
1628444,Новичихинский сельсовет,2013,62.0
1629000,Зональный муниципальный район,2008,278.0
1629000,Зональный муниципальный район,2009,260.0
1629000,Зональный муниципальный район,2010,260.0
1629000,Зональный муниципальный район,2011,206.0
1629000,Зональный муниципальный район,2012,78.0
1629000,Зональный муниципальный район,2013,77.0
1629412,Буланихинский сельсовет,2008,30.0
1629412,Буланихинский сельсовет,2009,30.0
1629412,Буланихинский сельсовет,2010,30.0
1629412,Буланихинский сельсовет,2011,14.0
1629426,Зональный сельсовет,2008,198.0
1629426,Зональный сельсовет,2009,200.0
1629426,Зональный сельсовет,2010,200.0
1629426,Зональный сельсовет,2011,168.0
1629426,Зональный сельсовет,2012,68.0
1629426,Зональный сельсовет,2013,62.0
1629480,Соколовский сельсовет,2008,50.0
1629480,Соколовский сельсовет,2009,30.0
1629480,Соколовский сельсовет,2010,30.0
1629480,Соколовский сельсовет,2011,24.0
1629480,Соколовский сельсовет,2012,10.0
1629480,Соколовский сельсовет,2013,15.0
1630000,Павловский муниципальный район,2008,762.0
1630000,Павловский муниципальный район,2009,750.0
1630000,Павловский муниципальный район,2010,650.0
1630000,Павловский муниципальный район,2011,650.0
1630000,Павловский муниципальный район,2012,197.0
1630000,Павловский муниципальный район,2013,197.0
1630432,Колыванский сельсовет,2008,70.0
1630432,Колыванский сельсовет,2009,70.0
1630432,Колыванский сельсовет,2010,70.0
1630432,Колыванский сельсовет,2011,70.0
1630449,Лебяжинский сельсовет,2008,22.0
1630455,Новозоринский сельсовет,2008,50.0
1630455,Новозоринский сельсовет,2009,50.0
1630460,Павловский сельсовет,2008,570.0
1630460,Павловский сельсовет,2009,580.0
1630460,Павловский сельсовет,2010,580.0
1630460,Павловский сельсовет,2011,580.0
1630460,Павловский сельсовет,2012,197.0
1630460,Павловский сельсовет,2013,197.0
1630466,Рогозихинский сельсовет,2008,0.0
1630482,Черемновский сельсовет,2008,50.0
1630482,Черемновский сельсовет,2009,50.0
1631000,Панкрушихинский муниципальный район,2008,350.0
1631000,Панкрушихинский муниципальный район,2009,264.0
1631000,Панкрушихинский муниципальный район,2010,244.0
1631000,Панкрушихинский муниципальный район,2011,194.0
1631000,Панкрушихинский муниципальный район,2012,80.0
1631000,Панкрушихинский муниципальный район,2013,65.0
1631422,Зятьковский сельсовет,2008,50.0
1631422,Зятьковский сельсовет,2009,50.0
1631422,Зятьковский сельсовет,2010,30.0
1631422,Зятьковский сельсовет,2011,30.0
1631422,Зятьковский сельсовет,2012,5.0
1631456,Панкрушихинский сельсовет,2008,300.0
1631456,Панкрушихинский сельсовет,2009,214.0
1631456,Панкрушихинский сельсовет,2010,214.0
1631456,Панкрушихинский сельсовет,2011,164.0
1631456,Панкрушихинский сельсовет,2012,75.0
1631456,Панкрушихинский сельсовет,2013,65.0
1632000,Первомайский муниципальный район,2008,870.0
1632000,Первомайский муниципальный район,2009,850.0
1632000,Первомайский муниципальный район,2010,774.0
1632000,Первомайский муниципальный район,2011,750.0
1632000,Первомайский муниципальный район,2012,445.0
1632000,Первомайский муниципальный район,2013,395.0
1632416,Берёзовский сельсовет,2008,340.0
1632416,Берёзовский сельсовет,2009,340.0
1632416,Берёзовский сельсовет,2010,340.0
1632416,Берёзовский сельсовет,2011,320.0
1632416,Берёзовский сельсовет,2012,145.0
1632416,Берёзовский сельсовет,2013,125.0
1632420,Бобровский сельсовет,2008,30.0
1632420,Бобровский сельсовет,2009,30.0
1632420,Бобровский сельсовет,2010,34.0
1632420,Бобровский сельсовет,2011,30.0
1632420,Бобровский сельсовет,2012,15.0
1632422,Боровихинский сельсовет,2008,360.0
1632422,Боровихинский сельсовет,2009,360.0
1632422,Боровихинский сельсовет,2010,280.0
1632422,Боровихинский сельсовет,2011,280.0
1632422,Боровихинский сельсовет,2012,230.0
1632422,Боровихинский сельсовет,2013,225.0
1632449,Первомайский сельсовет,2008,140.0
1632449,Первомайский сельсовет,2009,120.0
1632449,Первомайский сельсовет,2010,120.0
1632449,Первомайский сельсовет,2011,120.0
1632449,Первомайский сельсовет,2012,55.0
1632449,Первомайский сельсовет,2013,45.0
1633000,Петропавловский муниципальный район,2008,202.0
1633000,Петропавловский муниципальный район,2009,202.0
1633000,Петропавловский муниципальный район,2010,202.0
1633000,Петропавловский муниципальный район,2011,170.0
1633000,Петропавловский муниципальный район,2012,65.0
1633000,Петропавловский муниципальный район,2013,65.0
1633457,Петропавловский сельсовет,2008,202.0
1633457,Петропавловский сельсовет,2009,202.0
1633457,Петропавловский сельсовет,2010,202.0
1633457,Петропавловский сельсовет,2011,170.0
1633457,Петропавловский сельсовет,2012,65.0
1633457,Петропавловский сельсовет,2013,65.0
1634000,Поспелихинский муниципальный район,2008,466.0
1634000,Поспелихинский муниципальный район,2009,376.0
1634000,Поспелихинский муниципальный район,2010,370.0
1634000,Поспелихинский муниципальный район,2011,252.0
1634000,Поспелихинский муниципальный район,2012,141.0
1634000,Поспелихинский муниципальный район,2013,119.0
1634422,12 лет Октября сельсовет,2008,30.0
1634422,12 лет Октября сельсовет,2009,30.0
1634422,12 лет Октября сельсовет,2010,30.0
1634433,Калмыцко-Мысовской сельсовет,2008,30.0
1634439,Клепечихинский сельсовет,2008,30.0
1634478,Николаевский сельсовет,2008,60.0
1634478,Николаевский сельсовет,2009,30.0
1634478,Николаевский сельсовет,2010,30.0
1634478,Николаевский сельсовет,2011,30.0
1634478,Николаевский сельсовет,2012,30.0
1634478,Николаевский сельсовет,2013,30.0
1634489,Поспелихинский сельсовет,2008,30.0
1634489,Поспелихинский сельсовет,2009,30.0
1634489,Поспелихинский сельсовет,2010,30.0
1634495,Поспелихинский Центральный сельсовет,2008,286.0
1634495,Поспелихинский Центральный сельсовет,2009,286.0
1634495,Поспелихинский Центральный сельсовет,2010,280.0
1634495,Поспелихинский Центральный сельсовет,2011,222.0
1634495,Поспелихинский Центральный сельсовет,2012,111.0
1634495,Поспелихинский Центральный сельсовет,2013,89.0
1635000,Ребрихинский муниципальный район,2008,440.0
1635000,Ребрихинский муниципальный район,2009,440.0
1635000,Ребрихинский муниципальный район,2010,390.0
1635000,Ребрихинский муниципальный район,2011,220.0
1635000,Ребрихинский муниципальный район,2012,94.0
1635000,Ребрихинский муниципальный район,2013,93.0
1635436,Зиминский сельсовет,2008,20.0
1635436,Зиминский сельсовет,2009,20.0
1635436,Зиминский сельсовет,2010,20.0
1635459,Подстепновский сельсовет,2008,40.0
1635459,Подстепновский сельсовет,2009,40.0
1635459,Подстепновский сельсовет,2010,20.0
1635464,Ребрихинский сельсовет,2008,360.0
