oktmo,name,year,hospitalcap
3635407,Калниболотское,2011,50.0
3635407,Калниболотское,2012,25.0
3635407,Калниболотское,2013,25.0
3635410,Кубанское,2008,52.0
3635410,Кубанское,2009,50.0
3635410,Кубанское,2010,50.0
3635410,Кубанское,2011,40.0
3635410,Кубанское,2012,21.0
3635410,Кубанское,2013,20.0
3635419,Новопокровское,2008,496.0
3635419,Новопокровское,2009,478.0
3635419,Новопокровское,2010,468.0
3635419,Новопокровское,2011,444.0
3635419,Новопокровское,2012,225.0
3635419,Новопокровское,2013,228.0
3637000,Отрадненский муниципальный район,2008,2040.0
3637000,Отрадненский муниципальный район,2009,1828.0
3637000,Отрадненский муниципальный район,2010,1828.0
3637000,Отрадненский муниципальный район,2011,1833.0
3637000,Отрадненский муниципальный район,2012,1499.0
3637000,Отрадненский муниципальный район,2013,1499.0
3637413,Отрадненское,2008,570.0
3637413,Отрадненское,2009,548.0
3637413,Отрадненское,2010,548.0
3637413,Отрадненское,2011,548.0
3637413,Отрадненское,2012,274.0
3637413,Отрадненское,2013,274.0
3637416,Передовское,2008,40.0
3637416,Передовское,2009,40.0
3637416,Передовское,2010,40.0
3637416,Передовское,2011,40.0
3637416,Передовское,2012,20.0
3637416,Передовское,2013,20.0
3637425,Попутненское,2008,90.0
3637425,Попутненское,2009,90.0
3637425,Попутненское,2010,90.0
3637425,Попутненское,2011,90.0
3637425,Попутненское,2012,70.0
3637425,Попутненское,2013,70.0
3637428,Спокойненское,2008,60.0
3637428,Спокойненское,2009,40.0
3637428,Спокойненское,2010,40.0
3637428,Спокойненское,2011,40.0
3637428,Спокойненское,2012,20.0
3637428,Спокойненское,2013,20.0
3637431,Удобненское,2008,1280.0
3637431,Удобненское,2009,1110.0
3637431,Удобненское,2010,1110.0
3637431,Удобненское,2011,1115.0
3637431,Удобненское,2012,1115.0
3637431,Удобненское,2013,1115.0
3639000,Павловский муниципальный район,2008,1980.0
3639000,Павловский муниципальный район,2009,1980.0
3639000,Павловский муниципальный район,2010,1980.0
3639000,Павловский муниципальный район,2011,2000.0
3639000,Павловский муниципальный район,2012,924.0
3639000,Павловский муниципальный район,2013,924.0
3639404,Веселовское,2008,50.0
3639404,Веселовское,2009,50.0
3639404,Веселовское,2010,50.0
3639404,Веселовское,2011,50.0
3639404,Веселовское,2012,20.0
3639404,Веселовское,2013,20.0
3639413,Новолеушковское,2008,150.0
3639413,Новолеушковское,2009,150.0
3639413,Новолеушковское,2010,150.0
3639413,Новолеушковское,2011,170.0
3639413,Новолеушковское,2012,100.0
3639413,Новолеушковское,2013,100.0
3639428,Павловское,2008,1670.0
3639428,Павловское,2009,1670.0
3639428,Павловское,2010,1670.0
3639428,Павловское,2011,1670.0
3639428,Павловское,2012,754.0
3639428,Павловское,2013,754.0
3639431,Среднечелбасское,2008,40.0
3639431,Среднечелбасское,2009,40.0
3639431,Среднечелбасское,2010,40.0
3639431,Среднечелбасское,2011,40.0
3639431,Среднечелбасское,2012,20.0
3639431,Среднечелбасское,2013,20.0
3639434,Старолеушковское,2008,70.0
3639434,Старолеушковское,2009,70.0
3639434,Старолеушковское,2010,70.0
3639434,Старолеушковское,2011,70.0
3639434,Старолеушковское,2012,30.0
3639434,Старолеушковское,2013,30.0
3641000,Приморско-Ахтарский муниципальный район,2008,1045.0
3641000,Приморско-Ахтарский муниципальный район,2009,1027.0
3641000,Приморско-Ахтарский муниципальный район,2010,931.0
3641000,Приморско-Ахтарский муниципальный район,2011,983.0
3641000,Приморско-Ахтарский муниципальный район,2012,578.0
3641000,Приморско-Ахтарский муниципальный район,2013,578.0
3641101,Приморско-Ахтарское,2008,965.0
3641101,Приморско-Ахтарское,2009,947.0
3641101,Приморско-Ахтарское,2010,851.0
3641101,Приморско-Ахтарское,2011,903.0
3641101,Приморско-Ахтарское,2012,538.0
3641101,Приморско-Ахтарское,2013,538.0
3641404,Бриньковское,2008,40.0
3641404,Бриньковское,2009,40.0
3641404,Бриньковское,2010,40.0
3641404,Бриньковское,2011,40.0
3641404,Бриньковское,2012,20.0
3641404,Бриньковское,2013,20.0
3641410,Ольгинское,2008,40.0
3641410,Ольгинское,2009,40.0
3641410,Ольгинское,2010,40.0
3641410,Ольгинское,2011,40.0
3641410,Ольгинское,2012,20.0
3641410,Ольгинское,2013,20.0
3643000,Северский муниципальный район,2008,1232.0
3643000,Северский муниципальный район,2009,1198.0
3643000,Северский муниципальный район,2010,1264.0
3643000,Северский муниципальный район,2011,1264.0
3643000,Северский муниципальный район,2012,524.0
3643000,Северский муниципальный район,2013,514.0
3643152,Афипское,2008,352.0
3643152,Афипское,2009,332.0
3643152,Афипское,2010,332.0
3643152,Афипское,2011,190.0
3643152,Афипское,2012,95.0
3643152,Афипское,2013,89.0
3643155,Ильское,2008,170.0
3643155,Ильское,2009,150.0
3643155,Ильское,2010,216.0
3643155,Ильское,2011,216.0
3643155,Ильское,2012,108.0
3643155,Ильское,2013,113.0
3643158,Черноморское,2008,200.0
3643158,Черноморское,2009,200.0
3643158,Черноморское,2010,200.0
3643158,Черноморское,2011,170.0
3643158,Черноморское,2012,85.0
3643158,Черноморское,2013,85.0
3643407,Львовское,2008,46.0
3643407,Львовское,2009,50.0
3643407,Львовское,2010,50.0
3643407,Львовское,2011,40.0
3643407,Львовское,2012,20.0
3643407,Львовское,2013,20.0
3643413,Северское,2008,464.0
3643413,Северское,2009,466.0
3643413,Северское,2010,466.0
3643413,Северское,2011,648.0
3643413,Северское,2012,216.0
3643413,Северское,2013,207.0
3645000,Славянский муниципальный район,2008,1562.0
3645000,Славянский муниципальный район,2009,1590.0
3645000,Славянский муниципальный район,2010,1580.0
3645000,Славянский муниципальный район,2011,1590.0
3645000,Славянский муниципальный район,2012,835.0
3645000,Славянский муниципальный район,2013,844.0
3645101,Славянское,2008,1232.0
3645101,Славянское,2009,1290.0
3645101,Славянское,2010,1290.0
3645101,Славянское,2011,1290.0
3645101,Славянское,2012,655.0
3645101,Славянское,2013,655.0
3645402,Анастасиевское,2008,110.0
3645402,Анастасиевское,2009,80.0
3645402,Анастасиевское,2010,70.0
3645402,Анастасиевское,2011,80.0
3645402,Анастасиевское,2012,40.0
3645402,Анастасиевское,2013,49.0
3645413,Петровское,2008,160.0
3645413,Петровское,2009,160.0
3645413,Петровское,2010,160.0
3645413,Петровское,2011,160.0
3645413,Петровское,2012,80.0
3645413,Петровское,2013,80.0
3645416,Протокское,2008,60.0
3645416,Протокское,2009,60.0
3645416,Протокское,2010,60.0
3645416,Протокское,2011,60.0
3645416,Протокское,2012,60.0
3645416,Протокское,2013,60.0
3647000,Староминский муниципальный район,2008,434.0
3647000,Староминский муниципальный район,2009,458.0
3647000,Староминский муниципальный район,2010,458.0
3647000,Староминский муниципальный район,2011,458.0
3647000,Староминский муниципальный район,2012,244.0
3647000,Староминский муниципальный район,2013,244.0
3647402,Канеловское,2008,20.0
3647402,Канеловское,2009,50.0
3647402,Канеловское,2010,50.0
3647402,Канеловское,2011,50.0
3647402,Канеловское,2012,40.0
3647402,Канеловское,2013,40.0
3647413,Староминское,2008,414.0
3647413,Староминское,2009,408.0
3647413,Староминское,2010,408.0
3647413,Староминское,2011,408.0
3647413,Староминское,2012,204.0
3647413,Староминское,2013,204.0
3649000,Тбилисский муниципальный район,2008,810.0
3649000,Тбилисский муниципальный район,2009,810.0
3649000,Тбилисский муниципальный район,2010,785.0
3649000,Тбилисский муниципальный район,2011,785.0
3649000,Тбилисский муниципальный район,2012,505.0
3649000,Тбилисский муниципальный район,2013,390.0
3649402,Ванновское,2008,150.0
3649402,Ванновское,2009,150.0
3649402,Ванновское,2010,125.0
3649402,Ванновское,2011,125.0
3649402,Ванновское,2012,45.0
3649402,Ванновское,2013,40.0
3649404,Геймановское,2008,90.0
3649404,Геймановское,2009,90.0
3649404,Геймановское,2010,90.0
3649404,Геймановское,2011,90.0
3649404,Геймановское,2012,50.0
3649404,Геймановское,2013,40.0
3649407,Ловлинское,2008,50.0
3649407,Ловлинское,2009,50.0
3649407,Ловлинское,2010,50.0
3649407,Ловлинское,2011,50.0
3649407,Ловлинское,2012,25.0
3649407,Ловлинское,2013,25.0
3649413,Нововладимировское,2008,50.0
3649413,Нововладимировское,2009,50.0
3649413,Нововладимировское,2010,50.0
3649413,Нововладимировское,2011,50.0
3649413,Нововладимировское,2012,25.0
3649413,Нововладимировское,2013,25.0
3649419,Тбилисское,2008,470.0
3649419,Тбилисское,2009,470.0
3649419,Тбилисское,2010,470.0
3649419,Тбилисское,2011,470.0
3649419,Тбилисское,2012,360.0
3649419,Тбилисское,2013,260.0
3651000,Темрюкский муниципальный район,2008,1156.0
3651000,Темрюкский муниципальный район,2009,920.0
3651000,Темрюкский муниципальный район,2010,857.0
3651000,Темрюкский муниципальный район,2011,836.0
3651000,Темрюкский муниципальный район,2012,485.0
3651000,Темрюкский муниципальный район,2013,465.0
3651101,Темрюкское,2008,922.0
3651101,Темрюкское,2009,730.0
3651101,Темрюкское,2010,709.0
3651101,Темрюкское,2011,688.0
3651101,Темрюкское,2012,411.0
3651101,Темрюкское,2013,391.0
3651413,Краснострельское,2008,0.0
3651422,Старотитаровское,2008,70.0
3651422,Старотитаровское,2009,50.0
3651422,Старотитаровское,2010,50.0
3651422,Старотитаровское,2011,50.0
3651422,Старотитаровское,2012,25.0
3651422,Старотитаровское,2013,25.0
3651425,Таманское,2008,164.0
3651425,Таманское,2009,140.0
3651425,Таманское,2010,98.0
3651425,Таманское,2011,98.0
3651425,Таманское,2012,49.0
3651425,Таманское,2013,49.0
3653000,Тимашевский муниципальный район,2008,1072.0
3653000,Тимашевский муниципальный район,2009,971.0
3653000,Тимашевский муниципальный район,2010,906.0
3653000,Тимашевский муниципальный район,2011,906.0
3653000,Тимашевский муниципальный район,2012,533.0
3653000,Тимашевский муниципальный район,2013,533.0
3653101,Тимашевское,2008,810.0
3653101,Тимашевское,2009,749.0
3653101,Тимашевское,2010,734.0
3653101,Тимашевское,2011,734.0
3653101,Тимашевское,2012,422.0
3653101,Тимашевское,2013,422.0
3653413,Медведовское,2008,160.0
3653413,Медведовское,2009,120.0
3653413,Медведовское,2010,70.0
3653413,Медведовское,2011,70.0
3653413,Медведовское,2012,60.0
3653413,Медведовское,2013,60.0
3653419,Новокорсунское,2008,20.0
3653419,Новокорсунское,2009,20.0
3653419,Новокорсунское,2010,20.0
3653419,Новокорсунское,2011,20.0
3653419,Новокорсунское,2012,10.0
3653419,Новокорсунское,2013,10.0
3653425,Поселковое,2008,32.0
3653425,Поселковое,2009,32.0
3653425,Поселковое,2010,32.0
3653425,Поселковое,2011,32.0
3653425,Поселковое,2012,16.0
3653425,Поселковое,2013,16.0
3653428,Роговское,2008,50.0
3653428,Роговское,2009,50.0
3653428,Роговское,2010,50.0
3653428,Роговское,2011,50.0
3653428,Роговское,2012,25.0
3653428,Роговское,2013,25.0
3654000,Тихорецкий муниципальный район,2008,1786.0
3654000,Тихорецкий муниципальный район,2009,1506.0
3654000,Тихорецкий муниципальный район,2010,1468.0
3654000,Тихорецкий муниципальный район,2011,1464.0
3654000,Тихорецкий муниципальный район,2012,729.0
3654000,Тихорецкий муниципальный район,2013,744.0
3654101,Тихорецкое,2008,1136.0
3654101,Тихорецкое,2009,972.0
3654101,Тихорецкое,2010,960.0
3654101,Тихорецкое,2011,906.0
3654101,Тихорецкое,2012,470.0
3654101,Тихорецкое,2013,458.0
3654404,Архангельское,2008,160.0
3654404,Архангельское,2009,100.0
3654404,Архангельское,2010,70.0
3654404,Архангельское,2011,66.0
3654404,Архангельское,2012,23.0
3654404,Архангельское,2013,25.0
3654419,Терновское,2008,40.0
3654419,Терновское,2009,20.0
3654419,Терновское,2010,60.0
3654419,Терновское,2011,60.0
3654419,Терновское,2012,20.0
3654419,Терновское,2013,20.0
3654422,Фастовецкое,2008,450.0
3654422,Фастовецкое,2009,414.0
3654422,Фастовецкое,2010,378.0
3654422,Фастовецкое,2011,432.0
3654422,Фастовецкое,2012,216.0
3654422,Фастовецкое,2013,241.0
3655000,Туапсинский муниципальный район,2008,1733.0
3655000,Туапсинский муниципальный район,2009,1705.0
3655000,Туапсинский муниципальный район,2010,1575.0
3655000,Туапсинский муниципальный район,2011,1569.0
3655000,Туапсинский муниципальный район,2012,923.0
3655000,Туапсинский муниципальный район,2013,908.0
3655101,Туапсинское,2008,1121.0
3655101,Туапсинское,2009,1123.0
3655101,Туапсинское,2010,1075.0
3655101,Туапсинское,2011,1123.0
3655101,Туапсинское,2012,721.0
3655101,Туапсинское,2013,709.0
3655154,Джубгское,2008,70.0
3655154,Джубгское,2009,70.0
3655154,Джубгское,2010,46.0
3655154,Джубгское,2011,16.0
3655154,Джубгское,2012,8.0
3655154,Джубгское,2013,8.0
3655158,Новомихайловское,2008,354.0
3655158,Новомихайловское,2009,344.0
3655158,Новомихайловское,2010,320.0
3655158,Новомихайловское,2011,296.0
3655158,Новомихайловское,2012,127.0
3655158,Новомихайловское,2013,124.0
3655413,Шаумянское,2008,188.0
3655413,Шаумянское,2009,168.0
3655413,Шаумянское,2010,134.0
3655413,Шаумянское,2011,134.0
3655413,Шаумянское,2012,67.0
3655413,Шаумянское,2013,67.0
3656000,Успенский муниципальный район,2008,560.0
3656000,Успенский муниципальный район,2009,560.0
3656000,Успенский муниципальный район,2010,554.0
3656000,Успенский муниципальный район,2011,554.0
3656000,Успенский муниципальный район,2012,277.0
3656000,Успенский муниципальный район,2013,192.0
3656443,Успенское,2008,560.0
3656443,Успенское,2009,560.0
3656443,Успенское,2010,554.0
3656443,Успенское,2011,554.0
3656443,Успенское,2012,277.0
3656443,Успенское,2013,192.0
3657000,Усть-Лабинский муниципальный район,2008,1713.0
3657000,Усть-Лабинский муниципальный район,2009,1643.0
3657000,Усть-Лабинский муниципальный район,2010,1683.0
3657000,Усть-Лабинский муниципальный район,2011,1683.0
3657000,Усть-Лабинский муниципальный район,2012,1214.0
3657000,Усть-Лабинский муниципальный район,2013,1214.0
3657101,Усть-Лабинское,2008,1238.0
3657101,Усть-Лабинское,2009,1193.0
3657101,Усть-Лабинское,2010,1233.0
3657101,Усть-Лабинское,2011,1233.0
3657101,Усть-Лабинское,2012,814.0
3657101,Усть-Лабинское,2013,814.0
3657419,Ладожское,2008,50.0
3657419,Ладожское,2009,50.0
3657419,Ладожское,2010,50.0
3657419,Ладожское,2011,50.0
3657419,Ладожское,2012,25.0
3657419,Ладожское,2013,25.0
3657431,Суворовское,2008,380.0
3657431,Суворовское,2009,355.0
3657431,Суворовское,2010,355.0
3657431,Суворовское,2011,355.0
3657431,Суворовское,2012,330.0
3657431,Суворовское,2013,330.0
3657433,Тенгинское,2008,45.0
3657433,Тенгинское,2009,45.0
3657433,Тенгинское,2010,45.0
3657433,Тенгинское,2011,45.0
3657433,Тенгинское,2012,45.0
3657433,Тенгинское,2013,45.0
3659000,Щербиновский муниципальный район,2008,1407.0
3659000,Щербиновский муниципальный район,2009,1407.0
3659000,Щербиновский муниципальный район,2010,782.0
3659000,Щербиновский муниципальный район,2011,782.0
3659000,Щербиновский муниципальный район,2012,353.0
3659000,Щербиновский муниципальный район,2013,223.0
3659404,Ейскоукрепленское,2008,42.0
3659404,Ейскоукрепленское,2009,42.0
3659404,Ейскоукрепленское,2010,36.0
3659404,Ейскоукрепленское,2011,36.0
3659404,Ейскоукрепленское,2012,18.0
3659404,Ейскоукрепленское,2013,12.0
3659407,Екатериновское,2008,18.0
3659407,Екатериновское,2009,18.0
3659407,Екатериновское,2010,12.0
3659407,Екатериновское,2011,12.0
3659407,Екатериновское,2012,6.0
3659410,Новощербиновское,2008,40.0
3659410,Новощербиновское,2009,40.0
3659410,Новощербиновское,2010,40.0
3659410,Новощербиновское,2011,40.0
3659410,Новощербиновское,2012,12.0
3659410,Новощербиновское,2013,20.0
3659413,Старощербиновское,2008,1279.0
3659413,Старощербиновское,2009,1279.0
3659413,Старощербиновское,2010,666.0
3659413,Старощербиновское,2011,666.0
3659413,Старощербиновское,2012,303.0
3659413,Старощербиновское,2013,191.0
3659416,Шабельское,2008,28.0
3659416,Шабельское,2009,28.0
3659416,Шабельское,2010,28.0
3659416,Шабельское,2011,28.0
3659416,Шабельское,2012,14.0
3701000,город Краснодар,2008,15332.0
3701000,город Краснодар,2009,15313.0
3701000,город Краснодар,2010,14448.0
3701000,город Краснодар,2011,14178.0
3701000,город Краснодар,2012,12456.0
3701000,город Краснодар,2013,12542.0
3703000,город-курорт Анапа,2008,2010.0
3703000,город-курорт Анапа,2009,2010.0
3703000,город-курорт Анапа,2010,2060.0
3703000,город-курорт Анапа,2011,2045.0
3703000,город-курорт Анапа,2012,1072.0
3703000,город-курорт Анапа,2013,1036.0
3705000,город Армавир,2008,2525.0
3705000,город Армавир,2009,2538.0
3705000,город Армавир,2010,2598.0
3705000,город Армавир,2011,2689.0
3705000,город Армавир,2012,1766.0
3705000,город Армавир,2013,1709.0
3708000,город-курорт Геленджик,2008,1193.0
3708000,город-курорт Геленджик,2009,1079.0
3708000,город-курорт Геленджик,2010,1193.0
3708000,город-курорт Геленджик,2011,1146.0
3708000,город-курорт Геленджик,2012,761.0
3708000,город-курорт Геленджик,2013,698.0
3709000,город Горячий Ключ,2008,636.0
3709000,город Горячий Ключ,2009,526.0
3709000,город Горячий Ключ,2010,526.0
3709000,город Горячий Ключ,2011,576.0
3709000,город Горячий Ключ,2012,263.0
3709000,город Горячий Ключ,2013,263.0
3720000,город Новороссийск,2008,3404.0
3720000,город Новороссийск,2009,3429.0
3720000,город Новороссийск,2010,3447.0
3720000,город Новороссийск,2011,3456.0
3720000,город Новороссийск,2012,2362.0
3720000,город Новороссийск,2013,2040.0
3726000,город-курорт Сочи,2008,5732.0
3726000,город-курорт Сочи,2009,5735.0
3726000,город-курорт Сочи,2010,5722.0
3726000,город-курорт Сочи,2011,5972.0
3726000,город-курорт Сочи,2012,3601.0
3726000,город-курорт Сочи,2013,3648.0
4601000,Абанский муниципальный район,2011,168.0
4601000,Абанский муниципальный район,2012,84.0
4601000,Абанский муниципальный район,2013,94.0
4601401,Абанский сельсовет,2011,150.0
4601401,Абанский сельсовет,2012,75.0
4601401,Абанский сельсовет,2013,94.0
4601410,Долгомостовский сельсовет,2011,18.0
4601410,Долгомостовский сельсовет,2012,9.0
4601434,Покровский сельсовет,2012,0.0
4601434,Покровский сельсовет,2013,0.0
4601443,Туровский сельсовет,2013,0.0
4603000,Ачинский муниципальный район,2011,34.0
4603000,Ачинский муниципальный район,2012,17.0
4603000,Ачинский муниципальный район,2013,17.0
4603419,Причулымский сельсовет,2011,34.0
4603419,Причулымский сельсовет,2012,17.0
4603419,Причулымский сельсовет,2013,17.0
4604000,Балахтинский муниципальный район,2011,292.0
4604000,Балахтинский муниципальный район,2012,135.0
4604000,Балахтинский муниципальный район,2013,135.0
4604151,поселок Балахта,2011,240.0
4604151,поселок Балахта,2012,110.0
4604151,поселок Балахта,2013,110.0
4604413,Приморский сельсовет,2011,40.0
4604413,Приморский сельсовет,2012,20.0
4604413,Приморский сельсовет,2013,20.0
4604422,Черемушкинский сельсовет,2011,12.0
4604422,Черемушкинский сельсовет,2012,5.0
4604422,Черемушкинский сельсовет,2013,5.0
4605000,Березовский муниципальный район,2011,398.0
4605000,Березовский муниципальный район,2012,299.0
4605000,Березовский муниципальный район,2013,299.0
4605151,поселок Березовка,2011,398.0
4605151,поселок Березовка,2012,299.0
4605151,поселок Березовка,2013,299.0
4606000,Бирилюсский муниципальный район,2011,262.0
4606000,Бирилюсский муниципальный район,2012,99.0
4606000,Бирилюсский муниципальный район,2013,92.0
4606154,поселок Рассвет,2011,64.0
4606154,поселок Рассвет,2012,32.0
4606154,поселок Рассвет,2013,20.0
4606416,Новобирилюсский сельсовет,2011,198.0
4606416,Новобирилюсский сельсовет,2012,134.0
4606416,Новобирилюсский сельсовет,2013,72.0
4608000,Боготольский муниципальный район,2011,116.0
4608000,Боготольский муниципальный район,2012,58.0
4608000,Боготольский муниципальный район,2013,40.0
4608407,Большекосульский сельсовет,2011,16.0
4608407,Большекосульский сельсовет,2012,8.0
4608416,Критовский сельсовет,2011,70.0
4608416,Критовский сельсовет,2012,35.0
4608416,Критовский сельсовет,2013,30.0
4608422,Юрьевский сельсовет,2011,30.0
4608422,Юрьевский сельсовет,2012,15.0
4608422,Юрьевский сельсовет,2013,10.0
4609000,Богучанский муниципальный район,2011,800.0
4609000,Богучанский муниципальный район,2012,374.0
4609000,Богучанский муниципальный район,2013,372.0
4609402,Ангарский сельсовет,2011,16.0
4609402,Ангарский сельсовет,2012,8.0
4609402,Ангарский сельсовет,2013,8.0
4609410,Богучанский сельсовет,2011,472.0
4609410,Богучанский сельсовет,2012,223.0
4609410,Богучанский сельсовет,2013,218.0
4609418,Красногорьевский сельсовет,2011,40.0
4609418,Красногорьевский сельсовет,2012,17.0
4609418,Красногорьевский сельсовет,2013,20.0
4609419,Манзенский сельсовет,2011,40.0
4609419,Манзенский сельсовет,2012,17.0
4609419,Манзенский сельсовет,2013,17.0
4609422,Невонский сельсовет,2011,40.0
4609422,Невонский сельсовет,2012,22.0
4609422,Невонский сельсовет,2013,22.0
4609430,Таежнинский сельсовет,2011,46.0
4609430,Таежнинский сельсовет,2012,15.0
4609430,Таежнинский сельсовет,2013,15.0
4609433,Хребтовский сельсовет,2011,14.0
4609433,Хребтовский сельсовет,2012,7.0
4609433,Хребтовский сельсовет,2013,7.0
4609434,Чуноярский сельсовет,2011,86.0
4609434,Чуноярский сельсовет,2012,42.0
4609434,Чуноярский сельсовет,2013,42.0
4609445,Октябрьский сельсовет,2011,46.0
4609445,Октябрьский сельсовет,2012,23.0
4609445,Октябрьский сельсовет,2013,23.0
4610000,Большемуртинский муниципальный район,2011,280.0
4610000,Большемуртинский муниципальный район,2012,70.0
4610000,Большемуртинский муниципальный район,2013,70.0
4610151,поселок Большая Мурта,2011,264.0
4610151,поселок Большая Мурта,2012,66.0
4610151,поселок Большая Мурта,2013,66.0
4610155,поселок Предивинск,2011,16.0
4610155,поселок Предивинск,2012,4.0
4610155,поселок Предивинск,2013,4.0
4611000,Большеулуйский муниципальный район,2011,124.0
4611000,Большеулуйский муниципальный район,2012,58.0
4611000,Большеулуйский муниципальный район,2013,55.0
4611407,Большеулуйский сельсовет,2011,124.0
4611407,Большеулуйский сельсовет,2012,58.0
4611407,Большеулуйский сельсовет,2013,55.0
4613000,Дзержинский муниципальный район,2011,158.0
4613000,Дзержинский муниципальный район,2012,71.0
4613000,Дзержинский муниципальный район,2013,90.0
4613410,Дзержинский сельсовет,2011,158.0
4613410,Дзержинский сельсовет,2012,71.0
4613410,Дзержинский сельсовет,2013,90.0
4614000,Емельяновский муниципальный район,2011,268.0
4614000,Емельяновский муниципальный район,2012,130.0
4614000,Емельяновский муниципальный район,2013,130.0
4614151,поселок Емельяново,2011,220.0
4614151,поселок Емельяново,2012,104.0
4614151,поселок Емельяново,2013,104.0
4614156,поселок Памяти 13 Борцов,2011,30.0
4614156,поселок Памяти 13 Борцов,2012,14.0
4614156,поселок Памяти 13 Борцов,2013,14.0
4614443,Устюгский сельсовет,2011,18.0
4614443,Устюгский сельсовет,2012,12.0
4614443,Устюгский сельсовет,2013,12.0
4615000,Енисейский муниципальный район,2011,144.0
4615000,Енисейский муниципальный район,2012,45.0
4615000,Енисейский муниципальный район,2013,45.0
4615155,поселок Подтесово,2011,22.0
4615155,поселок Подтесово,2012,11.0
4615155,поселок Подтесово,2013,11.0
4615409,Епишинский сельсовет,2011,40.0
4615425,Новоназимовский сельсовет,2011,16.0
4615425,Новоназимовский сельсовет,2012,7.0
4615425,Новоназимовский сельсовет,2013,7.0
4615437,Новокаргинский сельсовет,2011,26.0
4615437,Новокаргинский сельсовет,2012,11.0
4615437,Новокаргинский сельсовет,2013,11.0
4615458,Ярцевский сельсовет,2011,40.0
4615458,Ярцевский сельсовет,2012,16.0
4615458,Ярцевский сельсовет,2013,16.0
4616000,Ермаковский муниципальный район,2011,242.0
4616000,Ермаковский муниципальный район,2012,121.0
4616000,Ермаковский муниципальный район,2013,121.0
4616404,Верхнеусинский сельсовет,2011,20.0
4616404,Верхнеусинский сельсовет,2012,10.0
4616404,Верхнеусинский сельсовет,2013,10.0
4616410,Ермаковский сельсовет,2011,222.0
4616410,Ермаковский сельсовет,2012,111.0
4616410,Ермаковский сельсовет,2013,111.0
4617000,Идринский муниципальный район,2011,132.0
4617000,Идринский муниципальный район,2012,66.0
4617000,Идринский муниципальный район,2013,66.0
4617422,Идринский сельсовет,2011,132.0
4617422,Идринский сельсовет,2012,66.0
4617422,Идринский сельсовет,2013,66.0
4618000,Иланский муниципальный район,2011,210.0
4618000,Иланский муниципальный район,2012,121.0
4618000,Иланский муниципальный район,2013,121.0
4618101,город Иланский,2011,180.0
4618101,город Иланский,2012,196.0
4618101,город Иланский,2013,106.0
4618425,Южно-Александровский сельсовет,2011,30.0
4618425,Южно-Александровский сельсовет,2012,30.0
4618425,Южно-Александровский сельсовет,2013,15.0
4619000,Ирбейский муниципальный район,2011,222.0
4619000,Ирбейский муниципальный район,2012,113.0
4619000,Ирбейский муниципальный район,2013,113.0
4619413,Ирбейский сельсовет,2011,202.0
4619413,Ирбейский сельсовет,2012,103.0
4619413,Ирбейский сельсовет,2013,103.0
4619431,Тальский сельсовет,2011,20.0
4619431,Тальский сельсовет,2012,10.0
4619431,Тальский сельсовет,2013,10.0
4620000,Казачинский муниципальный район,2011,120.0
4620000,Казачинский муниципальный район,2012,60.0
4620000,Казачинский муниципальный район,2013,60.0
4620413,Казачинский сельсовет,2011,120.0
4620413,Казачинский сельсовет,2012,60.0
4620413,Казачинский сельсовет,2013,60.0
4621000,Канский муниципальный район,2011,86.0
4621000,Канский муниципальный район,2012,38.0
4621000,Канский муниципальный район,2013,38.0
4621407,Астафьевский сельсовет,2011,20.0
4621407,Астафьевский сельсовет,2012,9.0
4621407,Астафьевский сельсовет,2013,9.0
4621413,Браженский сельсовет,2011,20.0
4621413,Браженский сельсовет,2012,10.0
4621413,Браженский сельсовет,2013,10.0
4621436,Таеженский сельсовет,2011,16.0
4621436,Таеженский сельсовет,2012,7.0
4621436,Таеженский сельсовет,2013,7.0
4621440,Чечеульский сельсовет,2011,30.0
4621440,Чечеульский сельсовет,2012,12.0
4621440,Чечеульский сельсовет,2013,12.0
4622000,Каратузский муниципальный район,2011,266.0
4622000,Каратузский муниципальный район,2012,149.0
4622000,Каратузский муниципальный район,2013,149.0
4622404,Верхнекужебарский сельсовет,2011,12.0
4622404,Верхнекужебарский сельсовет,2012,6.0
4622404,Верхнекужебарский сельсовет,2013,6.0
4622407,Каратузский сельсовет,2011,204.0
4622407,Каратузский сельсовет,2012,118.0
4622407,Каратузский сельсовет,2013,118.0
4622413,Моторский сельсовет,2011,50.0
4622413,Моторский сельсовет,2012,25.0
4622413,Моторский сельсовет,2013,25.0
4624000,Кежемский муниципальный район,2011,310.0
4624000,Кежемский муниципальный район,2012,155.0
4624000,Кежемский муниципальный район,2013,153.0
4624101,город Кодинск,2011,242.0
4624101,город Кодинск,2012,121.0
4624101,город Кодинск,2013,123.0
4624403,Заледеевский сельсовет,2012,25.0
4624406,Имбинский сельсовет,2011,60.0
4624406,Имбинский сельсовет,2012,30.0
4624406,Имбинский сельсовет,2013,30.0
4624407,Недокурский сельсовет,2011,8.0
4624407,Недокурский сельсовет,2012,4.0
4626000,Козульский муниципальный район,2011,290.0
4626000,Козульский муниципальный район,2012,131.0
4626000,Козульский муниципальный район,2013,131.0
4626151,поселок Козулька,2011,262.0
4626151,поселок Козулька,2012,111.0
4626151,поселок Козулька,2013,111.0
4626154,поселок Новочернореченский,2012,10.0
4626154,поселок Новочернореченский,2013,10.0
4626402,Балахтонский сельсовет,2011,28.0
