oktmo,name,year,sportschool
35616000,Кировский муниципальный район,2014,2.0
35616000,Кировский муниципальный район,2015,1.0
35616000,Кировский муниципальный район,2016,1.0
35616000,Кировский муниципальный район,2017,1.0
35616000,Кировский муниципальный район,2018,1.0
35616000,Кировский муниципальный район,2019,1.0
35616000,Кировский муниципальный район,2020,1.0
35616000,Кировский муниципальный район,2021,1.0
35616000,Кировский муниципальный район,2022,1.0
35616104,Старый Крым,2015,0.0
35616104,Старый Крым,2016,0.0
35616401,Кировское,2014,1.0
35616401,Кировское,2015,1.0
35616401,Кировское,2016,1.0
35616401,Кировское,2017,1.0
35616401,Кировское,2018,1.0
35616401,Кировское,2019,1.0
35616401,Кировское,2020,1.0
35616401,Кировское,2021,1.0
35616401,Кировское,2022,1.0
35616403,Абрикосовское,2015,0.0
35616403,Абрикосовское,2016,0.0
35616408,Владиславовское,2015,0.0
35616408,Владиславовское,2016,0.0
35616418,Журавское,2015,0.0
35616418,Журавское,2016,0.0
35616422,Золотополенское,2014,1.0
35616422,Золотополенское,2015,0.0
35616422,Золотополенское,2016,0.0
35616426,Льговское,2015,0.0
35616426,Льговское,2016,0.0
35616428,Партизанское,2015,0.0
35616428,Партизанское,2016,0.0
35616430,Первомайское,2015,0.0
35616430,Первомайское,2016,0.0
35616434,Приветненское,2015,0.0
35616434,Приветненское,2016,0.0
35616439,Синицынское,2015,0.0
35616439,Синицынское,2016,0.0
35616446,Токаревское,2015,0.0
35616446,Токаревское,2016,0.0
35616461,Яркополенское,2015,0.0
35616461,Яркополенское,2016,0.0
35620000,Красногвардейский муниципальный район,2014,2.0
35620000,Красногвардейский муниципальный район,2015,2.0
35620000,Красногвардейский муниципальный район,2016,2.0
35620000,Красногвардейский муниципальный район,2017,1.0
35620000,Красногвардейский муниципальный район,2018,1.0
35620000,Красногвардейский муниципальный район,2019,1.0
35620000,Красногвардейский муниципальный район,2020,1.0
35620000,Красногвардейский муниципальный район,2021,1.0
35620000,Красногвардейский муниципальный район,2022,1.0
35620401,Красногвардейское,2014,2.0
35620401,Красногвардейское,2015,2.0
35620401,Красногвардейское,2016,2.0
35620401,Красногвардейское,2017,1.0
35620401,Красногвардейское,2018,1.0
35620401,Красногвардейское,2019,1.0
35620401,Красногвардейское,2020,1.0
35620401,Красногвардейское,2021,1.0
35620401,Красногвардейское,2022,1.0
35620402,Октябрьское,2015,0.0
35620402,Октябрьское,2016,0.0
35620403,Александровское,2015,0.0
35620403,Александровское,2016,0.0
35620406,Амурское,2015,0.0
35620406,Амурское,2016,0.0
35620408,Восходненское,2015,0.0
35620408,Восходненское,2016,0.0
35620410,Зерновское,2015,0.0
35620410,Зерновское,2016,0.0
35620414,Калининское,2015,0.0
35620414,Калининское,2016,0.0
35620418,Клепининское,2015,0.0
35620418,Клепининское,2016,0.0
35620422,Колодезянское,2015,0.0
35620422,Колодезянское,2016,0.0
35620424,Котельниковское,2015,0.0
35620424,Котельниковское,2016,0.0
35620426,Краснознаменское,2015,0.0
35620426,Краснознаменское,2016,0.0
35620429,Ленинское,2015,0.0
35620429,Ленинское,2016,0.0
35620429,Ленинское,2018,0.0
35620436,Марьяновское,2015,0.0
35620436,Марьяновское,2016,0.0
35620436,Марьяновское,2017,0.0
35620436,Марьяновское,2018,0.0
35620436,Марьяновское,2019,0.0
35620440,Найденовское,2015,0.0
35620440,Найденовское,2016,0.0
35620444,Новопокровское,2015,0.0
35620444,Новопокровское,2016,0.0
35620448,Петровское,2015,0.0
35620448,Петровское,2016,0.0
35620453,Полтавское,2015,0.0
35620453,Полтавское,2016,0.0
35620456,Пятихатское,2015,0.0
35620456,Пятихатское,2016,0.0
35620465,Ровновское,2015,0.0
35620465,Ровновское,2016,0.0
35620487,Янтарненское,2015,0.0
35620487,Янтарненское,2016,0.0
35623000,Красноперекопский муниципальный район,2015,0.0
35623000,Красноперекопский муниципальный район,2016,1.0
35623000,Красноперекопский муниципальный район,2017,1.0
35623000,Красноперекопский муниципальный район,2018,1.0
35623000,Красноперекопский муниципальный район,2019,1.0
35623000,Красноперекопский муниципальный район,2020,1.0
35623000,Красноперекопский муниципальный район,2021,1.0
35623000,Красноперекопский муниципальный район,2022,1.0
35623404,Братское,2015,0.0
35623404,Братское,2016,0.0
35623404,Братское,2018,0.0
35623408,Вишневское,2015,0.0
35623408,Вишневское,2016,0.0
35623408,Вишневское,2018,0.0
35623413,Воинское,2015,0.0
35623413,Воинское,2016,0.0
35623413,Воинское,2018,0.0
35623413,Воинское,2019,0.0
35623418,Ильинское,2015,0.0
35623418,Ильинское,2016,0.0
35623422,Ишунское,2015,0.0
35623422,Ишунское,2016,1.0
35623422,Ишунское,2017,1.0
35623422,Ишунское,2018,1.0
35623422,Ишунское,2019,1.0
35623422,Ишунское,2020,1.0
35623422,Ишунское,2021,1.0
35623422,Ишунское,2022,1.0
35623424,Красноармейское,2015,0.0
35623424,Красноармейское,2016,0.0
35623426,Магазинское,2015,0.0
35623426,Магазинское,2016,0.0
35623430,Новопавловское,2015,0.0
35623430,Новопавловское,2016,0.0
35623437,Орловское,2015,0.0
35623437,Орловское,2016,0.0
35623448,Почетненское,2015,0.0
35623448,Почетненское,2016,0.0
35623448,Почетненское,2019,0.0
35623459,Совхозненское,2015,0.0
35623459,Совхозненское,2016,0.0
35623459,Совхозненское,2019,0.0
35623470,Филатовское,2015,0.0
35623470,Филатовское,2016,0.0
35627000,Ленинский муниципальный район,2015,1.0
35627000,Ленинский муниципальный район,2016,1.0
35627000,Ленинский муниципальный район,2017,1.0
35627000,Ленинский муниципальный район,2018,1.0
35627000,Ленинский муниципальный район,2019,1.0
35627000,Ленинский муниципальный район,2020,1.0
35627000,Ленинский муниципальный район,2021,1.0
35627000,Ленинский муниципальный район,2022,1.0
35627105,Щелкино,2015,0.0
35627105,Щелкино,2016,0.0
35627401,Багеровское,2015,0.0
35627401,Багеровское,2016,0.0
35627405,Лениново,2015,1.0
35627405,Лениново,2016,1.0
35627405,Лениново,2017,1.0
35627405,Лениново,2018,1.0
35627405,Лениново,2019,1.0
35627405,Лениново,2020,1.0
35627405,Лениново,2021,1.0
35627405,Лениново,2022,1.0
35627408,Батальненское,2015,0.0
35627408,Батальненское,2016,0.0
35627412,Белинское,2015,0.0
35627412,Белинское,2016,0.0
35627413,Виноградненское,2015,0.0
35627413,Виноградненское,2016,0.0
35627416,Войковское,2015,0.0
35627416,Войковское,2016,0.0
35627420,Глазовское,2015,0.0
35627420,Глазовское,2016,0.0
35627424,Горностаевское,2015,0.0
35627424,Горностаевское,2016,0.0
35627428,Заветненское,2015,0.0
35627428,Заветненское,2016,0.0
35627432,Ильичевское,2015,0.0
35627432,Ильичевское,2016,0.0
35627436,Калиновское,2015,0.0
35627436,Калиновское,2016,0.0
35627437,Кировское,2015,0.0
35627437,Кировское,2016,0.0
35627439,Красногорское,2015,0.0
35627439,Красногорское,2016,0.0
35627446,Ленинское,2015,0.0
35627446,Ленинское,2016,0.0
35627446,Ленинское,2019,0.0
35627448,Луговское,2015,0.0
35627448,Луговское,2016,0.0
35627451,Марфовское,2015,0.0
35627451,Марфовское,2016,0.0
35627454,Марьевское,2015,0.0
35627454,Марьевское,2016,0.0
35627458,Мысовское,2015,0.0
35627458,Мысовское,2016,0.0
35627461,Новониколаевское,2015,0.0
35627461,Новониколаевское,2016,0.0
35627462,Октябрьское,2015,0.0
35627462,Октябрьское,2016,0.0
35627463,Останинское,2015,0.0
35627463,Останинское,2016,0.0
35627464,Приозерновское,2015,0.0
35627464,Приозерновское,2016,0.0
35627475,Семисотское,2015,0.0
35627475,Семисотское,2016,0.0
35627480,Уваровское,2015,0.0
35627480,Уваровское,2016,0.0
35627484,Челядиновское,2015,0.0
35627484,Челядиновское,2016,0.0
35627486,Чистопольское,2015,0.0
35627486,Чистопольское,2016,0.0
35631000,Нижнегорский муниципальный район,2014,1.0
35631000,Нижнегорский муниципальный район,2015,1.0
35631000,Нижнегорский муниципальный район,2016,1.0
35631000,Нижнегорский муниципальный район,2017,1.0
35631000,Нижнегорский муниципальный район,2018,1.0
35631000,Нижнегорский муниципальный район,2020,1.0
35631000,Нижнегорский муниципальный район,2021,1.0
35631000,Нижнегорский муниципальный район,2022,1.0
35631401,Нижнегорское,2014,1.0
35631401,Нижнегорское,2015,1.0
35631401,Нижнегорское,2016,1.0
35631401,Нижнегорское,2017,1.0
35631401,Нижнегорское,2018,1.0
35631401,Нижнегорское,2020,1.0
35631401,Нижнегорское,2021,1.0
35631401,Нижнегорское,2022,1.0
35631404,Акимовское,2015,0.0
35631404,Акимовское,2016,0.0
35631406,Дрофинское,2015,0.0
35631406,Дрофинское,2016,0.0
35631408,Емельяновское,2015,0.0
35631408,Емельяновское,2016,0.0
35631412,Желябовское,2015,0.0
35631412,Желябовское,2016,0.0
35631415,Жемчужинское,2015,0.0
35631415,Жемчужинское,2016,0.0
35631420,Зоркинское,2015,0.0
35631420,Зоркинское,2016,0.0
35631422,Ивановское,2015,0.0
35631422,Ивановское,2016,0.0
35631424,Изобильненское,2015,0.0
35631424,Изобильненское,2016,0.0
35631426,Косточковское,2015,0.0
35631426,Косточковское,2016,0.0
35631428,Лиственское,2015,0.0
35631428,Лиственское,2016,0.0
35631430,Митрофановское,2015,0.0
35631430,Митрофановское,2016,0.0
35631434,Михайловское,2015,0.0
35631434,Михайловское,2016,0.0
35631446,Новогригорьевское,2015,0.0
35631446,Новогригорьевское,2016,0.0
35631450,Охотское,2015,0.0
35631450,Охотское,2016,0.0
35631452,Пшеничненское,2015,0.0
35631452,Пшеничненское,2016,0.0
35631461,Садовое,2015,0.0
35631461,Садовое,2016,0.0
35631472,Уваровское,2015,0.0
35631472,Уваровское,2016,0.0
35631474,Чкаловское,2015,0.0
35631474,Чкаловское,2016,0.0
35635000,Первомайский муниципальный район,2014,1.0
35635000,Первомайский муниципальный район,2015,1.0
35635000,Первомайский муниципальный район,2016,1.0
35635000,Первомайский муниципальный район,2017,1.0
35635000,Первомайский муниципальный район,2018,1.0
35635000,Первомайский муниципальный район,2019,1.0
35635000,Первомайский муниципальный район,2020,1.0
35635000,Первомайский муниципальный район,2021,1.0
35635000,Первомайский муниципальный район,2022,1.0
35635401,Первомайское,2014,1.0
35635401,Первомайское,2015,1.0
35635401,Первомайское,2016,1.0
35635401,Первомайское,2017,1.0
35635401,Первомайское,2018,1.0
35635401,Первомайское,2019,1.0
35635401,Первомайское,2020,1.0
35635401,Первомайское,2021,1.0
35635401,Первомайское,2022,1.0
35635402,Абрикосовское,2015,0.0
35635402,Абрикосовское,2016,0.0
35635403,Алексеевское,2015,0.0
35635403,Алексеевское,2016,0.0
35635404,Войковское,2015,0.0
35635404,Войковское,2016,0.0
35635408,Гвардейское,2015,0.0
35635408,Гвардейское,2016,0.0
35635413,Гришинское,2015,0.0
35635413,Гришинское,2016,0.0
35635419,Калининское,2015,0.0
35635419,Калининское,2016,0.0
35635425,Кормовское,2015,0.0
35635425,Кормовское,2016,0.0
35635436,Крестьяновское,2015,0.0
35635436,Крестьяновское,2016,0.0
35635447,Октябрьское,2015,0.0
35635447,Октябрьское,2016,0.0
35635447,Октябрьское,2018,0.0
35635452,Островское,2015,0.0
35635452,Островское,2016,0.0
35635459,Правдовское,2015,0.0
35635459,Правдовское,2016,0.0
35635461,Сарыбашское,2015,0.0
35635461,Сарыбашское,2016,0.0
35635463,Стахановское,2015,0.0
35635463,Стахановское,2016,0.0
35635465,Степновское,2015,0.0
35635465,Степновское,2016,0.0
35635466,Сусанинское,2015,0.0
35635466,Сусанинское,2016,0.0
35635466,Сусанинское,2019,0.0
35635474,Черновское,2015,0.0
35635474,Черновское,2016,0.0
35639000,Раздольненский муниципальный район,2015,0.0
35639000,Раздольненский муниципальный район,2016,0.0
35639000,Раздольненский муниципальный район,2018,0.0
35639401,Новоселовское,2015,0.0
35639401,Новоселовское,2016,0.0
35639406,Раздольненское,2015,0.0
35639406,Раздольненское,2016,0.0
35639411,Березовское,2015,0.0
35639411,Березовское,2016,0.0
35639422,Ботаническое,2015,0.0
35639422,Ботаническое,2016,0.0
35639433,Зиминское,2015,0.0
35639433,Зиминское,2016,0.0
35639433,Зиминское,2019,0.0
35639454,Ковыльновское,2015,0.0
35639454,Ковыльновское,2016,0.0
35639456,Кукушкинское,2015,0.0
35639456,Кукушкинское,2016,0.0
35639456,Кукушкинское,2018,0.0
35639459,Ручьевское,2015,0.0
35639459,Ручьевское,2016,0.0
35639464,Серебрянское,2015,0.0
35639464,Серебрянское,2016,0.0
35639466,Славновское,2015,0.0
35639466,Славновское,2016,0.0
35639474,Славянское,2015,0.0
35639474,Славянское,2016,0.0
35639480,Чернышевское,2015,0.0
35639480,Чернышевское,2016,0.0
35639480,Чернышевское,2018,0.0
35639480,Чернышевское,2019,0.0
35643000,Сакский муниципальный район,2015,0.0
35643000,Сакский муниципальный район,2016,0.0
35643000,Сакский муниципальный район,2018,1.0
35643000,Сакский муниципальный район,2019,1.0
35643000,Сакский муниципальный район,2020,1.0
35643000,Сакский муниципальный район,2021,1.0
35643000,Сакский муниципальный район,2022,1.0
35643401,Новофедоровское,2015,0.0
35643401,Новофедоровское,2016,0.0
35643404,Вересаевское,2015,0.0
35643404,Вересаевское,2016,0.0
35643406,Веселовское,2015,0.0
35643406,Веселовское,2016,0.0
35643408,Виноградовское,2015,0.0
35643408,Виноградовское,2016,0.0
35643413,Воробьевское,2015,0.0
35643413,Воробьевское,2016,0.0
35643413,Воробьевское,2019,0.0
35643416,Геройское,2015,0.0
35643416,Геройское,2016,0.0
35643418,Добрушинское,2015,0.0
35643418,Добрушинское,2016,0.0
35643420,Зерновское,2015,0.0
35643420,Зерновское,2016,0.0
35643422,Ивановское,2015,0.0
35643422,Ивановское,2016,0.0
35643426,Кольцовское,2015,0.0
35643426,Кольцовское,2016,0.0
35643430,Крайненское,2015,0.0
35643430,Крайненское,2016,0.0
35643434,Крымское,2015,0.0
35643434,Крымское,2016,0.0
35643439,Лесновское,2015,0.0
35643439,Лесновское,2016,0.0
35643439,Лесновское,2017,0.0
35643444,Митяевское,2015,0.0
35643444,Митяевское,2016,0.0
35643447,Молочненское,2015,0.0
35643447,Молочненское,2016,0.0
35643452,Ореховское,2015,0.0
35643452,Ореховское,2016,0.0
35643456,Охотниковское,2015,0.0
35643456,Охотниковское,2016,0.0
35643456,Охотниковское,2018,1.0
35643456,Охотниковское,2019,1.0
35643456,Охотниковское,2020,1.0
35643456,Охотниковское,2021,1.0
35643456,Охотниковское,2022,1.0
35643460,Ромашкинское,2015,0.0
35643460,Ромашкинское,2016,0.0
35643465,Сизовское,2015,0.0
35643465,Сизовское,2016,0.0
35643468,Столбовское,2015,0.0
35643468,Столбовское,2016,0.0
35643470,Суворовское,2015,0.0
35643470,Суворовское,2016,0.0
35643477,Уютненское,2015,0.0
35643477,Уютненское,2016,0.0
35643480,Фрунзенское,2015,0.0
35643480,Фрунзенское,2016,0.0
35643488,Штормовское,2015,0.0
35643488,Штормовское,2016,0.0
35647000,Симферопольский муниципальный район,2014,1.0
35647000,Симферопольский муниципальный район,2015,1.0
35647000,Симферопольский муниципальный район,2016,1.0
35647000,Симферопольский муниципальный район,2017,1.0
35647000,Симферопольский муниципальный район,2018,1.0
35647000,Симферопольский муниципальный район,2019,1.0
35647000,Симферопольский муниципальный район,2020,1.0
35647000,Симферопольский муниципальный район,2021,1.0
35647000,Симферопольский муниципальный район,2022,1.0
35647401,Гвардейское,2014,1.0
35647401,Гвардейское,2015,1.0
35647401,Гвардейское,2016,1.0
35647401,Гвардейское,2017,1.0
35647401,Гвардейское,2018,1.0
35647401,Гвардейское,2019,1.0
35647401,Гвардейское,2020,1.0
35647401,Гвардейское,2021,1.0
35647401,Гвардейское,2022,1.0
35647405,Николаевское,2015,0.0
35647405,Николаевское,2016,0.0
35647405,Николаевское,2019,0.0
35647407,Молодежненское,2015,0.0
35647407,Молодежненское,2016,0.0
35647407,Молодежненское,2018,0.0
35647407,Молодежненское,2019,0.0
35647410,Школьненское,2015,0.0
35647410,Школьненское,2016,0.0
35647413,Добровское,2015,0.0
35647413,Добровское,2016,0.0
35647413,Добровское,2018,0.0
35647413,Добровское,2019,0.0
35647419,Донское,2015,0.0
35647419,Донское,2016,0.0
35647419,Донское,2017,0.0
35647419,Донское,2018,0.0
35647419,Донское,2019,0.0
35647422,Журавлевское,2015,0.0
35647422,Журавлевское,2016,0.0
35647422,Журавлевское,2018,0.0
35647429,Кольчугинское,2015,0.0
35647429,Кольчугинское,2016,0.0
35647429,Кольчугинское,2017,0.0
35647429,Кольчугинское,2018,0.0
35647433,Мазанское,2015,0.0
35647433,Мазанское,2016,0.0
35647438,Мирновское,2015,0.0
35647438,Мирновское,2016,0.0
35647446,Новоандреевское,2015,0.0
35647446,Новоандреевское,2016,0.0
35647446,Новоандреевское,2018,0.0
35647446,Новоандреевское,2019,0.0
35647448,Новоселовское,2015,0.0
35647448,Новоселовское,2016,0.0
35647448,Новоселовское,2018,0.0
35647448,Новоселовское,2019,0.0
35647450,Первомайское,2015,0.0
35647450,Первомайское,2016,0.0
35647450,Первомайское,2019,0.0
35647454,Перовское,2015,0.0
35647454,Перовское,2016,0.0
35647456,Пожарское,2015,0.0
35647456,Пожарское,2016,0.0
35647456,Пожарское,2018,0.0
35647456,Пожарское,2019,0.0
35647458,Родниковское,2015,0.0
35647458,Родниковское,2016,0.0
35647458,Родниковское,2018,0.0
35647464,Скворцовское,2015,0.0
35647464,Скворцовское,2016,0.0
35647464,Скворцовское,2019,0.0
35647470,Трудовское,2015,0.0
35647470,Трудовское,2016,0.0
35647475,Укромновское,2015,0.0
35647475,Укромновское,2016,0.0
35647480,Урожайновское,2015,0.0
35647480,Урожайновское,2016,0.0
35647480,Урожайновское,2018,0.0
35647480,Урожайновское,2019,0.0
35647487,Чистенское,2015,0.0
35647487,Чистенское,2016,0.0
35647487,Чистенское,2017,0.0
35647487,Чистенское,2018,0.0
35647487,Чистенское,2019,0.0
35647490,Широковское,2015,0.0
35647490,Широковское,2016,0.0
35647490,Широковское,2018,0.0
35647490,Широковское,2019,0.0
35652000,Советский муниципальный район,2014,1.0
35652000,Советский муниципальный район,2015,1.0
35652000,Советский муниципальный район,2016,1.0
35652000,Советский муниципальный район,2017,1.0
35652000,Советский муниципальный район,2018,1.0
35652000,Советский муниципальный район,2019,1.0
35652000,Советский муниципальный район,2020,1.0
35652000,Советский муниципальный район,2021,1.0
35652000,Советский муниципальный район,2022,1.0
35652401,Советское,2014,1.0
35652401,Советское,2015,1.0
35652401,Советское,2016,1.0
35652401,Советское,2017,1.0
35652401,Советское,2018,1.0
35652401,Советское,2019,1.0
35652401,Советское,2020,1.0
35652401,Советское,2021,1.0
35652401,Советское,2022,1.0
35652408,Дмитровское,2015,0.0
35652408,Дмитровское,2016,0.0
35652411,Заветненское,2015,0.0
35652411,Заветненское,2016,0.0
35652422,Ильичевское,2015,0.0
35652422,Ильичевское,2016,0.0
35652433,Красногвардейское,2015,0.0
35652433,Красногвардейское,2016,0.0
35652439,Краснофлотское,2015,0.0
35652439,Краснофлотское,2016,0.0
35652455,Некрасовское,2015,0.0
35652455,Некрасовское,2016,0.0
35652455,Некрасовское,2018,0.0
35652466,Прудовское,2015,0.0
35652466,Прудовское,2016,0.0
35652468,Пушкинское,2015,0.0
35652468,Пушкинское,2016,0.0
35652477,Урожайновское,2015,0.0
35652477,Урожайновское,2016,0.0
35652482,Чапаевское,2015,0.0
35652482,Чапаевское,2016,0.0
35652486,Черноземненское,2015,0.0
35652486,Черноземненское,2016,0.0
35656000,Черноморский муниципальный район,2014,1.0
35656000,Черноморский муниципальный район,2015,1.0
35656000,Черноморский муниципальный район,2016,1.0
35656000,Черноморский муниципальный район,2017,1.0
35656000,Черноморский муниципальный район,2018,1.0
35656000,Черноморский муниципальный район,2019,1.0
35656000,Черноморский муниципальный район,2020,1.0
35656000,Черноморский муниципальный район,2021,1.0
35656000,Черноморский муниципальный район,2022,1.0
35656401,Черноморское,2014,1.0
35656401,Черноморское,2015,1.0
35656401,Черноморское,2016,1.0
35656401,Черноморское,2017,1.0
35656401,Черноморское,2018,1.0
35656401,Черноморское,2019,1.0
35656401,Черноморское,2020,1.0
35656401,Черноморское,2021,1.0
35656401,Черноморское,2022,1.0
35656411,Далековское,2015,0.0
35656411,Далековское,2016,0.0
35656422,Кировское,2015,0.0
35656422,Кировское,2016,0.0
35656433,Краснополянское,2015,0.0
35656433,Краснополянское,2016,0.0
35656433,Краснополянское,2019,0.0
35656435,Красноярское,2015,0.0
35656435,Красноярское,2016,0.0
35656444,Медведевское,2015,0.0
35656444,Медведевское,2016,0.0
35656444,Медведевское,2017,0.0
35656444,Медведевское,2018,0.0
35656444,Медведевское,2019,0.0
35656448,Межводненское,2015,0.0
35656448,Межводненское,2016,0.0
35656456,Новоивановское,2015,0.0
35656456,Новоивановское,2016,0.0
35656460,Новосельское,2015,0.0
35656460,Новосельское,2016,0.0
35656460,Новосельское,2017,0.0
35656460,Новосельское,2018,0.0
35656460,Новосельское,2019,0.0
35656473,Окуневское,2015,0.0
35656473,Окуневское,2016,0.0
35656478,Оленевское,2015,0.0
35656478,Оленевское,2016,0.0
35701000,Симферополь,2014,20.0
35701000,Симферополь,2015,18.0
35701000,Симферополь,2016,17.0
35701000,Симферополь,2017,16.0
35701000,Симферополь,2018,18.0
35701000,Симферополь,2019,17.0
35701000,Симферополь,2020,17.0
35701000,Симферополь,2021,18.0
35701000,Симферополь,2022,18.0
35703000,Алушта,2014,2.0
35703000,Алушта,2015,8.0
35703000,Алушта,2016,2.0
35703000,Алушта,2017,2.0
35703000,Алушта,2018,2.0
35703000,Алушта,2019,1.0
35703000,Алушта,2020,2.0
35703000,Алушта,2021,2.0
35703000,Алушта,2022,2.0
35706000,Армянск,2014,1.0
35706000,Армянск,2015,1.0
35706000,Армянск,2016,1.0
35706000,Армянск,2017,1.0
35706000,Армянск,2018,1.0
35706000,Армянск,2019,1.0
35706000,Армянск,2020,1.0
35706000,Армянск,2021,1.0
35706000,Армянск,2022,1.0
35709000,Джанкой,2014,1.0
35709000,Джанкой,2015,1.0
35709000,Джанкой,2016,2.0
35709000,Джанкой,2017,2.0
35709000,Джанкой,2018,1.0
35709000,Джанкой,2019,1.0
35709000,Джанкой,2020,1.0
35709000,Джанкой,2021,1.0
35709000,Джанкой,2022,1.0
35712000,Евпатория,2014,3.0
35712000,Евпатория,2015,3.0
35712000,Евпатория,2016,3.0
35712000,Евпатория,2017,3.0
35712000,Евпатория,2018,2.0
35712000,Евпатория,2019,2.0
35712000,Евпатория,2020,3.0
35712000,Евпатория,2021,3.0
35712000,Евпатория,2022,2.0
35715000,Керчь,2015,1.0
35715000,Керчь,2016,1.0
35715000,Керчь,2017,2.0
35715000,Керчь,2018,2.0
35715000,Керчь,2019,1.0
35715000,Керчь,2020,2.0
35715000,Керчь,2021,2.0
35715000,Керчь,2022,2.0
35718000,Красноперекопск,2014,1.0
35718000,Красноперекопск,2015,1.0
35718000,Красноперекопск,2016,1.0
35718000,Красноперекопск,2017,1.0
35718000,Красноперекопск,2018,1.0
35718000,Красноперекопск,2019,1.0
35718000,Красноперекопск,2020,1.0
35718000,Красноперекопск,2021,1.0
35718000,Красноперекопск,2022,1.0
35721000,Саки,2014,1.0
35721000,Саки,2015,1.0
35721000,Саки,2016,1.0
35721000,Саки,2017,1.0
35721000,Саки,2018,1.0
35721000,Саки,2019,1.0
35721000,Саки,2020,1.0
35721000,Саки,2021,1.0
35721000,Саки,2022,1.0
35723000,Судак,2014,1.0
35723000,Судак,2015,1.0
35723000,Судак,2016,1.0
35723000,Судак,2017,1.0
35723000,Судак,2018,1.0
35723000,Судак,2019,1.0
35723000,Судак,2020,1.0
35723000,Судак,2021,1.0
35726000,Феодосия,2014,2.0
35726000,Феодосия,2015,2.0
35726000,Феодосия,2016,2.0
35726000,Феодосия,2017,2.0
35726000,Феодосия,2018,2.0
35726000,Феодосия,2019,2.0
35726000,Феодосия,2020,2.0
35726000,Феодосия,2021,2.0
35726000,Феодосия,2022,2.0
35729000,Ялта,2014,3.0
35729000,Ялта,2015,3.0
35729000,Ялта,2016,3.0
35729000,Ялта,2017,3.0
35729000,Ялта,2018,3.0
35729000,Ялта,2019,4.0
35729000,Ялта,2020,4.0
35729000,Ялта,2021,5.0
35729000,Ялта,2022,5.0
36602000,Алексеевский муниципальный район,2006,1.0
36602000,Алексеевский муниципальный район,2007,1.0
36602000,Алексеевский муниципальный район,2018,0.0
36602000,Алексеевский муниципальный район,2019,0.0
36602404,Авангард,2018,0.0
36602404,Авангард,2019,0.0
36602408,Алексеевка,2006,1.0
36602408,Алексеевка,2007,1.0
36602408,Алексеевка,2018,0.0
36602408,Алексеевка,2019,0.0
36602412,Гавриловка,2018,0.0
36602412,Гавриловка,2019,0.0
36602416,Герасимовка,2018,0.0
36602416,Герасимовка,2019,0.0
36602420,Летниково,2018,0.0
36602420,Летниково,2019,0.0
36604000,Безенчукский муниципальный район,2006,5.0
36604000,Безенчукский муниципальный район,2007,3.0
36604000,Безенчукский муниципальный район,2008,3.0
36604000,Безенчукский муниципальный район,2009,5.0
36604000,Безенчукский муниципальный район,2010,5.0
36604000,Безенчукский муниципальный район,2011,2.0
36604000,Безенчукский муниципальный район,2012,2.0
36604000,Безенчукский муниципальный район,2013,1.0
36604000,Безенчукский муниципальный район,2014,1.0
36604000,Безенчукский муниципальный район,2015,2.0
36604000,Безенчукский муниципальный район,2016,2.0
36604000,Безенчукский муниципальный район,2017,2.0
36604000,Безенчукский муниципальный район,2018,2.0
36604000,Безенчукский муниципальный район,2019,2.0
36604000,Безенчукский муниципальный район,2020,2.0
36604000,Безенчукский муниципальный район,2021,2.0
36604000,Безенчукский муниципальный район,2022,2.0
36604151,Безенчук,2006,3.0
36604151,Безенчук,2007,3.0
36604151,Безенчук,2008,3.0
36604151,Безенчук,2009,2.0
36604151,Безенчук,2010,2.0
36604151,Безенчук,2011,2.0
36604151,Безенчук,2012,2.0
36604151,Безенчук,2013,1.0
36604151,Безенчук,2014,1.0
36604151,Безенчук,2015,2.0
36604151,Безенчук,2016,2.0
36604151,Безенчук,2017,2.0
36604151,Безенчук,2018,2.0
36604151,Безенчук,2019,2.0
36604151,Безенчук,2020,2.0
36604151,Безенчук,2021,2.0
36604151,Безенчук,2022,2.0
36604408,Васильевка,2006,1.0
36604408,Васильевка,2009,1.0
36604408,Васильевка,2010,1.0
36604416,Звезда,2009,1.0
36604416,Звезда,2010,1.0
36604430,Песочное,2006,1.0
36604430,Песочное,2009,1.0
36604430,Песочное,2010,1.0
36606000,Богатовский муниципальный район,2006,1.0
36606000,Богатовский муниципальный район,2007,1.0
36606000,Богатовский муниципальный район,2008,1.0
36606000,Богатовский муниципальный район,2009,1.0
36606000,Богатовский муниципальный район,2010,1.0
36606000,Богатовский муниципальный район,2011,1.0
36606000,Богатовский муниципальный район,2012,1.0
36606000,Богатовский муниципальный район,2013,5.0
36606000,Богатовский муниципальный район,2014,5.0
36606000,Богатовский муниципальный район,2015,5.0
36606000,Богатовский муниципальный район,2016,1.0
36606000,Богатовский муниципальный район,2017,4.0
36606000,Богатовский муниципальный район,2018,4.0
36606000,Богатовский муниципальный район,2019,2.0
36606000,Богатовский муниципальный район,2020,2.0
36606000,Богатовский муниципальный район,2021,2.0
36606000,Богатовский муниципальный район,2022,2.0
36606404,Арзамасцевка,2013,1.0
36606404,Арзамасцевка,2014,1.0
36606404,Арзамасцевка,2015,1.0
36606408,Богатое,2006,1.0
36606408,Богатое,2008,1.0
36606408,Богатое,2009,1.0
36606408,Богатое,2010,1.0
36606408,Богатое,2011,1.0
36606408,Богатое,2012,1.0
36606408,Богатое,2013,1.0
36606408,Богатое,2014,1.0
