oktmo,name,year,pollutcapturedperc
70640000,Суворовский муниципальный район,2014,75.5
70640000,Суворовский муниципальный район,2015,83.9
70640000,Суворовский муниципальный район,2016,84.7
70644000,Узловский муниципальный район,2014,34.7
70644000,Узловский муниципальный район,2015,37.7
70644000,Узловский муниципальный район,2016,38.4
70648000,Щекинский муниципальный район,2014,76.5
70648000,Щекинский муниципальный район,2015,77.2
70648000,Щекинский муниципальный район,2016,79.7
70650000,Ясногорский муниципальный район,2014,9.6
70650000,Ясногорский муниципальный район,2015,30.1
70650000,Ясногорский муниципальный район,2016,19.1
70701000,город Тула,2014,43.8
70701000,город Тула,2015,43.1
70701000,город Тула,2016,46.5
70702000,рабочий поселок Новогуровский,2014,79.8
70712000,город Донской,2014,83.8
70712000,город Донской,2015,83.8
70712000,город Донской,2016,84.6
70724000,город Новомосковск,2014,91.8
70724000,город Новомосковск,2015,91.4
70724000,город Новомосковск,2016,96.3
71603000,Абатский муниципальный район,2014,94.6
71603000,Абатский муниципальный район,2015,74.2
71603000,Абатский муниципальный район,2016,85.1
71603000,Абатский муниципальный район,2017,88.2
71605000,Армизонский муниципальный район,2014,48.3
71605000,Армизонский муниципальный район,2015,31.9
71605000,Армизонский муниципальный район,2016,38.0
71605000,Армизонский муниципальный район,2017,11.4
71607000,Аромашевский муниципальный район,2014,8.0
71607000,Аромашевский муниципальный район,2015,8.9
71607000,Аромашевский муниципальный район,2016,9.0
71607000,Аромашевский муниципальный район,2017,5.2
71610000,Бердюжский муниципальный район,2014,31.9
71610000,Бердюжский муниципальный район,2015,31.8
71610000,Бердюжский муниципальный район,2016,34.5
71610000,Бердюжский муниципальный район,2017,22.5
71613000,Вагайский муниципальный район,2014,93.2
71613000,Вагайский муниципальный район,2015,90.1
71613000,Вагайский муниципальный район,2016,91.1
71613000,Вагайский муниципальный район,2017,86.1
71615000,Викуловский муниципальный район,2014,27.2
71615000,Викуловский муниципальный район,2015,1.3
71618000,Голышмановский муниципальный район,2014,48.2
71618000,Голышмановский муниципальный район,2015,1.1
71618000,Голышмановский муниципальный район,2016,12.0
71618000,Голышмановский муниципальный район,2017,7.9
71624000,Исетский муниципальный район,2014,57.0
71624000,Исетский муниципальный район,2015,21.4
71624000,Исетский муниципальный район,2016,21.9
71624000,Исетский муниципальный район,2017,23.1
71626000,Ишимский муниципальный район,2014,3.1
71626000,Ишимский муниципальный район,2015,1.0
71626000,Ишимский муниципальный район,2016,0.2
71626000,Ишимский муниципальный район,2017,0.6
71630000,Казанский муниципальный район,2014,29.6
71630000,Казанский муниципальный район,2015,29.0
71630000,Казанский муниципальный район,2016,31.2
71630000,Казанский муниципальный район,2017,24.7
71632000,Нижнетавдинский муниципальный район,2014,42.7
71632000,Нижнетавдинский муниципальный район,2015,43.4
71632000,Нижнетавдинский муниципальный район,2016,49.4
71632000,Нижнетавдинский муниципальный район,2017,51.1
71634000,Омутинский муниципальный район,2014,99.3
71634000,Омутинский муниципальный район,2015,98.7
71634000,Омутинский муниципальный район,2016,98.7
71634000,Омутинский муниципальный район,2017,98.8
71636000,Сладковский муниципальный район,2014,10.6
71636000,Сладковский муниципальный район,2015,7.2
71636000,Сладковский муниципальный район,2016,7.2
71636000,Сладковский муниципальный район,2017,8.3
71638000,Сорокинский муниципальный район,2014,66.3
71638000,Сорокинский муниципальный район,2015,66.2
71638000,Сорокинский муниципальный район,2016,79.0
71638000,Сорокинский муниципальный район,2017,82.9
71644000,Тюменский муниципальный район,2014,58.6
71644000,Тюменский муниципальный район,2015,78.2
71644000,Тюменский муниципальный район,2016,62.3
71644000,Тюменский муниципальный район,2017,73.8
71648000,Уватский муниципальный район,2014,0.3
71648000,Уватский муниципальный район,2015,4.0
71648000,Уватский муниципальный район,2016,4.4
71648000,Уватский муниципальный район,2017,10.0
71650000,Упоровский муниципальный район,2014,40.5
71650000,Упоровский муниципальный район,2015,29.8
71650000,Упоровский муниципальный район,2016,34.4
71650000,Упоровский муниципальный район,2017,32.1
71653000,Юргинский муниципальный район,2014,78.1
71653000,Юргинский муниципальный район,2015,85.0
71653000,Юргинский муниципальный район,2016,84.3
71653000,Юргинский муниципальный район,2017,84.4
71658000,Ярковский муниципальный район,2014,0.3
71658000,Ярковский муниципальный район,2015,39.5
71658000,Ярковский муниципальный район,2016,50.1
71658000,Ярковский муниципальный район,2017,24.9
71701000,город Тюмень,2014,61.1
71701000,город Тюмень,2015,83.2
71701000,город Тюмень,2016,82.9
71701000,город Тюмень,2017,84.7
71703000,Заводоуковский,2014,8.9
71703000,Заводоуковский,2015,6.6
71703000,Заводоуковский,2016,6.5
71703000,Заводоуковский,2017,9.1
71705000,город Ишим,2014,65.4
71705000,город Ишим,2015,64.5
71705000,город Ишим,2016,66.8
71705000,город Ишим,2017,70.2
71710000,город Тобольск,2014,4.5
71710000,город Тобольск,2015,46.0
71710000,город Тобольск,2016,49.4
71710000,город Тобольск,2017,48.2
71715000,город Ялуторовск,2014,75.9
71715000,город Ялуторовск,2015,78.9
71715000,город Ялуторовск,2016,80.9
71715000,город Ялуторовск,2017,79.6
71811000,Белоярский муниципальный район,2017,0.7
71819000,Нижневартовский муниципальный район,2017,0.1
71821000,Октябрьский муниципальный район,2014,0.1
71821000,Октябрьский муниципальный район,2016,5.5
71821000,Октябрьский муниципальный район,2017,4.3
71826000,Сургутский муниципальный район,2014,0.3
71826000,Сургутский муниципальный район,2015,0.3
71826000,Сургутский муниципальный район,2016,0.3
71826000,Сургутский муниципальный район,2017,0.7
71829000,Ханты-Мансийский муниципальный район,2015,0.2
71829000,Ханты-Мансийский муниципальный район,2016,0.3
71829000,Ханты-Мансийский муниципальный район,2017,0.6
71873000,Мегион,2014,0.6
71873000,Мегион,2015,0.4
71873000,Мегион,2016,0.2
71873000,Мегион,2017,0.2
71874000,Нефтеюганск,2014,2.0
71874000,Нефтеюганск,2015,1.5
71874000,Нефтеюганск,2016,0.7
71874000,Нефтеюганск,2017,0.3
71875000,Нижневартовск,2014,0.3
71875000,Нижневартовск,2015,0.2
71875000,Нижневартовск,2016,0.2
71875000,Нижневартовск,2017,1.0
71876000,Сургут,2014,0.6
71876000,Сургут,2015,0.4
71876000,Сургут,2016,0.2
71876000,Сургут,2017,0.5
71877000,Радужный,2014,0.6
71877000,Радужный,2015,0.2
71877000,Радужный,2016,0.3
71877000,Радужный,2017,0.6
71878000,Урай,2014,0.2
71878000,Урай,2015,0.1
71878000,Урай,2016,0.7
71883000,Когалым,2017,0.1
71884000,Покачи,2014,0.1
71884000,Покачи,2015,0.1
71884000,Покачи,2016,0.1
71884000,Покачи,2017,0.1
71885000,Пыть-Ях,2015,0.1
71885000,Пыть-Ях,2017,0.1
71916000,Надымский муниципальный район,2016,0.1
71916000,Надымский муниципальный район,2017,0.1
71918000,Приуральский муниципальный район,2014,14.3
71918000,Приуральский муниципальный район,2015,5.3
71928000,Ямальский муниципальный район,2016,0.1
71956000,город Новый Уренгой,2016,2.0
71956000,город Новый Уренгой,2017,1.8
73602000,Базарносызганский муниципальный район,2014,4.4
73602000,Базарносызганский муниципальный район,2015,7.5
73602000,Базарносызганский муниципальный район,2016,7.4
73602000,Базарносызганский муниципальный район,2017,7.2
73604000,Барышский муниципальный район,2014,2.4
73604000,Барышский муниципальный район,2015,3.9
73604000,Барышский муниципальный район,2016,27.0
73604000,Барышский муниципальный район,2017,25.9
73607000,Вешкаймский муниципальный район,2014,6.9
73607000,Вешкаймский муниципальный район,2015,21.9
73607000,Вешкаймский муниципальный район,2016,27.9
73607000,Вешкаймский муниципальный район,2017,51.1
73610000,Инзенский муниципальный район,2014,5.5
73610000,Инзенский муниципальный район,2015,21.2
73610000,Инзенский муниципальный район,2016,26.6
73610000,Инзенский муниципальный район,2017,27.3
73614000,Карсунский муниципальный район,2015,0.1
73616000,Кузоватовский муниципальный район,2014,95.8
73616000,Кузоватовский муниципальный район,2015,5.6
73616000,Кузоватовский муниципальный район,2016,91.2
73616000,Кузоватовский муниципальный район,2017,80.6
73620000,Майнский муниципальный район,2014,55.3
73620000,Майнский муниципальный район,2015,43.9
73629000,Новоспасский муниципальный район,2014,91.0
73629000,Новоспасский муниципальный район,2015,90.2
73629000,Новоспасский муниципальный район,2016,83.9
73629000,Новоспасский муниципальный район,2017,77.2
73632000,Павловский муниципальный район,2014,0.1
73632000,Павловский муниципальный район,2015,0.1
73632000,Павловский муниципальный район,2016,0.2
73636000,Сенгилеевский муниципальный район,2014,47.6
73636000,Сенгилеевский муниципальный район,2015,49.8
73636000,Сенгилеевский муниципальный район,2016,79.5
73636000,Сенгилеевский муниципальный район,2017,79.9
73639000,Старокулаткинский муниципальный район,2014,3.3
73639000,Старокулаткинский муниципальный район,2015,21.5
73639000,Старокулаткинский муниципальный район,2016,8.2
73639000,Старокулаткинский муниципальный район,2017,3.7
73642000,Старомайнский муниципальный район,2014,59.0
73642000,Старомайнский муниципальный район,2015,39.9
73642000,Старомайнский муниципальный район,2016,39.8
73642000,Старомайнский муниципальный район,2017,34.2
73644000,Сурский муниципальный район,2014,88.9
73644000,Сурский муниципальный район,2015,17.2
73644000,Сурский муниципальный район,2016,90.8
73644000,Сурский муниципальный район,2017,91.5
73648000,Тереньгульский муниципальный район,2014,1.3
73652000,Ульяновский муниципальный район,2014,67.0
73652000,Ульяновский муниципальный район,2015,61.4
73652000,Ульяновский муниципальный район,2016,68.3
73652000,Ульяновский муниципальный район,2017,72.0
73654000,Цильнинский муниципальный район,2014,3.6
73654000,Цильнинский муниципальный район,2015,2.4
73654000,Цильнинский муниципальный район,2016,2.1
73654000,Цильнинский муниципальный район,2017,2.0
73656000,Чердаклинский муниципальный район,2014,55.2
73656000,Чердаклинский муниципальный район,2015,56.6
73656000,Чердаклинский муниципальный район,2016,57.4
73656000,Чердаклинский муниципальный район,2017,48.5
73700000,Городские округа Ульяновской области/,2014,76.8
73700000,Городские округа Ульяновской области/,2015,77.5
73700000,Городские округа Ульяновской области/,2016,76.4
73700000,Городские округа Ульяновской области/,2017,75.2
73701000,город Ульяновск,2014,55.7
73701000,город Ульяновск,2015,57.1
73701000,город Ульяновск,2016,42.5
73701000,город Ульяновск,2017,41.5
73705000,город Димитровград,2014,11.1
73705000,город Димитровград,2015,12.9
73705000,город Димитровград,2016,12.7
73705000,город Димитровград,2017,19.0
73715000,город Новоульяновск,2014,93.6
73715000,город Новоульяновск,2015,94.0
73715000,город Новоульяновск,2016,93.6
73715000,город Новоульяновск,2017,93.7
75603000,Агаповский муниципальный район,2014,97.8
75603000,Агаповский муниципальный район,2015,96.9
75603000,Агаповский муниципальный район,2016,97.8
75603000,Агаповский муниципальный район,2017,97.5
75606000,Аргаяшский муниципальный район,2014,1.6
75606000,Аргаяшский муниципальный район,2015,22.8
75606000,Аргаяшский муниципальный район,2016,43.8
75606000,Аргаяшский муниципальный район,2017,72.5
75609000,Ашинский муниципальный район,2014,81.1
75609000,Ашинский муниципальный район,2015,47.4
75609000,Ашинский муниципальный район,2016,82.3
75609000,Ашинский муниципальный район,2017,76.0
75612000,Брединский муниципальный район,2014,39.3
75612000,Брединский муниципальный район,2015,52.9
75612000,Брединский муниципальный район,2016,52.8
75614000,Варненский муниципальный район,2014,55.3
75614000,Варненский муниципальный район,2016,39.1
75614000,Варненский муниципальный район,2017,87.5
75617000,Верхнеуральский муниципальный район,2014,26.4
75617000,Верхнеуральский муниципальный район,2015,29.5
75617000,Верхнеуральский муниципальный район,2016,31.2
75617000,Верхнеуральский муниципальный район,2017,35.6
75619000,Еманжелинский муниципальный район,2014,9.2
75619000,Еманжелинский муниципальный район,2015,9.4
75619000,Еманжелинский муниципальный район,2016,9.6
75619000,Еманжелинский муниципальный район,2017,20.3
75620000,Еткульский муниципальный район,2014,58.0
75620000,Еткульский муниципальный район,2015,69.2
75620000,Еткульский муниципальный район,2016,67.8
75620000,Еткульский муниципальный район,2017,68.4
75623000,Карталинский муниципальный район,2014,86.6
75623000,Карталинский муниципальный район,2015,82.3
75623000,Карталинский муниципальный район,2016,80.7
75623000,Карталинский муниципальный район,2017,72.4
75626000,Каслинский муниципальный район,2014,72.3
75626000,Каслинский муниципальный район,2015,58.5
75626000,Каслинский муниципальный район,2016,55.8
75626000,Каслинский муниципальный район,2017,52.6
75629000,Катав-Ивановский муниципальный район,2014,94.4
75629000,Катав-Ивановский муниципальный район,2015,93.7
75629000,Катав-Ивановский муниципальный район,2016,91.2
75629000,Катав-Ивановский муниципальный район,2017,89.3
75633000,Коркинский муниципальный район,2014,98.4
75633000,Коркинский муниципальный район,2015,98.9
75633000,Коркинский муниципальный район,2016,98.8
75633000,Коркинский муниципальный район,2017,98.9
75634000,Красноармейский муниципальный район,2014,0.8
75634000,Красноармейский муниципальный район,2015,5.8
75634000,Красноармейский муниципальный район,2016,4.8
75634000,Красноармейский муниципальный район,2017,4.2
75638000,Кусинский муниципальный район,2014,7.0
75638000,Кусинский муниципальный район,2015,6.7
75638000,Кусинский муниципальный район,2016,1.3
75638000,Кусинский муниципальный район,2017,5.1
75642000,Нагайбакский муниципальный район,2014,52.9
75642000,Нагайбакский муниципальный район,2015,52.3
75642000,Нагайбакский муниципальный район,2016,50.2
75642000,Нагайбакский муниципальный район,2017,60.6
75644000,Нязепетровский муниципальный район,2014,34.5
75644000,Нязепетровский муниципальный район,2015,26.5
75644000,Нязепетровский муниципальный район,2016,31.0
75644000,Нязепетровский муниципальный район,2017,31.8
75648000,Пластовский муниципальный район,2014,80.2
75648000,Пластовский муниципальный район,2015,79.8
75648000,Пластовский муниципальный район,2016,78.5
75648000,Пластовский муниципальный район,2017,75.7
75649000,Саткинский муниципальный район,2014,95.2
75649000,Саткинский муниципальный район,2015,93.5
75649000,Саткинский муниципальный район,2016,95.1
75649000,Саткинский муниципальный район,2017,96.0
75652000,Сосновский муниципальный район,2014,68.6
75652000,Сосновский муниципальный район,2015,68.2
75652000,Сосновский муниципальный район,2016,69.4
75652000,Сосновский муниципальный район,2017,74.8
75654000,Троицкий муниципальный район,2014,9.1
75654000,Троицкий муниципальный район,2015,10.9
75654000,Троицкий муниципальный район,2016,11.5
75654000,Троицкий муниципальный район,2017,3.2
75655000,Увельский муниципальный район,2014,83.9
75655000,Увельский муниципальный район,2015,83.4
75655000,Увельский муниципальный район,2016,38.9
75655000,Увельский муниципальный район,2017,62.8
75657000,Чебаркульский муниципальный район,2014,12.2
75657000,Чебаркульский муниципальный район,2015,13.1
75657000,Чебаркульский муниципальный район,2016,12.9
75657000,Чебаркульский муниципальный район,2017,12.1
75659000,Чесменский муниципальный район,2014,54.7
75659000,Чесменский муниципальный район,2015,58.9
75659000,Чесменский муниципальный район,2016,44.7
75701000,Челябинский,2014,79.6
75701000,Челябинский,2015,80.6
75701000,Челябинский,2016,80.9
75701000,Челябинский,2017,80.7
75701310,Калининский,2016,82.8
75701315,Курчатовский,2016,97.8
75701320,Ленинский,2016,27.9
75701330,Металлургический,2016,62.0
75701370,Советский,2016,33.3
75701380,Тракторозаводский,2016,87.0
75701390,Центральный,2016,80.4
75706000,Верхнеуфалейский,2014,54.7
75706000,Верхнеуфалейский,2015,54.1
75706000,Верхнеуфалейский,2016,56.9
75706000,Верхнеуфалейский,2017,56.2
75712000,Златоустовский,2014,19.2
75712000,Златоустовский,2015,22.8
75712000,Златоустовский,2016,17.7
75712000,Златоустовский,2017,22.6
75715000,Карабашский,2014,60.2
75715000,Карабашский,2015,88.3
75715000,Карабашский,2016,97.5
75715000,Карабашский,2017,97.6
75728000,Копейский,2014,20.0
75728000,Копейский,2015,91.3
75728000,Копейский,2016,91.3
75728000,Копейский,2017,91.1
75734000,Кыштымский,2014,25.9
75734000,Кыштымский,2015,43.4
75734000,Кыштымский,2016,43.7
75734000,Кыштымский,2017,56.2
75738000,Магнитогорский,2014,60.2
75738000,Магнитогорский,2015,60.9
75738000,Магнитогорский,2016,62.8
75738000,Магнитогорский,2017,63.5
75742000,Миасский,2014,56.6
75742000,Миасский,2015,53.4
75742000,Миасский,2016,52.3
75742000,Миасский,2017,65.5
75752000,Троицкий,2014,94.4
75752000,Троицкий,2015,94.5
75752000,Троицкий,2016,94.6
75752000,Троицкий,2017,93.7
75755000,Усть-Катавский,2014,55.1
75755000,Усть-Катавский,2015,31.1
75755000,Усть-Катавский,2016,36.0
75755000,Усть-Катавский,2017,37.0
75758000,Чебаркульский,2014,31.2
75758000,Чебаркульский,2015,24.3
75758000,Чебаркульский,2016,17.2
75758000,Чебаркульский,2017,14.7
75764000,Южноуральский,2014,93.8
75764000,Южноуральский,2015,91.9
75764000,Южноуральский,2016,94.0
75764000,Южноуральский,2017,93.9
76602000,Агинский муниципальный район,2014,19.8
76602000,Агинский муниципальный район,2015,19.9
76602000,Агинский муниципальный район,2016,25.9
76602000,Агинский муниципальный район,2017,15.9
76604000,ND,2017,34.7
76606000,Балейский муниципальный район,2014,17.0
76606000,Балейский муниципальный район,2015,21.0
76606000,Балейский муниципальный район,2016,21.5
76606000,Балейский муниципальный район,2017,28.9
76609000,Борзинский муниципальный район,2014,60.8
76609000,Борзинский муниципальный район,2015,62.3
76609000,Борзинский муниципальный район,2016,67.9
76609000,Борзинский муниципальный район,2017,57.5
76610000,ND,2017,2.3
76612000,Забайкальский муниципальный район,2014,5.2
76612000,Забайкальский муниципальный район,2015,20.3
76612000,Забайкальский муниципальный район,2016,26.5
76612000,Забайкальский муниципальный район,2017,32.2
76615000,Каларский муниципальный район,2014,43.1
76615000,Каларский муниципальный район,2015,38.7
76615000,Каларский муниципальный район,2016,39.6
76615000,Каларский муниципальный район,2017,36.0
76620000,Карымский муниципальный район,2014,28.0
76620000,Карымский муниципальный район,2015,34.6
76620000,Карымский муниципальный район,2016,36.9
76620000,Карымский муниципальный район,2017,37.0
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2014,89.8
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2015,90.2
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2016,90.0
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2017,91.8
76624000,Кыринский муниципальный район,2014,4.4
76624000,Кыринский муниципальный район,2015,4.3
76624000,Кыринский муниципальный район,2016,5.7
76624000,Кыринский муниципальный район,2017,2.8
76625000,Могойтуйский муниципальный район,2014,35.9
76625000,Могойтуйский муниципальный район,2015,14.9
76625000,Могойтуйский муниципальный район,2016,28.8
76625000,Могойтуйский муниципальный район,2017,15.7
76626000,Могочинский муниципальный район,2014,19.1
76626000,Могочинский муниципальный район,2015,21.5
76626000,Могочинский муниципальный район,2016,40.7
76626000,Могочинский муниципальный район,2017,23.6
76628000,Нерчинский муниципальный район,2014,12.6
76628000,Нерчинский муниципальный район,2015,12.6
76628000,Нерчинский муниципальный район,2016,11.5
76628000,Нерчинский муниципальный район,2017,4.1
76630000,ND,2014,0.1
76630000,ND,2015,0.2
76630000,ND,2016,0.2
76632000,Оловяннинский муниципальный район,2014,90.4
76632000,Оловяннинский муниципальный район,2015,91.3
76632000,Оловяннинский муниципальный район,2016,90.5
76632000,Оловяннинский муниципальный район,2017,88.9
76636000,Петровск-Забайкальский муниципальный район,2014,1.9
76636000,Петровск-Забайкальский муниципальный район,2015,1.9
76636000,Петровск-Забайкальский муниципальный район,2016,2.0
76636000,Петровск-Забайкальский муниципальный район,2017,1.1
76638000,Приаргунский муниципальный район,2014,75.0
76638000,Приаргунский муниципальный район,2015,72.9
76638000,Приаргунский муниципальный район,2016,70.8
76638000,Приаргунский муниципальный район,2017,75.9
76640000,Сретенский муниципальный район,2014,33.5
76640000,Сретенский муниципальный район,2015,33.1
76640000,Сретенский муниципальный район,2016,36.3
76640000,Сретенский муниципальный район,2017,23.1
76644000,Тунгокоченский муниципальный район,2014,5.2
76644000,Тунгокоченский муниципальный район,2015,3.8
76644000,Тунгокоченский муниципальный район,2016,1.2
76646000,Улётовский муниципальный район,2014,15.7
76646000,Улётовский муниципальный район,2015,12.6
76646000,Улётовский муниципальный район,2016,23.1
76646000,Улётовский муниципальный район,2017,25.1
76647000,Хилокский муниципальный район,2014,20.9
76647000,Хилокский муниципальный район,2015,29.3
76647000,Хилокский муниципальный район,2016,25.2
76647000,Хилокский муниципальный район,2017,20.0
76648000,Чернышевский муниципальный район,2014,28.2
76648000,Чернышевский муниципальный район,2015,23.2
76648000,Чернышевский муниципальный район,2016,27.1
76648000,Чернышевский муниципальный район,2017,29.4
76650000,Читинский муниципальный район,2014,37.5
76650000,Читинский муниципальный район,2015,29.8
76650000,Читинский муниципальный район,2016,26.2
76650000,Читинский муниципальный район,2017,23.7
76652000,Шелопугинский муниципальный район,2017,15.8
76654000,Шилкинский муниципальный район,2014,43.4
76654000,Шилкинский муниципальный район,2015,64.1
76654000,Шилкинский муниципальный район,2016,69.2
76654000,Шилкинский муниципальный район,2017,65.0
76700000,Городские округа Забайкальского края/,2014,82.4
76700000,Городские округа Забайкальского края/,2015,80.5
76700000,Городские округа Забайкальского края/,2016,79.0
76700000,Городские округа Забайкальского края/,2017,79.3
76701000,город Чита,2014,83.0
76701000,город Чита,2015,81.0
76701000,город Чита,2016,79.6
76701000,город Чита,2017,80.2
76702000,поселок Агинское,2014,60.6
76702000,поселок Агинское,2015,58.0
76702000,поселок Агинское,2016,47.4
76702000,поселок Агинское,2017,37.9
76715000,город Петровск-Забайкальский,2014,43.4
76715000,город Петровск-Забайкальский,2015,47.4
76715000,город Петровск-Забайкальский,2016,49.9
76715000,город Петровск-Забайкальский,2017,37.7
77603000,Анадырский муниципальный район,2014,42.5
77603000,Анадырский муниципальный район,2015,43.4
77603000,Анадырский муниципальный район,2016,43.3
77603000,Анадырский муниципальный район,2017,42.7
77609000,Билибинский муниципальный район,2017,1.0
77615000,Иультинский муниципальный район (до 2016г.),2014,51.4
77615000,Иультинский муниципальный район (до 2016г.),2015,26.4
77630000,Чаунский муниципальный район (до 2016г.),2014,79.0
77630000,Чаунский муниципальный район (до 2016г.),2015,83.0
77701000,Анадырь,2014,68.1
77701000,Анадырь,2015,65.4
77701000,Анадырь,2016,71.0
77701000,Анадырь,2017,70.9
77705000,Певек,2016,12.8
77705000,Певек,2017,8.4
77710000,Провиденский,2016,44.5
77710000,Провиденский,2017,46.2
77715000,Эгвекинот,2016,26.5
77715000,Эгвекинот,2017,47.8
78603000,Большесельский муниципальный район,2014,4.6
78603000,Большесельский муниципальный район,2015,37.9
78603000,Большесельский муниципальный район,2016,33.5
78603000,Большесельский муниципальный район,2017,23.3
78609000,Брейтовский муниципальный район,2017,19.1
78612000,Гаврилов-Ямский муниципальный район,2014,8.3
78612000,Гаврилов-Ямский муниципальный район,2015,7.8
78612000,Гаврилов-Ямский муниципальный район,2016,0.5
78612000,Гаврилов-Ямский муниципальный район,2017,4.4
78615000,Даниловский муниципальный район,2014,1.1
78615000,Даниловский муниципальный район,2015,0.1
78615000,Даниловский муниципальный район,2016,2.0
78615000,Даниловский муниципальный район,2017,2.2
78618000,Любимский муниципальный район,2014,34.6
78618000,Любимский муниципальный район,2015,34.6
78618000,Любимский муниципальный район,2016,34.2
78618000,Любимский муниципальный район,2017,21.8
78623000,Некоузский муниципальный район,2014,1.5
78623000,Некоузский муниципальный район,2015,36.6
78623000,Некоузский муниципальный район,2016,33.6
78623000,Некоузский муниципальный район,2017,32.4
78629000,Первомайский муниципальный район,2014,21.5
78629000,Первомайский муниципальный район,2015,0.6
78629000,Первомайский муниципальный район,2016,3.7
78629000,Первомайский муниципальный район,2017,0.2
78632000,Переславский муниципальный район (до июня 2019г.),2014,4.0
78632000,Переславский муниципальный район (до июня 2019г.),2015,7.1
78632000,Переславский муниципальный район (до июня 2019г.),2016,6.6
78634000,Пошехонский муниципальный район,2015,62.6
78634000,Пошехонский муниципальный район,2016,61.2
78634000,Пошехонский муниципальный район,2017,59.7
78637000,Ростовский муниципальный район,2014,5.9
78637000,Ростовский муниципальный район,2015,4.7
78637000,Ростовский муниципальный район,2016,1.7
78637000,Ростовский муниципальный район,2017,0.2
78640000,Рыбинский муниципальный район,2014,23.8
78640000,Рыбинский муниципальный район,2015,23.6
78640000,Рыбинский муниципальный район,2016,21.9
78640000,Рыбинский муниципальный район,2017,17.5
78643000,Тутаевский муниципальный район,2014,23.1
78643000,Тутаевский муниципальный район,2015,34.8
78643000,Тутаевский муниципальный район,2016,13.0
78643000,Тутаевский муниципальный район,2017,36.9
78646000,Угличский муниципальный район,2014,8.1
78646000,Угличский муниципальный район,2015,8.8
78646000,Угличский муниципальный район,2016,3.0
78650000,Ярославский муниципальный район,2014,0.4
78650000,Ярославский муниципальный район,2015,1.2
78650000,Ярославский муниципальный район,2016,1.1
78650000,Ярославский муниципальный район,2017,0.3
78701000,город Ярославль,2014,51.7
78701000,город Ярославль,2015,51.3
78701000,город Ярославль,2016,51.1
78701000,город Ярославль,2017,56.9
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2014,41.2
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2015,41.4
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2016,25.0
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2017,27.5
79605000,Гиагинский муниципальный район,2014,96.0
79605000,Гиагинский муниципальный район,2015,93.1
79605000,Гиагинский муниципальный район,2016,82.4
79605000,Гиагинский муниципальный район,2017,81.0
79615000,Кошехабльский муниципальный район,2014,1.1
79615000,Кошехабльский муниципальный район,2015,0.9
79615000,Кошехабльский муниципальный район,2016,0.9
79615000,Кошехабльский муниципальный район,2017,1.0
79618000,Красногвардейский муниципальный район,2014,5.3
79618000,Красногвардейский муниципальный район,2015,3.6
79618000,Красногвардейский муниципальный район,2016,3.7
79618000,Красногвардейский муниципальный район,2017,2.7
79622000,Майкопский муниципальный район,2014,51.3
79622000,Майкопский муниципальный район,2015,44.9
79622000,Майкопский муниципальный район,2016,24.3
79622000,Майкопский муниципальный район,2017,26.4
79630000,Тахтамукайский муниципальный район,2014,36.2
79630000,Тахтамукайский муниципальный район,2015,44.6
79630000,Тахтамукайский муниципальный район,2016,41.1
79630000,Тахтамукайский муниципальный район,2017,41.8
79633000,Теучежский муниципальный район,2014,16.2
79633000,Теучежский муниципальный район,2015,20.1
79633000,Теучежский муниципальный район,2016,16.5
79633000,Теучежский муниципальный район,2017,23.2
79640000,Шовгеновский муниципальный район,2014,51.1
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2014,12.6
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2015,13.6
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2016,9.2
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2017,46.9
79701000,город Майкоп,2014,12.7
79701000,город Майкоп,2015,14.0
79701000,город Майкоп,2016,9.6
79701000,город Майкоп,2017,48.0
80601000,Абзелиловский муниципальный район,2014,45.5
80601000,Абзелиловский муниципальный район,2015,44.4
80601000,Абзелиловский муниципальный район,2016,44.2
80601000,Абзелиловский муниципальный район,2017,38.1
80602000,Альшеевский муниципальный район,2014,6.0
80602000,Альшеевский муниципальный район,2017,0.1
80603000,Архангельский муниципальный район,2014,10.0
80605000,Аургазинский муниципальный район,2014,0.1
80605000,Аургазинский муниципальный район,2015,0.1
80606000,Баймакский муниципальный район,2014,74.3
80606000,Баймакский муниципальный район,2015,75.3
80606000,Баймакский муниципальный район,2016,78.6
80606000,Баймакский муниципальный район,2017,80.3
80607000,Бакалинский муниципальный район,2014,9.8
80607000,Бакалинский муниципальный район,2015,6.5
80607000,Бакалинский муниципальный район,2016,2.1
80607000,Бакалинский муниципальный район,2017,2.5
80608000,Балтачевский муниципальный район,2015,25.7
80609000,Белебеевский муниципальный район,2014,9.1
80609000,Белебеевский муниципальный район,2015,8.6
80609000,Белебеевский муниципальный район,2016,10.1
80609000,Белебеевский муниципальный район,2017,5.3
