oktmo,name,year,pollutcapturedperc
1601000,Алейский муниципальный район,2017,3.6
1602000,Алтайский муниципальный район,2014,37.3
1602000,Алтайский муниципальный район,2015,52.3
1602000,Алтайский муниципальный район,2016,40.8
1602000,Алтайский муниципальный район,2017,43.5
1603000,Баевский муниципальный район,2014,47.9
1603000,Баевский муниципальный район,2015,37.5
1603000,Баевский муниципальный район,2016,15.2
1603000,Баевский муниципальный район,2017,16.5
1604000,Бийский муниципальный район,2014,12.9
1604000,Бийский муниципальный район,2015,20.4
1604000,Бийский муниципальный район,2016,8.9
1604000,Бийский муниципальный район,2017,8.8
1605000,Благовещенский муниципальный район,2014,88.8
1605000,Благовещенский муниципальный район,2015,88.9
1605000,Благовещенский муниципальный район,2016,89.5
1605000,Благовещенский муниципальный район,2017,84.7
1606000,Бурлинский муниципальный район,2014,19.3
1606000,Бурлинский муниципальный район,2015,24.6
1606000,Бурлинский муниципальный район,2016,14.5
1606000,Бурлинский муниципальный район,2017,14.5
1607000,Быстроистокский муниципальный район,2015,16.1
1607000,Быстроистокский муниципальный район,2016,15.9
1607000,Быстроистокский муниципальный район,2017,18.6
1608000,Волчихинский муниципальный район,2014,31.6
1608000,Волчихинский муниципальный район,2015,27.9
1608000,Волчихинский муниципальный район,2016,44.7
1608000,Волчихинский муниципальный район,2017,44.1
1609000,Егорьевский муниципальный район,2014,6.0
1609000,Егорьевский муниципальный район,2015,0.4
1609000,Егорьевский муниципальный район,2016,0.4
1609000,Егорьевский муниципальный район,2017,0.3
1610000,Ельцовский муниципальный район,2016,50.6
1611000,Завьяловский муниципальный район,2014,37.7
1611000,Завьяловский муниципальный район,2015,36.7
1611000,Завьяловский муниципальный район,2016,18.3
1611000,Завьяловский муниципальный район,2017,19.3
1612000,Залесовский муниципальный район,2014,5.9
1612000,Залесовский муниципальный район,2015,6.6
1612000,Залесовский муниципальный район,2016,5.7
1612000,Залесовский муниципальный район,2017,5.6
1613000,Заринский муниципальный район,2014,94.2
1613000,Заринский муниципальный район,2015,94.1
1613000,Заринский муниципальный район,2016,94.3
1613000,Заринский муниципальный район,2017,93.8
1614000,Змеиногорский муниципальный район,2014,23.4
1614000,Змеиногорский муниципальный район,2015,23.2
1614000,Змеиногорский муниципальный район,2016,26.3
1614000,Змеиногорский муниципальный район,2017,28.1
1615000,Калманский муниципальный район,2014,4.2
1615000,Калманский муниципальный район,2015,3.7
1616000,Каменский муниципальный район,2014,47.2
1616000,Каменский муниципальный район,2015,9.1
1616000,Каменский муниципальный район,2016,5.4
1616000,Каменский муниципальный район,2017,6.0
1617000,Ключевский муниципальный район,2014,41.4
1617000,Ключевский муниципальный район,2015,41.1
1617000,Ключевский муниципальный район,2016,41.1
1617000,Ключевский муниципальный район,2017,43.5
1619000,Красногорский муниципальный район,2014,24.5
1619000,Красногорский муниципальный район,2015,39.4
1619000,Красногорский муниципальный район,2016,36.4
1619000,Красногорский муниципальный район,2017,15.6
1620000,Краснощёковский муниципальный район,2014,49.3
1620000,Краснощёковский муниципальный район,2015,48.4
1620000,Краснощёковский муниципальный район,2016,42.4
1620000,Краснощёковский муниципальный район,2017,48.4
1621000,Крутихинский муниципальный район,2017,75.7
1622000,Кулундинский муниципальный район,2014,32.6
1622000,Кулундинский муниципальный район,2015,35.2
1622000,Кулундинский муниципальный район,2016,28.4
1622000,Кулундинский муниципальный район,2017,26.4
1623000,Курьинский муниципальный район,2015,21.4
1623000,Курьинский муниципальный район,2016,17.6
1623000,Курьинский муниципальный район,2017,12.0
1624000,Кытмановский муниципальный район,2014,1.9
1624000,Кытмановский муниципальный район,2015,1.9
1624000,Кытмановский муниципальный район,2016,6.0
1624000,Кытмановский муниципальный район,2017,6.0
1625000,Локтевский муниципальный район,2014,16.5
1625000,Локтевский муниципальный район,2015,17.5
1625000,Локтевский муниципальный район,2016,37.8
1625000,Локтевский муниципальный район,2017,52.7
1626000,Мамонтовский муниципальный район,2014,27.0
1626000,Мамонтовский муниципальный район,2015,23.5
1626000,Мамонтовский муниципальный район,2016,29.4
1626000,Мамонтовский муниципальный район,2017,29.5
1627000,Михайловский муниципальный район,2014,38.7
1627000,Михайловский муниципальный район,2015,23.2
1627000,Михайловский муниципальный район,2016,22.5
1627000,Михайловский муниципальный район,2017,23.4
1628000,Новичихинский муниципальный район,2014,5.1
1628000,Новичихинский муниципальный район,2015,8.9
1628000,Новичихинский муниципальный район,2016,14.3
1628000,Новичихинский муниципальный район,2017,16.7
1629000,Зональный муниципальный район,2014,37.1
1629000,Зональный муниципальный район,2015,40.3
1629000,Зональный муниципальный район,2016,40.3
1629000,Зональный муниципальный район,2017,24.0
1630000,Павловский муниципальный район,2014,43.3
1630000,Павловский муниципальный район,2015,44.0
1630000,Павловский муниципальный район,2016,41.6
1630000,Павловский муниципальный район,2017,40.7
1631000,Панкрушихинский муниципальный район,2015,3.0
1631000,Панкрушихинский муниципальный район,2016,3.2
1631000,Панкрушихинский муниципальный район,2017,3.6
1632000,Первомайский муниципальный район,2014,30.7
1632000,Первомайский муниципальный район,2015,27.9
1632000,Первомайский муниципальный район,2016,23.0
1632000,Первомайский муниципальный район,2017,29.1
1633000,Петропавловский муниципальный район,2014,16.4
1633000,Петропавловский муниципальный район,2015,4.7
1633000,Петропавловский муниципальный район,2016,4.7
1633000,Петропавловский муниципальный район,2017,4.3
1634000,Поспелихинский муниципальный район,2014,79.4
1634000,Поспелихинский муниципальный район,2015,79.5
1634000,Поспелихинский муниципальный район,2016,74.5
1634000,Поспелихинский муниципальный район,2017,71.6
1635000,Ребрихинский муниципальный район,2014,58.7
1635000,Ребрихинский муниципальный район,2015,33.6
1635000,Ребрихинский муниципальный район,2016,33.2
1635000,Ребрихинский муниципальный район,2017,9.4
1636000,Родинский муниципальный район,2014,31.3
1636000,Родинский муниципальный район,2015,22.2
1636000,Родинский муниципальный район,2016,25.3
1636000,Родинский муниципальный район,2017,25.8
1637000,Романовский муниципальный район,2014,16.4
1637000,Романовский муниципальный район,2015,14.6
1637000,Романовский муниципальный район,2016,30.0
1637000,Романовский муниципальный район,2017,30.8
1638000,Рубцовский муниципальный район,2014,17.0
1638000,Рубцовский муниципальный район,2015,17.4
1638000,Рубцовский муниципальный район,2016,22.2
1638000,Рубцовский муниципальный район,2017,22.3
1640000,Смоленский муниципальный район,2014,90.1
1640000,Смоленский муниципальный район,2015,93.7
1640000,Смоленский муниципальный район,2016,89.3
1640000,Смоленский муниципальный район,2017,88.0
1641000,Суетский муниципальный район,2014,1.2
1641000,Суетский муниципальный район,2015,1.1
1641000,Суетский муниципальный район,2016,0.9
1641000,Суетский муниципальный район,2017,0.9
1642000,Советский муниципальный район,2014,64.2
1642000,Советский муниципальный район,2015,66.6
1642000,Советский муниципальный район,2016,69.2
1642000,Советский муниципальный район,2017,66.0
1643000,Солонешенский муниципальный район,2016,73.6
1643000,Солонешенский муниципальный район,2017,73.7
1644000,Солтонский муниципальный район,2016,0.6
1645000,Шелаболихинский муниципальный район,2014,18.3
1645000,Шелаболихинский муниципальный район,2015,18.3
1645000,Шелаболихинский муниципальный район,2016,23.6
1645000,Шелаболихинский муниципальный район,2017,26.1
1646000,Табунский муниципальный район,2014,42.4
1646000,Табунский муниципальный район,2015,47.2
1646000,Табунский муниципальный район,2016,68.1
1646000,Табунский муниципальный район,2017,68.1
1647000,Тальменский муниципальный район,2014,6.2
1647000,Тальменский муниципальный район,2015,5.6
1647000,Тальменский муниципальный район,2016,5.5
1647000,Тальменский муниципальный район,2017,0.1
1648000,Тогульский муниципальный район,2014,0.6
1648000,Тогульский муниципальный район,2015,0.6
1648000,Тогульский муниципальный район,2016,0.6
1648000,Тогульский муниципальный район,2017,0.6
1649000,Топчихинский муниципальный район,2014,22.1
1649000,Топчихинский муниципальный район,2015,22.6
1649000,Топчихинский муниципальный район,2016,18.5
1649000,Топчихинский муниципальный район,2017,20.8
1650000,Третьяковский муниципальный район,2014,11.5
1650000,Третьяковский муниципальный район,2015,12.6
1650000,Третьяковский муниципальный район,2016,17.8
1650000,Третьяковский муниципальный район,2017,4.0
1651000,Троицкий муниципальный район,2017,33.1
1652000,Тюменцевский муниципальный район,2014,46.3
1652000,Тюменцевский муниципальный район,2015,46.8
1652000,Тюменцевский муниципальный район,2016,49.9
1652000,Тюменцевский муниципальный район,2017,48.4
1653000,Угловский муниципальный район,2014,37.3
1653000,Угловский муниципальный район,2015,37.0
1653000,Угловский муниципальный район,2016,37.0
1653000,Угловский муниципальный район,2017,37.0
1654000,Усть-Калманский муниципальный район,2014,48.6
1654000,Усть-Калманский муниципальный район,2015,49.9
1654000,Усть-Калманский муниципальный район,2016,21.5
1654000,Усть-Калманский муниципальный район,2017,21.7
1655000,Усть-Пристанский муниципальный район,2014,76.7
1655000,Усть-Пристанский муниципальный район,2015,78.9
1656000,Хабарский муниципальный район,2014,65.4
1656000,Хабарский муниципальный район,2015,61.2
1656000,Хабарский муниципальный район,2016,70.8
1656000,Хабарский муниципальный район,2017,70.9
1657000,Целинный муниципальный район,2014,28.9
1657000,Целинный муниципальный район,2015,46.6
1657000,Целинный муниципальный район,2016,40.5
1657000,Целинный муниципальный район,2017,27.3
1658000,Чарышский муниципальный район,2014,11.9
1658000,Чарышский муниципальный район,2015,15.6
1658000,Чарышский муниципальный район,2016,22.8
1658000,Чарышский муниципальный район,2017,23.2
1659000,Шипуновский муниципальный район,2014,41.0
1659000,Шипуновский муниципальный район,2015,32.8
1659000,Шипуновский муниципальный район,2016,46.1
1659000,Шипуновский муниципальный район,2017,47.5
1660000,Немецкий национальный муниципальный район,2014,21.6
1660000,Немецкий национальный муниципальный район,2015,11.6
1660000,Немецкий национальный муниципальный район,2016,49.9
1660000,Немецкий национальный муниципальный район,2017,45.0
1701000,город Барнаул,2014,78.1
1701000,город Барнаул,2015,79.7
1701000,город Барнаул,2016,80.4
1701000,город Барнаул,2017,80.7
1703000,город Алейск,2014,57.0
1703000,город Алейск,2015,72.9
1703000,город Алейск,2016,68.3
1703000,город Алейск,2017,68.8
1704000,город Белокуриха,2014,7.1
1704000,город Белокуриха,2015,4.9
1704000,город Белокуриха,2016,4.6
1704000,город Белокуриха,2017,4.7
1705000,город Бийск,2014,89.3
1705000,город Бийск,2015,88.1
1705000,город Бийск,2016,87.7
1705000,город Бийск,2017,90.4
1706000,город Заринск,2014,13.0
1706000,город Заринск,2015,14.0
1706000,город Заринск,2016,20.6
1706000,город Заринск,2017,21.5
1710000,город Камень-на-Оби,2014,5.4
1710000,город Камень-на-Оби,2015,4.5
1713000,город Новоалтайск,2014,37.3
1713000,город Новоалтайск,2015,38.5
1713000,город Новоалтайск,2016,68.0
1713000,город Новоалтайск,2017,66.2
1716000,город Рубцовск,2014,44.5
1716000,город Рубцовск,2015,36.7
1716000,город Рубцовск,2016,32.3
1716000,город Рубцовск,2017,34.7
1719000,город Славгород,2014,52.6
1719000,город Славгород,2015,58.5
1719000,город Славгород,2016,15.8
1719000,город Славгород,2017,22.2
1730000,город Яровое,2014,66.4
1730000,город Яровое,2015,69.9
1730000,город Яровое,2016,72.8
1730000,город Яровое,2017,73.9
3601000,Абинский муниципальный район,2014,40.8
3601000,Абинский муниципальный район,2015,34.2
3601000,Абинский муниципальный район,2016,51.6
3601000,Абинский муниципальный район,2017,30.6
3605000,Апшеронский муниципальный район,2014,18.1
3605000,Апшеронский муниципальный район,2015,46.2
3605000,Апшеронский муниципальный район,2016,42.6
3605000,Апшеронский муниципальный район,2017,45.1
3607000,Белоглинский муниципальный район,2014,63.5
3607000,Белоглинский муниципальный район,2015,64.9
3607000,Белоглинский муниципальный район,2016,64.6
3607000,Белоглинский муниципальный район,2017,64.4
3608000,Белореченский муниципальный район,2014,26.5
3608000,Белореченский муниципальный район,2015,14.5
3608000,Белореченский муниципальный район,2016,16.9
3608000,Белореченский муниципальный район,2017,17.4
3610000,Брюховецкий муниципальный район,2014,73.5
3610000,Брюховецкий муниципальный район,2015,51.4
3610000,Брюховецкий муниципальный район,2016,51.9
3610000,Брюховецкий муниципальный район,2017,50.3
3612000,Выселковский муниципальный район,2014,45.4
3612000,Выселковский муниципальный район,2015,60.7
3612000,Выселковский муниципальный район,2016,51.7
3612000,Выселковский муниципальный район,2017,55.0
3613000,Гулькевичский муниципальный район,2014,55.1
3613000,Гулькевичский муниципальный район,2015,51.6
3613000,Гулькевичский муниципальный район,2016,43.7
3613000,Гулькевичский муниципальный район,2017,33.6
3614000,Динской муниципальный район,2014,15.4
3614000,Динской муниципальный район,2015,17.6
3614000,Динской муниципальный район,2016,15.4
3614000,Динской муниципальный район,2017,9.1
3616000,Ейский муниципальный район,2014,10.5
3616000,Ейский муниципальный район,2015,23.2
3616000,Ейский муниципальный район,2016,24.5
3616000,Ейский муниципальный район,2017,25.7
3618000,Кавказский муниципальный район,2014,25.9
3618000,Кавказский муниципальный район,2015,26.1
3618000,Кавказский муниципальный район,2016,17.6
3618000,Кавказский муниципальный район,2017,12.7
3619000,Калининский муниципальный район,2014,63.1
3619000,Калининский муниципальный район,2015,55.6
3619000,Калининский муниципальный район,2016,55.0
3619000,Калининский муниципальный район,2017,47.5
3620000,Каневской муниципальный район,2014,25.6
3620000,Каневской муниципальный район,2015,24.6
3620000,Каневской муниципальный район,2016,21.0
3620000,Каневской муниципальный район,2017,26.0
3621000,Кореновский муниципальный район,2014,24.6
3621000,Кореновский муниципальный район,2015,29.0
3621000,Кореновский муниципальный район,2016,29.8
3621000,Кореновский муниципальный район,2017,41.4
3623000,Красноармейский муниципальный район,2014,87.3
3623000,Красноармейский муниципальный район,2015,87.2
3623000,Красноармейский муниципальный район,2016,87.3
3623000,Красноармейский муниципальный район,2017,75.7
3624000,Крыловский муниципальный район,2014,15.8
3624000,Крыловский муниципальный район,2015,16.6
3624000,Крыловский муниципальный район,2016,31.0
3624000,Крыловский муниципальный район,2017,72.9
3625000,Крымский муниципальный район,2014,3.4
3625000,Крымский муниципальный район,2015,10.8
3625000,Крымский муниципальный район,2016,3.8
3625000,Крымский муниципальный район,2017,1.4
3627000,Курганинский муниципальный район,2014,66.1
3627000,Курганинский муниципальный район,2015,65.5
3627000,Курганинский муниципальный район,2016,67.7
3627000,Курганинский муниципальный район,2017,69.7
3628000,Кущевский муниципальный район,2014,14.5
3628000,Кущевский муниципальный район,2015,14.3
3628000,Кущевский муниципальный район,2016,20.3
3628000,Кущевский муниципальный район,2017,17.6
3630000,Лабинский муниципальный район,2014,39.4
3630000,Лабинский муниципальный район,2015,39.9
3630000,Лабинский муниципальный район,2016,30.3
3630000,Лабинский муниципальный район,2017,21.3
3632000,Ленинградский муниципальный район,2014,33.3
3632000,Ленинградский муниципальный район,2015,22.4
3632000,Ленинградский муниципальный район,2016,17.0
3632000,Ленинградский муниципальный район,2017,17.1
3633000,Мостовский муниципальный район,2014,88.0
3633000,Мостовский муниципальный район,2015,85.8
3633000,Мостовский муниципальный район,2016,84.8
3633000,Мостовский муниципальный район,2017,80.1
3634000,Новокубанский муниципальный район,2014,57.7
3634000,Новокубанский муниципальный район,2015,43.0
3634000,Новокубанский муниципальный район,2016,44.3
3634000,Новокубанский муниципальный район,2017,39.7
3635000,Новопокровский муниципальный район,2014,22.7
3635000,Новопокровский муниципальный район,2015,58.6
3635000,Новопокровский муниципальный район,2016,59.1
3635000,Новопокровский муниципальный район,2017,59.2
3637000,Отрадненский муниципальный район,2014,61.5
3637000,Отрадненский муниципальный район,2015,57.2
3637000,Отрадненский муниципальный район,2017,6.0
3639000,Павловский муниципальный район,2014,7.0
3639000,Павловский муниципальный район,2015,7.3
3639000,Павловский муниципальный район,2016,20.0
3639000,Павловский муниципальный район,2017,17.2
3641000,Приморско-Ахтарский муниципальный район,2014,5.8
3641000,Приморско-Ахтарский муниципальный район,2015,24.5
3641000,Приморско-Ахтарский муниципальный район,2016,23.4
3641000,Приморско-Ахтарский муниципальный район,2017,24.3
3643000,Северский муниципальный район,2014,0.8
3643000,Северский муниципальный район,2015,2.9
3643000,Северский муниципальный район,2016,22.9
3643000,Северский муниципальный район,2017,23.5
3645000,Славянский муниципальный район,2014,9.5
3645000,Славянский муниципальный район,2015,12.0
3645000,Славянский муниципальный район,2016,3.3
3645000,Славянский муниципальный район,2017,2.1
3647000,Староминский муниципальный район,2014,15.8
3647000,Староминский муниципальный район,2015,62.8
3647000,Староминский муниципальный район,2016,79.0
3647000,Староминский муниципальный район,2017,61.4
3649000,Тбилисский муниципальный район,2014,34.6
3649000,Тбилисский муниципальный район,2015,27.1
3649000,Тбилисский муниципальный район,2016,27.2
3649000,Тбилисский муниципальный район,2017,23.2
3651000,Темрюкский муниципальный район,2014,17.1
3651000,Темрюкский муниципальный район,2015,15.7
3651000,Темрюкский муниципальный район,2016,9.3
3651000,Темрюкский муниципальный район,2017,15.0
3653000,Тимашевский муниципальный район,2014,63.2
3653000,Тимашевский муниципальный район,2015,50.2
3653000,Тимашевский муниципальный район,2016,60.4
3653000,Тимашевский муниципальный район,2017,56.4
3654000,Тихорецкий муниципальный район,2014,37.4
3654000,Тихорецкий муниципальный район,2015,29.9
3654000,Тихорецкий муниципальный район,2016,68.0
3654000,Тихорецкий муниципальный район,2017,66.6
3655000,Туапсинский муниципальный район,2014,71.2
3655000,Туапсинский муниципальный район,2015,40.8
3655000,Туапсинский муниципальный район,2016,27.9
3655000,Туапсинский муниципальный район,2017,32.1
3656000,Успенский муниципальный район,2014,29.5
3656000,Успенский муниципальный район,2015,31.9
3656000,Успенский муниципальный район,2016,31.9
3656000,Успенский муниципальный район,2017,33.1
3657000,Усть-Лабинский муниципальный район,2014,67.6
3657000,Усть-Лабинский муниципальный район,2015,68.6
3657000,Усть-Лабинский муниципальный район,2016,69.8
3657000,Усть-Лабинский муниципальный район,2017,39.1
3659000,Щербиновский муниципальный район,2014,15.0
3659000,Щербиновский муниципальный район,2015,14.3
3659000,Щербиновский муниципальный район,2016,34.3
3659000,Щербиновский муниципальный район,2017,26.9
3701000,город Краснодар,2014,42.4
3701000,город Краснодар,2015,22.0
3701000,город Краснодар,2016,19.4
3701000,город Краснодар,2017,19.4
3703000,город-курорт Анапа,2014,36.3
3703000,город-курорт Анапа,2015,21.8
3703000,город-курорт Анапа,2016,11.5
3703000,город-курорт Анапа,2017,34.3
3705000,город Армавир,2014,19.0
3705000,город Армавир,2015,16.9
3705000,город Армавир,2016,21.8
3705000,город Армавир,2017,19.9
3708000,город-курорт Геленджик,2014,0.1
3708000,город-курорт Геленджик,2015,0.1
3708000,город-курорт Геленджик,2016,0.1
3708000,город-курорт Геленджик,2017,0.1
3709000,город Горячий Ключ,2015,0.3
3709000,город Горячий Ключ,2016,0.3
3709000,город Горячий Ключ,2017,0.2
3720000,город Новороссийск,2014,97.1
3720000,город Новороссийск,2015,96.4
3720000,город Новороссийск,2016,96.8
3720000,город Новороссийск,2017,96.6
3726000,город-курорт Сочи,2014,24.6
3726000,город-курорт Сочи,2015,26.0
3726000,город-курорт Сочи,2016,25.4
3726000,город-курорт Сочи,2017,29.2
4601000,Абанский муниципальный район,2014,18.1
4601000,Абанский муниципальный район,2015,19.8
4601000,Абанский муниципальный район,2016,23.2
4601000,Абанский муниципальный район,2017,24.6
4603000,Ачинский муниципальный район,2014,12.6
4603000,Ачинский муниципальный район,2015,3.1
4603000,Ачинский муниципальный район,2016,3.1
4603000,Ачинский муниципальный район,2017,1.5
4604000,Балахтинский муниципальный район,2014,23.3
4604000,Балахтинский муниципальный район,2015,25.4
4604000,Балахтинский муниципальный район,2016,23.1
4604000,Балахтинский муниципальный район,2017,15.2
4605000,Березовский муниципальный район,2014,45.2
4605000,Березовский муниципальный район,2015,49.4
4605000,Березовский муниципальный район,2016,39.2
4605000,Березовский муниципальный район,2017,26.2
4606000,Бирилюсский муниципальный район,2014,15.5
4606000,Бирилюсский муниципальный район,2015,15.9
4606000,Бирилюсский муниципальный район,2016,15.8
4606000,Бирилюсский муниципальный район,2017,16.9
4609000,Богучанский муниципальный район,2014,13.4
4609000,Богучанский муниципальный район,2015,7.4
4609000,Богучанский муниципальный район,2016,85.8
4609000,Богучанский муниципальный район,2017,67.4
4610000,Большемуртинский муниципальный район,2014,1.7
4610000,Большемуртинский муниципальный район,2015,1.9
4610000,Большемуртинский муниципальный район,2016,3.4
4610000,Большемуртинский муниципальный район,2017,12.5
4611000,Большеулуйский муниципальный район,2014,26.9
4611000,Большеулуйский муниципальный район,2015,26.1
4611000,Большеулуйский муниципальный район,2016,9.5
4611000,Большеулуйский муниципальный район,2017,2.2
4613000,Дзержинский муниципальный район,2014,23.8
4613000,Дзержинский муниципальный район,2015,22.1
4613000,Дзержинский муниципальный район,2016,22.0
4613000,Дзержинский муниципальный район,2017,19.5
4614000,Емельяновский муниципальный район,2014,66.4
4614000,Емельяновский муниципальный район,2015,54.2
4614000,Емельяновский муниципальный район,2016,56.7
4614000,Емельяновский муниципальный район,2017,87.5
4615000,Енисейский муниципальный район,2014,1.2
4615000,Енисейский муниципальный район,2015,15.1
4615000,Енисейский муниципальный район,2016,0.4
4615000,Енисейский муниципальный район,2017,0.4
4616000,Ермаковский муниципальный район,2014,16.2
4616000,Ермаковский муниципальный район,2015,16.1
4616000,Ермаковский муниципальный район,2016,9.4
4616000,Ермаковский муниципальный район,2017,6.9
4617000,Идринский муниципальный район,2014,8.9
4617000,Идринский муниципальный район,2015,5.2
4617000,Идринский муниципальный район,2016,5.8
4617000,Идринский муниципальный район,2017,5.7
4618000,Иланский муниципальный район,2014,61.1
4618000,Иланский муниципальный район,2015,47.9
4618000,Иланский муниципальный район,2016,48.0
4618000,Иланский муниципальный район,2017,40.6
4619000,Ирбейский муниципальный район,2014,52.8
4619000,Ирбейский муниципальный район,2015,45.7
4619000,Ирбейский муниципальный район,2016,45.6
4619000,Ирбейский муниципальный район,2017,45.6
4620000,Казачинский муниципальный район,2014,3.5
4620000,Казачинский муниципальный район,2015,4.4
4620000,Казачинский муниципальный район,2016,4.1
4620000,Казачинский муниципальный район,2017,4.0
4621000,Канский муниципальный район,2014,15.5
4621000,Канский муниципальный район,2015,16.6
4621000,Канский муниципальный район,2016,14.7
4621000,Канский муниципальный район,2017,13.6
4622000,Каратузский муниципальный район,2014,12.1
4622000,Каратузский муниципальный район,2015,21.4
4622000,Каратузский муниципальный район,2016,20.6
4622000,Каратузский муниципальный район,2017,21.2
4624000,Кежемский муниципальный район,2014,67.7
4624000,Кежемский муниципальный район,2015,64.1
4624000,Кежемский муниципальный район,2016,61.9
4624000,Кежемский муниципальный район,2017,32.3
4626000,Козульский муниципальный район,2014,4.0
4626000,Козульский муниципальный район,2015,4.6
4626000,Козульский муниципальный район,2016,4.4
4626000,Козульский муниципальный район,2017,3.7
4628000,Краснотуранский муниципальный район,2014,12.8
4628000,Краснотуранский муниципальный район,2015,25.0
4628000,Краснотуранский муниципальный район,2016,27.7
4628000,Краснотуранский муниципальный район,2017,26.8
4630000,Курагинский муниципальный район,2014,38.7
4630000,Курагинский муниципальный район,2015,24.6
4630000,Курагинский муниципальный район,2016,39.8
4630000,Курагинский муниципальный район,2017,32.1
4633000,Минусинский муниципальный район,2014,77.1
4633000,Минусинский муниципальный район,2015,75.0
4633000,Минусинский муниципальный район,2016,67.8
4633000,Минусинский муниципальный район,2017,69.5
4635000,Мотыгинский муниципальный район,2014,16.0
4635000,Мотыгинский муниципальный район,2015,15.8
4635000,Мотыгинский муниципальный район,2016,21.2
4635000,Мотыгинский муниципальный район,2017,18.3
4637000,Назаровский муниципальный район,2014,48.9
4637000,Назаровский муниципальный район,2015,26.7
4637000,Назаровский муниципальный район,2016,18.6
4637000,Назаровский муниципальный район,2017,10.1
4639000,Нижнеингашский муниципальный район,2014,7.1
4639000,Нижнеингашский муниципальный район,2015,8.4
4639000,Нижнеингашский муниципальный район,2016,8.1
4639000,Нижнеингашский муниципальный район,2017,6.7
4641000,Новоселовский муниципальный район,2014,22.9
4641000,Новоселовский муниципальный район,2015,19.1
4641000,Новоселовский муниципальный район,2016,15.9
4641000,Новоселовский муниципальный район,2017,38.3
4643000,Партизанский муниципальный район,2014,38.1
4643000,Партизанский муниципальный район,2015,26.5
4643000,Партизанский муниципальный район,2016,26.6
4643000,Партизанский муниципальный район,2017,25.3
4647000,Рыбинский муниципальный район,2014,13.8
4647000,Рыбинский муниципальный район,2015,18.4
4647000,Рыбинский муниципальный район,2016,21.8
4647000,Рыбинский муниципальный район,2017,15.7
4648000,Саянский муниципальный район,2014,84.4
4648000,Саянский муниципальный район,2015,59.8
4648000,Саянский муниципальный район,2016,21.7
4648000,Саянский муниципальный район,2017,20.2
4649000,Северо-Енисейский муниципальный район,2014,42.8
4649000,Северо-Енисейский муниципальный район,2015,30.1
4649000,Северо-Енисейский муниципальный район,2016,30.2
4649000,Северо-Енисейский муниципальный район,2017,36.9
4651000,Сухобузимский муниципальный район,2014,46.1
4651000,Сухобузимский муниципальный район,2015,42.0
4651000,Сухобузимский муниципальный район,2016,16.0
4651000,Сухобузимский муниципальный район,2017,5.6
4652000,Тасеевский муниципальный район,2014,26.9
4652000,Тасеевский муниципальный район,2015,43.9
4652000,Тасеевский муниципальный район,2016,23.5
4652000,Тасеевский муниципальный район,2017,23.5
4653000,Таймырский Долгано-Ненецкий муниципальный район,2014,4.7
4653000,Таймырский Долгано-Ненецкий муниципальный район,2015,3.2
4653000,Таймырский Долгано-Ненецкий муниципальный район,2016,5.7
4654000,Туруханский муниципальный район,2014,2.1
4654000,Туруханский муниципальный район,2015,0.9
4654000,Туруханский муниципальный район,2016,0.5
4654000,Туруханский муниципальный район,2017,0.5
4656000,Ужурский муниципальный район,2014,28.4
4656000,Ужурский муниципальный район,2015,25.4
4656000,Ужурский муниципальный район,2016,26.4
4656000,Ужурский муниципальный район,2017,18.1
4657000,Уярский муниципальный район,2014,15.8
4657000,Уярский муниципальный район,2015,15.4
4657000,Уярский муниципальный район,2016,25.9
4657000,Уярский муниципальный район,2017,29.4
4658000,Шарыповский муниципальный район,2014,84.8
4658000,Шарыповский муниципальный район,2015,84.9
4658000,Шарыповский муниципальный район,2016,84.1
4658000,Шарыповский муниципальный район,2017,83.6
4659000,Шушенский муниципальный район,2014,14.4
4659000,Шушенский муниципальный район,2015,4.6
4659000,Шушенский муниципальный район,2016,34.9
4659000,Шушенский муниципальный район,2017,30.2
4701000,город Красноярск,2014,81.3
4701000,город Красноярск,2015,81.5
4701000,город Красноярск,2016,81.0
4701000,город Красноярск,2017,81.3
4703000,город Ачинск,2014,98.9
4703000,город Ачинск,2015,98.9
4703000,город Ачинск,2016,98.8
4703000,город Ачинск,2017,98.9
4706000,город Боготол,2014,39.4
4706000,город Боготол,2015,47.1
4706000,город Боготол,2016,49.3
4706000,город Боготол,2017,52.3
4707000,город Бородино,2014,1.0
4707000,город Бородино,2015,22.9
4707000,город Бородино,2016,26.7
4707000,город Бородино,2017,1.5
4709000,город Дивногорск,2014,1.0
4709000,город Дивногорск,2015,0.9
4709000,город Дивногорск,2016,4.7
4709000,город Дивногорск,2017,4.6
