oktmo,name,year,cinemas
1603000,Баевский муниципальный район,2007,1.0
1603000,Баевский муниципальный район,2008,1.0
1603000,Баевский муниципальный район,2009,1.0
1603000,Баевский муниципальный район,2010,1.0
1603000,Баевский муниципальный район,2011,1.0
1603000,Баевский муниципальный район,2012,1.0
1603407,Баевский сельсовет,2007,1.0
1603407,Баевский сельсовет,2008,1.0
1603407,Баевский сельсовет,2009,1.0
1603407,Баевский сельсовет,2010,1.0
1603407,Баевский сельсовет,2011,1.0
1603407,Баевский сельсовет,2012,1.0
1604000,Бийский муниципальный район,2007,1.0
1604000,Бийский муниципальный район,2008,1.0
1604000,Бийский муниципальный район,2009,1.0
1604000,Бийский муниципальный район,2010,1.0
1604000,Бийский муниципальный район,2011,1.0
1604483,Сростинский сельсовет,2007,1.0
1604483,Сростинский сельсовет,2008,1.0
1604483,Сростинский сельсовет,2009,1.0
1604483,Сростинский сельсовет,2010,1.0
1604483,Сростинский сельсовет,2011,1.0
1605157,Степноозёрский поссовет,2008,0.0
1606000,Бурлинский муниципальный район,2007,15.0
1606000,Бурлинский муниципальный район,2008,8.0
1606000,Бурлинский муниципальный район,2009,9.0
1606000,Бурлинский муниципальный район,2010,3.0
1606000,Бурлинский муниципальный район,2011,3.0
1606000,Бурлинский муниципальный район,2012,3.0
1606403,Асямовский сельсовет,2007,1.0
1606411,Бурлинский сельсовет,2007,1.0
1606411,Бурлинский сельсовет,2008,1.0
1606411,Бурлинский сельсовет,2009,1.0
1606411,Бурлинский сельсовет,2010,1.0
1606411,Бурлинский сельсовет,2011,1.0
1606411,Бурлинский сельсовет,2012,1.0
1606422,Михайловский сельсовет,2007,3.0
1606422,Михайловский сельсовет,2008,1.0
1606422,Михайловский сельсовет,2009,1.0
1606422,Михайловский сельсовет,2010,1.0
1606422,Михайловский сельсовет,2011,1.0
1606422,Михайловский сельсовет,2012,1.0
1606430,Новоандреевский сельсовет,2007,1.0
1606430,Новоандреевский сельсовет,2008,1.0
1606430,Новоандреевский сельсовет,2009,1.0
1606433,Новопесчанский сельсовет,2007,2.0
1606433,Новопесчанский сельсовет,2009,1.0
1606444,Новосельский сельсовет,2007,1.0
1606444,Новосельский сельсовет,2009,1.0
1606455,Ореховский сельсовет,2007,2.0
1606455,Ореховский сельсовет,2008,1.0
1606466,Партизанский сельсовет,2007,2.0
1606466,Партизанский сельсовет,2008,2.0
1606466,Партизанский сельсовет,2009,2.0
1606470,Рожковский сельсовет,2007,1.0
1606470,Рожковский сельсовет,2008,1.0
1606470,Рожковский сельсовет,2009,1.0
1606477,Устьянский сельсовет,2007,1.0
1606477,Устьянский сельсовет,2008,1.0
1606477,Устьянский сельсовет,2009,1.0
1606477,Устьянский сельсовет,2010,1.0
1606477,Устьянский сельсовет,2011,1.0
1606477,Устьянский сельсовет,2012,1.0
1607000,Быстроистокский муниципальный район,2007,2.0
1607000,Быстроистокский муниципальный район,2008,4.0
1607000,Быстроистокский муниципальный район,2009,4.0
1607000,Быстроистокский муниципальный район,2010,1.0
1607000,Быстроистокский муниципальный район,2012,1.0
1607405,Быстроистокский сельсовет,2007,1.0
1607405,Быстроистокский сельсовет,2008,1.0
1607405,Быстроистокский сельсовет,2009,1.0
1607405,Быстроистокский сельсовет,2010,1.0
1607405,Быстроистокский сельсовет,2012,1.0
1607411,Верх-Ануйский сельсовет,2008,1.0
1607411,Верх-Ануйский сельсовет,2009,1.0
1607433,Новопокровский сельсовет,2007,1.0
1607433,Новопокровский сельсовет,2008,1.0
1607433,Новопокровский сельсовет,2009,1.0
1607455,Хлеборобный сельсовет,2008,1.0
1607455,Хлеборобный сельсовет,2009,1.0
1608000,Волчихинский муниципальный район,2008,1.0
1608000,Волчихинский муниципальный район,2009,3.0
1608000,Волчихинский муниципальный район,2010,2.0
1608000,Волчихинский муниципальный район,2011,2.0
1608000,Волчихинский муниципальный район,2012,2.0
1608421,Волчихинский сельсовет,2009,1.0
1608478,Солоновский сельсовет,2008,1.0
1608478,Солоновский сельсовет,2009,1.0
1608478,Солоновский сельсовет,2010,1.0
1608478,Солоновский сельсовет,2011,1.0
1608478,Солоновский сельсовет,2012,1.0
1608489,Усть-Волчихинский сельсовет,2009,1.0
1608489,Усть-Волчихинский сельсовет,2010,1.0
1608489,Усть-Волчихинский сельсовет,2011,1.0
1608489,Усть-Волчихинский сельсовет,2012,1.0
1610000,Ельцовский муниципальный район,2007,5.0
1610000,Ельцовский муниципальный район,2008,5.0
1610000,Ельцовский муниципальный район,2009,5.0
1610000,Ельцовский муниципальный район,2010,4.0
1610000,Ельцовский муниципальный район,2011,4.0
1610422,Ельцовский сельсовет,2007,1.0
1610422,Ельцовский сельсовет,2008,1.0
1610422,Ельцовский сельсовет,2009,1.0
1610422,Ельцовский сельсовет,2010,1.0
1610422,Ельцовский сельсовет,2011,1.0
1610433,Мартыновский сельсовет,2007,1.0
1610433,Мартыновский сельсовет,2008,1.0
1610433,Мартыновский сельсовет,2009,1.0
1610444,Новокаменский сельсовет,2007,1.0
1610444,Новокаменский сельсовет,2008,1.0
1610444,Новокаменский сельсовет,2009,1.0
1610444,Новокаменский сельсовет,2010,1.0
1610444,Новокаменский сельсовет,2011,1.0
1610466,Пуштулимский сельсовет,2007,1.0
1610466,Пуштулимский сельсовет,2008,1.0
1610466,Пуштулимский сельсовет,2009,1.0
1610466,Пуштулимский сельсовет,2010,1.0
1610466,Пуштулимский сельсовет,2011,1.0
1610488,Черемшанский сельсовет,2007,1.0
1610488,Черемшанский сельсовет,2008,1.0
1610488,Черемшанский сельсовет,2009,1.0
1610488,Черемшанский сельсовет,2010,1.0
1610488,Черемшанский сельсовет,2011,1.0
1611000,Завьяловский муниципальный район,2008,1.0
1611000,Завьяловский муниципальный район,2009,1.0
1611000,Завьяловский муниципальный район,2010,1.0
1611411,Гилёвский сельсовет,2008,1.0
1611411,Гилёвский сельсовет,2009,1.0
1611411,Гилёвский сельсовет,2010,1.0
1612000,Залесовский муниципальный район,2008,1.0
1612000,Залесовский муниципальный район,2009,1.0
1612426,Залесовский сельсовет,2008,1.0
1612426,Залесовский сельсовет,2009,1.0
1613000,Заринский муниципальный район,2007,12.0
1613000,Заринский муниципальный район,2008,12.0
1613000,Заринский муниципальный район,2009,12.0
1613000,Заринский муниципальный район,2010,11.0
1613000,Заринский муниципальный район,2011,8.0
1613000,Заринский муниципальный район,2012,6.0
1613420,Верх-Камышенский сельсовет,2007,1.0
1613420,Верх-Камышенский сельсовет,2008,1.0
1613420,Верх-Камышенский сельсовет,2009,1.0
1613420,Верх-Камышенский сельсовет,2010,1.0
1613428,Голухинский сельсовет,2007,1.0
1613428,Голухинский сельсовет,2008,1.0
1613428,Голухинский сельсовет,2009,1.0
1613428,Голухинский сельсовет,2010,1.0
1613428,Голухинский сельсовет,2011,1.0
1613428,Голухинский сельсовет,2012,1.0
1613430,Гоношихинский сельсовет,2007,1.0
1613430,Гоношихинский сельсовет,2008,1.0
1613430,Гоношихинский сельсовет,2009,1.0
1613430,Гоношихинский сельсовет,2010,1.0
1613434,Гришинский сельсовет,2007,1.0
1613434,Гришинский сельсовет,2008,1.0
1613434,Гришинский сельсовет,2009,1.0
1613434,Гришинский сельсовет,2010,1.0
1613434,Гришинский сельсовет,2011,1.0
1613436,Жуланихинский сельсовет,2007,1.0
1613436,Жуланихинский сельсовет,2008,1.0
1613436,Жуланихинский сельсовет,2009,1.0
1613436,Жуланихинский сельсовет,2010,1.0
1613436,Жуланихинский сельсовет,2011,1.0
1613436,Жуланихинский сельсовет,2012,1.0
1613460,Новодраченинский сельсовет,2007,1.0
1613460,Новодраченинский сельсовет,2008,1.0
1613460,Новодраченинский сельсовет,2009,1.0
1613461,Новозыряновский сельсовет,2007,1.0
1613461,Новозыряновский сельсовет,2008,1.0
1613461,Новозыряновский сельсовет,2009,1.0
1613461,Новозыряновский сельсовет,2010,1.0
1613464,Новокопыловский сельсовет,2007,1.0
1613464,Новокопыловский сельсовет,2008,1.0
1613464,Новокопыловский сельсовет,2009,1.0
1613464,Новокопыловский сельсовет,2010,1.0
1613464,Новокопыловский сельсовет,2011,1.0
1613464,Новокопыловский сельсовет,2012,1.0
1613468,Новомоношкинский сельсовет,2007,1.0
1613468,Новомоношкинский сельсовет,2008,1.0
1613468,Новомоношкинский сельсовет,2009,1.0
1613468,Новомоношкинский сельсовет,2010,1.0
1613468,Новомоношкинский сельсовет,2011,1.0
1613468,Новомоношкинский сельсовет,2012,1.0
1613478,Сосновский сельсовет,2007,1.0
1613478,Сосновский сельсовет,2008,1.0
1613478,Сосновский сельсовет,2009,1.0
1613478,Сосновский сельсовет,2010,1.0
1613478,Сосновский сельсовет,2011,1.0
1613478,Сосновский сельсовет,2012,1.0
1613488,Тягунский сельсовет,2007,1.0
1613488,Тягунский сельсовет,2008,1.0
1613488,Тягунский сельсовет,2009,1.0
1613488,Тягунский сельсовет,2010,1.0
1613488,Тягунский сельсовет,2011,1.0
1613488,Тягунский сельсовет,2012,1.0
1613496,Яновский сельсовет,2007,1.0
1613496,Яновский сельсовет,2008,1.0
1613496,Яновский сельсовет,2009,1.0
1613496,Яновский сельсовет,2010,1.0
1613496,Яновский сельсовет,2011,1.0
1614000,Змеиногорский муниципальный район,2007,7.0
1614000,Змеиногорский муниципальный район,2008,9.0
1614000,Змеиногорский муниципальный район,2009,8.0
1614000,Змеиногорский муниципальный район,2010,7.0
1614000,Змеиногорский муниципальный район,2011,7.0
1614000,Змеиногорский муниципальный район,2012,8.0
1614101,город Змеиногорск,2009,1.0
1614101,город Змеиногорск,2010,1.0
1614101,город Змеиногорск,2011,1.0
1614101,город Змеиногорск,2012,2.0
1614422,Барановский сельсовет,2007,2.0
1614422,Барановский сельсовет,2008,2.0
1614422,Барановский сельсовет,2009,2.0
1614422,Барановский сельсовет,2010,1.0
1614422,Барановский сельсовет,2011,1.0
1614422,Барановский сельсовет,2012,1.0
1614433,Карамышевский сельсовет,2007,2.0
1614433,Карамышевский сельсовет,2008,2.0
1614433,Карамышевский сельсовет,2009,2.0
1614433,Карамышевский сельсовет,2010,1.0
1614433,Карамышевский сельсовет,2011,1.0
1614433,Карамышевский сельсовет,2012,1.0
1614444,Кузьминский сельсовет,2007,1.0
1614444,Кузьминский сельсовет,2008,1.0
1614444,Кузьминский сельсовет,2009,1.0
1614444,Кузьминский сельсовет,2010,1.0
1614444,Кузьминский сельсовет,2011,1.0
1614444,Кузьминский сельсовет,2012,1.0
1614455,Октябрьский сельсовет,2008,1.0
1614455,Октябрьский сельсовет,2009,1.0
1614455,Октябрьский сельсовет,2010,1.0
1614455,Октябрьский сельсовет,2011,1.0
1614455,Октябрьский сельсовет,2012,1.0
1614466,Саввушинский сельсовет,2007,2.0
1614466,Саввушинский сельсовет,2008,1.0
1614466,Саввушинский сельсовет,2009,1.0
1614466,Саввушинский сельсовет,2010,1.0
1614466,Саввушинский сельсовет,2011,1.0
1614466,Саввушинский сельсовет,2012,1.0
1614477,Таловский сельсовет,2008,1.0
1614477,Таловский сельсовет,2010,1.0
1614477,Таловский сельсовет,2011,1.0
1614477,Таловский сельсовет,2012,1.0
1614488,Черепановский сельсовет,2008,1.0
1615000,Калманский муниципальный район,2008,1.0
1615000,Калманский муниципальный район,2009,1.0
1615000,Калманский муниципальный район,2011,1.0
1615427,Калманский сельсовет,2008,1.0
1615427,Калманский сельсовет,2009,1.0
1615427,Калманский сельсовет,2011,1.0
1616000,Каменский муниципальный район,2009,1.0
1616000,Каменский муниципальный район,2010,1.0
1616000,Каменский муниципальный район,2011,1.0
1616000,Каменский муниципальный район,2012,1.0
1616482,Рыбинский сельсовет,2009,1.0
1616482,Рыбинский сельсовет,2010,1.0
1616482,Рыбинский сельсовет,2011,1.0
1616482,Рыбинский сельсовет,2012,1.0
1618000,Косихинский муниципальный район,2007,8.0
1618000,Косихинский муниципальный район,2008,9.0
1618000,Косихинский муниципальный район,2009,8.0
1618406,Баюновский сельсовет,2007,1.0
1618406,Баюновский сельсовет,2008,1.0
1618406,Баюновский сельсовет,2009,1.0
1618425,Каркавинский сельсовет,2007,1.0
1618425,Каркавинский сельсовет,2008,1.0
1618425,Каркавинский сельсовет,2009,1.0
1618434,Косихинский сельсовет,2007,2.0
1618434,Косихинский сельсовет,2008,3.0
1618434,Косихинский сельсовет,2009,2.0
1618449,Малаховский сельсовет,2007,1.0
1618449,Малаховский сельсовет,2008,1.0
1618449,Малаховский сельсовет,2009,1.0
1618460,Налобихинский сельсовет,2007,1.0
1618460,Налобихинский сельсовет,2008,1.0
1618460,Налобихинский сельсовет,2009,1.0
1618468,Полковниковский сельсовет,2007,1.0
1618468,Полковниковский сельсовет,2008,1.0
1618468,Полковниковский сельсовет,2009,1.0
1618472,Романовский сельсовет .,2007,1.0
1618472,Романовский сельсовет .,2008,1.0
1618472,Романовский сельсовет .,2009,1.0
1619000,Красногорский муниципальный район,2007,2.0
1619000,Красногорский муниципальный район,2008,2.0
1619000,Красногорский муниципальный район,2009,4.0
1619000,Красногорский муниципальный район,2010,1.0
1619000,Красногорский муниципальный район,2011,1.0
1619000,Красногорский муниципальный район,2012,1.0
1619405,Берёзовский сельсовет,2009,1.0
1619423,Красногорский сельсовет,2007,2.0
1619423,Красногорский сельсовет,2008,2.0
1619423,Красногорский сельсовет,2009,2.0
1619423,Красногорский сельсовет,2010,1.0
1619423,Красногорский сельсовет,2011,1.0
1619423,Красногорский сельсовет,2012,1.0
1619478,Усть-Ишинский сельсовет,2009,1.0
1620000,Краснощёковский муниципальный район,2007,10.0
1620000,Краснощёковский муниципальный район,2008,12.0
1620000,Краснощёковский муниципальный район,2009,12.0
1620000,Краснощёковский муниципальный район,2010,11.0
1620000,Краснощёковский муниципальный район,2011,10.0
1620000,Краснощёковский муниципальный район,2012,10.0
1620412,Берёзовский сельсовет,2007,1.0
1620412,Берёзовский сельсовет,2008,1.0
1620412,Берёзовский сельсовет,2009,1.0
1620412,Берёзовский сельсовет,2010,1.0
1620412,Берёзовский сельсовет,2011,1.0
1620412,Берёзовский сельсовет,2012,1.0
1620417,Верх-Камышенский сельсовет,2007,2.0
1620417,Верх-Камышенский сельсовет,2008,2.0
1620417,Верх-Камышенский сельсовет,2009,2.0
1620417,Верх-Камышенский сельсовет,2010,2.0
1620417,Верх-Камышенский сельсовет,2011,2.0
1620417,Верх-Камышенский сельсовет,2012,2.0
1620424,Карповский сельсовет,2007,1.0
1620424,Карповский сельсовет,2008,1.0
1620424,Карповский сельсовет,2009,1.0
1620424,Карповский сельсовет,2010,1.0
1620424,Карповский сельсовет,2011,1.0
1620424,Карповский сельсовет,2012,1.0
1620430,Краснощёковский сельсовет,2007,1.0
1620430,Краснощёковский сельсовет,2008,2.0
1620430,Краснощёковский сельсовет,2009,2.0
1620430,Краснощёковский сельсовет,2010,2.0
1620430,Краснощёковский сельсовет,2011,1.0
1620430,Краснощёковский сельсовет,2012,1.0
1620436,Куйбышевский сельсовет,2007,1.0
1620436,Куйбышевский сельсовет,2008,1.0
1620436,Куйбышевский сельсовет,2009,1.0
1620436,Куйбышевский сельсовет,2010,1.0
1620436,Куйбышевский сельсовет,2011,1.0
1620436,Куйбышевский сельсовет,2012,1.0
1620442,Маралихинский сельсовет,2007,1.0
1620442,Маралихинский сельсовет,2008,1.0
1620442,Маралихинский сельсовет,2009,1.0
1620442,Маралихинский сельсовет,2010,1.0
1620442,Маралихинский сельсовет,2011,1.0
1620442,Маралихинский сельсовет,2012,1.0
1620448,Новошипуновский сельсовет,2007,1.0
1620448,Новошипуновский сельсовет,2008,1.0
1620448,Новошипуновский сельсовет,2009,1.0
1620448,Новошипуновский сельсовет,2010,1.0
1620448,Новошипуновский сельсовет,2011,1.0
1620448,Новошипуновский сельсовет,2012,1.0
1620459,Суетский сельсовет,2008,1.0
1620459,Суетский сельсовет,2009,1.0
1620459,Суетский сельсовет,2010,1.0
1620459,Суетский сельсовет,2012,1.0
1620470,Усть-Козлухинский сельсовет,2007,1.0
1620470,Усть-Козлухинский сельсовет,2008,1.0
1620470,Усть-Козлухинский сельсовет,2009,1.0
1620470,Усть-Козлухинский сельсовет,2010,1.0
1620470,Усть-Козлухинский сельсовет,2011,1.0
1620481,Харловский сельсовет,2007,1.0
1620481,Харловский сельсовет,2008,1.0
1620481,Харловский сельсовет,2009,1.0
1620481,Харловский сельсовет,2010,1.0
1620481,Харловский сельсовет,2011,1.0
1620481,Харловский сельсовет,2012,1.0
1621000,Крутихинский муниципальный район,2007,3.0
1621000,Крутихинский муниципальный район,2008,3.0
1621000,Крутихинский муниципальный район,2009,3.0
1621000,Крутихинский муниципальный район,2010,3.0
1621000,Крутихинский муниципальный район,2011,3.0
1621000,Крутихинский муниципальный район,2012,1.0
1621406,Боровской сельсовет,2010,1.0
1621406,Боровской сельсовет,2011,1.0
1621424,Заковряшинский сельсовет,2007,1.0
1621424,Заковряшинский сельсовет,2010,1.0
1621424,Заковряшинский сельсовет,2011,1.0
1621430,Крутихинский сельсовет,2007,1.0
1621430,Крутихинский сельсовет,2008,3.0
1621430,Крутихинский сельсовет,2009,3.0
1621430,Крутихинский сельсовет,2010,1.0
1621430,Крутихинский сельсовет,2011,1.0
1621430,Крутихинский сельсовет,2012,1.0
1621442,Новодубровский сельсовет,2007,1.0
1622000,Кулундинский муниципальный район,2007,2.0
1622000,Кулундинский муниципальный район,2008,2.0
1622000,Кулундинский муниципальный район,2009,6.0
1622000,Кулундинский муниципальный район,2010,1.0
1622000,Кулундинский муниципальный район,2011,1.0
1622000,Кулундинский муниципальный район,2012,2.0
1622460,Кулундинский сельсовет,2007,1.0
1622460,Кулундинский сельсовет,2008,1.0
1622460,Кулундинский сельсовет,2009,5.0
1622460,Кулундинский сельсовет,2010,1.0
1622460,Кулундинский сельсовет,2011,1.0
1622460,Кулундинский сельсовет,2012,2.0
1622477,Октябрьский сельсовет,2008,1.0
1622477,Октябрьский сельсовет,2009,1.0
1622488,Семёновский сельсовет,2007,1.0
1623000,Курьинский муниципальный район,2007,4.0
1623000,Курьинский муниципальный район,2008,4.0
1623000,Курьинский муниципальный район,2009,5.0
1623000,Курьинский муниципальный район,2010,2.0
1623000,Курьинский муниципальный район,2011,4.0
1623000,Курьинский муниципальный район,2012,2.0
1623422,Ивановский сельсовет,2007,1.0
1623422,Ивановский сельсовет,2008,1.0
1623422,Ивановский сельсовет,2009,1.0
1623438,Колыванский сельсовет,2007,1.0
1623438,Колыванский сельсовет,2008,1.0
1623438,Колыванский сельсовет,2009,1.0
1623438,Колыванский сельсовет,2010,1.0
1623438,Колыванский сельсовет,2011,1.0
1623444,Краснознаменский сельсовет,2007,1.0
1623444,Краснознаменский сельсовет,2008,1.0
1623444,Краснознаменский сельсовет,2009,1.0
1623444,Краснознаменский сельсовет,2011,1.0
1623466,Курьинский сельсовет,2009,1.0
1623466,Курьинский сельсовет,2011,1.0
1623466,Курьинский сельсовет,2012,1.0
1623488,Усть-Таловский сельсовет,2007,1.0
1623488,Усть-Таловский сельсовет,2008,1.0
1623488,Усть-Таловский сельсовет,2009,1.0
1623488,Усть-Таловский сельсовет,2010,1.0
1623488,Усть-Таловский сельсовет,2011,1.0
1623488,Усть-Таловский сельсовет,2012,1.0
1626000,Мамонтовский муниципальный район,2008,1.0
1626000,Мамонтовский муниципальный район,2009,1.0
1626000,Мамонтовский муниципальный район,2012,1.0
1626449,Мамонтовский сельсовет,2008,1.0
1626449,Мамонтовский сельсовет,2009,1.0
1626449,Мамонтовский сельсовет,2012,1.0
1627000,Михайловский муниципальный район,2007,4.0
1627000,Михайловский муниципальный район,2008,4.0
1627000,Михайловский муниципальный район,2009,3.0
1627000,Михайловский муниципальный район,2010,1.0
1627000,Михайловский муниципальный район,2011,1.0
1627154,Малиновоозёрский поссовет,2007,1.0
1627154,Малиновоозёрский поссовет,2008,1.0
1627154,Малиновоозёрский поссовет,2009,1.0
1627416,Михайловский сельсовет,2007,1.0
1627416,Михайловский сельсовет,2008,1.0
1627416,Михайловский сельсовет,2009,1.0
1627416,Михайловский сельсовет,2010,1.0
1627416,Михайловский сельсовет,2011,1.0
1627422,Николаевский сельсовет,2007,1.0
1627422,Николаевский сельсовет,2008,1.0
1627444,Ракитовский сельсовет,2007,1.0
1627444,Ракитовский сельсовет,2008,1.0
1627444,Ракитовский сельсовет,2009,1.0
1628000,Новичихинский муниципальный район,2008,1.0
1628000,Новичихинский муниципальный район,2009,1.0
1628444,Новичихинский сельсовет,2008,1.0
1628444,Новичихинский сельсовет,2009,1.0
1629000,Зональный муниципальный район,2007,6.0
1629000,Зональный муниципальный район,2008,5.0
1629000,Зональный муниципальный район,2009,6.0
1629412,Буланихинский сельсовет,2007,1.0
1629412,Буланихинский сельсовет,2008,1.0
1629412,Буланихинский сельсовет,2009,1.0
1629426,Зональный сельсовет,2007,1.0
1629426,Зональный сельсовет,2008,1.0
1629426,Зональный сельсовет,2009,1.0
1629442,Луговской сельсовет,2009,1.0
1629470,Октябрьский сельсовет,2007,1.0
1629480,Соколовский сельсовет,2007,3.0
1629480,Соколовский сельсовет,2008,3.0
1629480,Соколовский сельсовет,2009,3.0
1630000,Павловский муниципальный район,2007,2.0
1630000,Павловский муниципальный район,2008,1.0
1630000,Павловский муниципальный район,2009,1.0
1630000,Павловский муниципальный район,2010,1.0
1630000,Павловский муниципальный район,2011,1.0
1630000,Павловский муниципальный район,2012,1.0
1630460,Павловский сельсовет,2007,2.0
1630460,Павловский сельсовет,2008,1.0
1630460,Павловский сельсовет,2009,1.0
1630460,Павловский сельсовет,2010,1.0
1630460,Павловский сельсовет,2011,1.0
1630460,Павловский сельсовет,2012,1.0
1632000,Первомайский муниципальный район,2007,10.0
1632000,Первомайский муниципальный район,2008,10.0
1632000,Первомайский муниципальный район,2009,10.0
1632000,Первомайский муниципальный район,2010,9.0
1632000,Первомайский муниципальный район,2011,9.0
1632000,Первомайский муниципальный район,2012,8.0
1632416,Берёзовский сельсовет,2007,1.0
1632416,Берёзовский сельсовет,2008,2.0
1632416,Берёзовский сельсовет,2009,2.0
1632416,Берёзовский сельсовет,2010,2.0
1632416,Берёзовский сельсовет,2011,1.0
1632416,Берёзовский сельсовет,2012,1.0
1632420,Бобровский сельсовет,2011,1.0
1632430,Журавлихинский сельсовет,2007,1.0
1632430,Журавлихинский сельсовет,2008,1.0
1632430,Журавлихинский сельсовет,2009,1.0
1632430,Журавлихинский сельсовет,2010,1.0
1632430,Журавлихинский сельсовет,2011,1.0
1632430,Журавлихинский сельсовет,2012,1.0
1632434,Зудиловский сельсовет,2007,2.0
1632434,Зудиловский сельсовет,2008,2.0
1632434,Зудиловский сельсовет,2009,2.0
1632434,Зудиловский сельсовет,2010,1.0
1632434,Зудиловский сельсовет,2011,1.0
1632434,Зудиловский сельсовет,2012,1.0
1632442,Логовской сельсовет,2007,1.0
1632442,Логовской сельсовет,2008,1.0
1632442,Логовской сельсовет,2009,1.0
1632442,Логовской сельсовет,2010,1.0
1632442,Логовской сельсовет,2011,1.0
1632442,Логовской сельсовет,2012,1.0
1632445,Новоберёзовский сельсовет,2007,1.0
1632445,Новоберёзовский сельсовет,2008,1.0
1632449,Первомайский сельсовет,2007,1.0
1632449,Первомайский сельсовет,2008,1.0
1632449,Первомайский сельсовет,2009,1.0
1632449,Первомайский сельсовет,2010,1.0
1632449,Первомайский сельсовет,2011,1.0
1632449,Первомайский сельсовет,2012,1.0
1632472,Санниковский сельсовет,2007,1.0
1632472,Санниковский сельсовет,2008,1.0
1632472,Санниковский сельсовет,2009,1.0
1632472,Санниковский сельсовет,2010,1.0
1632472,Санниковский сельсовет,2011,1.0
1632472,Санниковский сельсовет,2012,1.0
1632483,Северный сельсовет,2007,1.0
1632483,Северный сельсовет,2008,1.0
1632483,Северный сельсовет,2009,1.0
1632483,Северный сельсовет,2010,1.0
1632483,Северный сельсовет,2011,1.0
1632483,Северный сельсовет,2012,1.0
1632497,Сорочелоговской сельсовет,2007,1.0
1632497,Сорочелоговской сельсовет,2009,1.0
1632497,Сорочелоговской сельсовет,2010,1.0
1632497,Сорочелоговской сельсовет,2011,1.0
1632497,Сорочелоговской сельсовет,2012,1.0
1634000,Поспелихинский муниципальный район,2007,4.0
1634000,Поспелихинский муниципальный район,2008,4.0
1634000,Поспелихинский муниципальный район,2009,6.0
1634000,Поспелихинский муниципальный район,2010,1.0
1634000,Поспелихинский муниципальный район,2011,1.0
1634000,Поспелихинский муниципальный район,2012,1.0
1634433,Калмыцко-Мысовской сельсовет,2007,1.0
1634433,Калмыцко-Мысовской сельсовет,2008,1.0
1634433,Калмыцко-Мысовской сельсовет,2009,1.0
1634439,Клепечихинский сельсовет,2007,1.0
1634439,Клепечихинский сельсовет,2008,1.0
1634439,Клепечихинский сельсовет,2009,1.0
1634445,Красноалтайский сельсовет,2007,1.0
1634445,Красноалтайский сельсовет,2008,1.0
1634445,Красноалтайский сельсовет,2009,1.0
1634495,Поспелихинский Центральный сельсовет,2007,1.0
1634495,Поспелихинский Центральный сельсовет,2008,1.0
1634495,Поспелихинский Центральный сельсовет,2009,3.0
1634495,Поспелихинский Центральный сельсовет,2010,1.0
1634495,Поспелихинский Центральный сельсовет,2011,1.0
1634495,Поспелихинский Центральный сельсовет,2012,1.0
1635000,Ребрихинский муниципальный район,2007,2.0
1635000,Ребрихинский муниципальный район,2008,2.0
1635000,Ребрихинский муниципальный район,2009,1.0
1635000,Ребрихинский муниципальный район,2010,1.0
1635000,Ребрихинский муниципальный район,2011,1.0
1635000,Ребрихинский муниципальный район,2012,1.0
1635459,Подстепновский сельсовет,2008,1.0
1635464,Ребрихинский сельсовет,2007,1.0
1635464,Ребрихинский сельсовет,2008,1.0
1635464,Ребрихинский сельсовет,2009,1.0
1635464,Ребрихинский сельсовет,2010,1.0
1635464,Ребрихинский сельсовет,2011,1.0
1635464,Ребрихинский сельсовет,2012,1.0
1635476,Станционно-Ребрихинский сельсовет,2007,1.0
1637000,Романовский муниципальный район,2008,1.0
1637000,Романовский муниципальный район,2009,1.0
1637000,Романовский муниципальный район,2010,1.0
1637468,Романовский сельсовет,2008,1.0
1637468,Романовский сельсовет,2009,1.0
1637468,Романовский сельсовет,2010,1.0
1638000,Рубцовский муниципальный район,2007,11.0
1638000,Рубцовский муниципальный район,2008,11.0
1638406,Безрукавский сельсовет,2007,1.0
1638406,Безрукавский сельсовет,2008,1.0
1638412,Бобковский сельсовет,2007,1.0
1638412,Бобковский сельсовет,2008,1.0
1638415,Большешелковниковский сельсовет,2007,1.0
1638415,Большешелковниковский сельсовет,2008,1.0
1638418,Веселоярский сельсовет,2007,1.0
1638422,Дальний сельсовет,2007,1.0
1638422,Дальний сельсовет,2008,1.0
1638430,Мамонтовский сельсовет,2007,1.0
1638430,Мамонтовский сельсовет,2008,1.0
1638437,Новоалександровский сельсовет,2007,1.0
1638437,Новоалександровский сельсовет,2008,1.0
1638447,Новосклюихинский сельсовет,2007,1.0
1638447,Новосклюихинский сельсовет,2008,1.0
1638451,Половинкинский сельсовет,2007,1.0
1638451,Половинкинский сельсовет,2008,1.0
1638460,Ракитовский сельсовет,2007,1.0
1638460,Ракитовский сельсовет,2008,1.0
1638467,Саратовский сельсовет,2007,1.0
1638467,Саратовский сельсовет,2008,1.0
1638471,Тишинский сельсовет,2007,1.0
1638471,Тишинский сельсовет,2008,1.0
1639000,Славгородский муниципальный район,2007,1.0
1639000,Славгородский муниципальный район,2008,7.0
1639000,Славгородский муниципальный район,2009,4.0
1639000,Славгородский муниципальный район,2010,1.0
1639000,Славгородский муниципальный район,2011,1.0
1639412,Знаменский сельсовет,2008,1.0
1639412,Знаменский сельсовет,2009,1.0
1639437,Нововознесенский сельсовет,2008,1.0
1639437,Нововознесенский сельсовет,2009,1.0
1639456,Селекционный сельсовет,2008,3.0
