oktmo,name,year,cinemas
63616440,Кипецкое,2011,1.0
63616440,Кипецкое,2012,1.0
63616448,Комаровское,2007,1.0
63616448,Комаровское,2008,1.0
63616448,Комаровское,2009,1.0
63616448,Комаровское,2010,1.0
63616448,Комаровское,2011,1.0
63616448,Комаровское,2012,1.0
63616460,Новоселовское,2007,1.0
63616460,Новоселовское,2008,1.0
63616460,Новоселовское,2009,1.0
63616460,Новоселовское,2010,1.0
63616460,Новоселовское,2011,1.0
63616460,Новоселовское,2012,1.0
63617000,Ершовский муниципальный район,2007,10.0
63617000,Ершовский муниципальный район,2008,12.0
63617000,Ершовский муниципальный район,2009,12.0
63617000,Ершовский муниципальный район,2010,12.0
63617000,Ершовский муниципальный район,2011,12.0
63617000,Ершовский муниципальный район,2012,11.0
63617101,город Ершов,2007,3.0
63617101,город Ершов,2008,3.0
63617101,город Ершов,2009,3.0
63617101,город Ершов,2010,3.0
63617101,город Ершов,2011,3.0
63617101,город Ершов,2012,2.0
63617404,Антоновское,2007,1.0
63617404,Антоновское,2008,1.0
63617404,Антоновское,2009,1.0
63617404,Антоновское,2010,1.0
63617404,Антоновское,2011,1.0
63617404,Антоновское,2012,1.0
63617416,Декабристское,2008,1.0
63617416,Декабристское,2011,1.0
63617416,Декабристское,2012,1.0
63617432,Кушумское,2007,1.0
63617432,Кушумское,2008,1.0
63617432,Кушумское,2009,1.0
63617432,Кушумское,2010,1.0
63617432,Кушумское,2011,1.0
63617432,Кушумское,2012,1.0
63617440,Марьевское,2007,1.0
63617440,Марьевское,2008,1.0
63617440,Марьевское,2009,2.0
63617440,Марьевское,2010,2.0
63617440,Марьевское,2011,1.0
63617440,Марьевское,2012,1.0
63617444,Миусское,2007,1.0
63617444,Миусское,2008,1.0
63617444,Миусское,2009,1.0
63617444,Миусское,2010,1.0
63617444,Миусское,2011,1.0
63617444,Миусское,2012,1.0
63617448,Моховское,2012,1.0
63617452,Новокраснянское,2007,1.0
63617452,Новокраснянское,2008,1.0
63617452,Новокраснянское,2009,1.0
63617452,Новокраснянское,2010,1.0
63617452,Новокраснянское,2011,1.0
63617456,Новорепинское,2007,2.0
63617456,Новорепинское,2008,2.0
63617456,Новорепинское,2009,2.0
63617456,Новорепинское,2010,2.0
63617456,Новорепинское,2011,2.0
63617456,Новорепинское,2012,2.0
63617467,Перекопновское,2008,1.0
63617467,Перекопновское,2009,1.0
63617467,Перекопновское,2010,1.0
63617467,Перекопновское,2011,1.0
63617467,Перекопновское,2012,1.0
63619000,Ивантеевский муниципальный район,2007,14.0
63619000,Ивантеевский муниципальный район,2008,11.0
63619000,Ивантеевский муниципальный район,2009,11.0
63619000,Ивантеевский муниципальный район,2010,11.0
63619000,Ивантеевский муниципальный район,2011,11.0
63619000,Ивантеевский муниципальный район,2012,11.0
63619410,Бартеневское,2007,2.0
63619410,Бартеневское,2008,1.0
63619410,Бартеневское,2009,1.0
63619410,Бартеневское,2010,1.0
63619410,Бартеневское,2011,1.0
63619410,Бартеневское,2012,1.0
63619420,Ивановское,2007,1.0
63619420,Ивановское,2008,1.0
63619420,Ивановское,2009,1.0
63619420,Ивановское,2010,1.0
63619420,Ивановское,2011,1.0
63619420,Ивановское,2012,1.0
63619422,Ивантеевское,2007,1.0
63619422,Ивантеевское,2008,1.0
63619422,Ивантеевское,2009,1.0
63619422,Ивантеевское,2010,1.0
63619422,Ивантеевское,2011,1.0
63619422,Ивантеевское,2012,1.0
63619430,Канаевское,2007,3.0
63619430,Канаевское,2008,2.0
63619430,Канаевское,2009,2.0
63619430,Канаевское,2010,2.0
63619430,Канаевское,2011,2.0
63619430,Канаевское,2012,2.0
63619440,Николаевское,2007,1.0
63619440,Николаевское,2008,1.0
63619440,Николаевское,2009,1.0
63619440,Николаевское,2010,1.0
63619440,Николаевское,2011,1.0
63619440,Николаевское,2012,1.0
63619445,Раевское,2007,2.0
63619445,Раевское,2008,2.0
63619445,Раевское,2009,2.0
63619445,Раевское,2010,2.0
63619445,Раевское,2011,2.0
63619445,Раевское,2012,2.0
63619450,Чернавское,2007,3.0
63619450,Чернавское,2008,2.0
63619450,Чернавское,2009,2.0
63619450,Чернавское,2010,2.0
63619450,Чернавское,2011,2.0
63619450,Чернавское,2012,2.0
63619455,Яблоново-Гайское,2007,1.0
63619455,Яблоново-Гайское,2008,1.0
63619455,Яблоново-Гайское,2009,1.0
63619455,Яблоново-Гайское,2010,1.0
63619455,Яблоново-Гайское,2011,1.0
63619455,Яблоново-Гайское,2012,1.0
63621000,Калининский муниципальный район,2007,2.0
63621000,Калининский муниципальный район,2008,13.0
63621000,Калининский муниципальный район,2009,10.0
63621000,Калининский муниципальный район,2010,13.0
63621000,Калининский муниципальный район,2011,13.0
63621000,Калининский муниципальный район,2012,13.0
63621101,город Калининск,2007,1.0
63621101,город Калининск,2008,1.0
63621101,город Калининск,2009,1.0
63621101,город Калининск,2010,1.0
63621101,город Калининск,2011,1.0
63621101,город Калининск,2012,1.0
63621404,Александровское,2007,1.0
63621404,Александровское,2008,1.0
63621404,Александровское,2010,1.0
63621404,Александровское,2011,1.0
63621404,Александровское,2012,1.0
63621408,Ахтубинское,2008,1.0
63621408,Ахтубинское,2009,1.0
63621408,Ахтубинское,2010,1.0
63621408,Ахтубинское,2011,1.0
63621408,Ахтубинское,2012,1.0
63621420,Казачкинское,2010,1.0
63621424,Колокольцовское,2008,1.0
63621424,Колокольцовское,2009,1.0
63621424,Колокольцовское,2010,1.0
63621424,Колокольцовское,2011,1.0
63621424,Колокольцовское,2012,1.0
63621439,Новоивановское,2008,3.0
63621439,Новоивановское,2009,3.0
63621439,Новоивановское,2010,3.0
63621439,Новоивановское,2011,3.0
63621439,Новоивановское,2012,3.0
63621443,Озерское,2008,1.0
63621443,Озерское,2009,1.0
63621443,Озерское,2010,1.0
63621443,Озерское,2011,1.0
63621443,Озерское,2012,1.0
63621451,Свердловское,2008,1.0
63621451,Свердловское,2010,1.0
63621451,Свердловское,2011,1.0
63621451,Свердловское,2012,1.0
63621455,Сергиевское,2008,1.0
63621455,Сергиевское,2009,1.0
63621455,Сергиевское,2010,1.0
63621455,Сергиевское,2011,1.0
63621455,Сергиевское,2012,1.0
63621459,Симоновское,2008,2.0
63621459,Симоновское,2009,1.0
63621459,Симоновское,2010,1.0
63621459,Симоновское,2011,2.0
63621459,Симоновское,2012,2.0
63621472,Таловское,2008,1.0
63621472,Таловское,2009,1.0
63621472,Таловское,2010,1.0
63621472,Таловское,2011,1.0
63621472,Таловское,2012,1.0
63622000,Красноармейский муниципальный район,2007,1.0
63622000,Красноармейский муниципальный район,2008,1.0
63622000,Красноармейский муниципальный район,2009,26.0
63622000,Красноармейский муниципальный район,2010,26.0
63622000,Красноармейский муниципальный район,2011,26.0
63622000,Красноармейский муниципальный район,2012,14.0
63622101,город Красноармейск,2007,1.0
63622101,город Красноармейск,2008,1.0
63622101,город Красноармейск,2009,1.0
63622101,город Красноармейск,2010,2.0
63622101,город Красноармейск,2011,2.0
63622101,город Красноармейск,2012,1.0
63622154,Каменское,2009,2.0
63622154,Каменское,2010,2.0
63622154,Каменское,2011,2.0
63622154,Каменское,2012,1.0
63622403,Бобровское,2009,1.0
63622403,Бобровское,2010,1.0
63622403,Бобровское,2011,1.0
63622403,Бобровское,2012,1.0
63622405,Высоковское,2009,2.0
63622405,Высоковское,2010,2.0
63622405,Высоковское,2011,2.0
63622405,Высоковское,2012,1.0
63622410,Гвардейское,2009,2.0
63622410,Гвардейское,2010,2.0
63622410,Гвардейское,2011,2.0
63622410,Гвардейское,2012,1.0
63622420,Золотовское,2009,2.0
63622420,Золотовское,2010,2.0
63622420,Золотовское,2011,2.0
63622420,Золотовское,2012,1.0
63622425,Карамышское,2009,2.0
63622425,Карамышское,2010,2.0
63622425,Карамышское,2011,2.0
63622425,Карамышское,2012,1.0
63622430,Ключевское,2009,1.0
63622430,Ключевское,2010,1.0
63622430,Ключевское,2011,1.0
63622430,Ключевское,2012,1.0
63622435,Луганское,2009,2.0
63622435,Луганское,2010,2.0
63622435,Луганское,2011,2.0
63622435,Луганское,2012,1.0
63622440,Меловское,2009,1.0
63622440,Меловское,2010,1.0
63622440,Меловское,2011,1.0
63622445,Мордовинское,2009,1.0
63622445,Мордовинское,2010,1.0
63622445,Мордовинское,2011,1.0
63622450,Некрасовское,2009,1.0
63622450,Некрасовское,2010,1.0
63622450,Некрасовское,2011,1.0
63622455,Нижнебанновское,2009,1.0
63622455,Нижнебанновское,2010,1.0
63622455,Нижнебанновское,2011,1.0
63622460,Ревинское,2009,2.0
63622460,Ревинское,2010,1.0
63622460,Ревинское,2011,1.0
63622460,Ревинское,2012,1.0
63622465,Рогаткинское,2009,2.0
63622465,Рогаткинское,2010,2.0
63622465,Рогаткинское,2011,2.0
63622465,Рогаткинское,2012,1.0
63622470,Россошанское,2009,1.0
63622470,Россошанское,2010,1.0
63622470,Россошанское,2011,1.0
63622470,Россошанское,2012,1.0
63622475,Садовское,2009,1.0
63622475,Садовское,2010,1.0
63622475,Садовское,2011,1.0
63622475,Садовское,2012,1.0
63622486,Сплавнухинское,2009,1.0
63622486,Сплавнухинское,2010,1.0
63622486,Сплавнухинское,2011,1.0
63622486,Сплавнухинское,2012,1.0
63623000,Краснокутский муниципальный район,2007,5.0
63623000,Краснокутский муниципальный район,2008,5.0
63623000,Краснокутский муниципальный район,2009,7.0
63623000,Краснокутский муниципальный район,2010,2.0
63623000,Краснокутский муниципальный район,2011,1.0
63623000,Краснокутский муниципальный район,2012,1.0
63623101,город Красный Кут,2007,1.0
63623101,город Красный Кут,2008,1.0
63623101,город Красный Кут,2009,2.0
63623101,город Красный Кут,2010,2.0
63623101,город Красный Кут,2011,1.0
63623101,город Красный Кут,2012,1.0
63623420,Ждановское,2007,1.0
63623420,Ждановское,2008,1.0
63623420,Ждановское,2009,1.0
63623440,Интернациональное,2007,1.0
63623440,Интернациональное,2008,1.0
63623440,Интернациональное,2009,1.0
63623450,Первомайское,2007,1.0
63623450,Первомайское,2008,1.0
63623450,Первомайское,2009,2.0
63623455,Чкаловское,2007,1.0
63623455,Чкаловское,2008,1.0
63623455,Чкаловское,2009,1.0
63624000,Краснопартизанский муниципальный район,2007,8.0
63624000,Краснопартизанский муниципальный район,2008,11.0
63624000,Краснопартизанский муниципальный район,2009,7.0
63624000,Краснопартизанский муниципальный район,2010,8.0
63624000,Краснопартизанский муниципальный район,2011,8.0
63624000,Краснопартизанский муниципальный район,2012,8.0
63624151,Горновское,2007,2.0
63624151,Горновское,2008,2.0
63624151,Горновское,2009,2.0
63624151,Горновское,2010,2.0
63624151,Горновское,2011,1.0
63624151,Горновское,2012,1.0
63624405,Большесакмыковское,2007,1.0
63624405,Большесакмыковское,2008,1.0
63624405,Большесакмыковское,2009,1.0
63624405,Большесакмыковское,2010,1.0
63624405,Большесакмыковское,2011,1.0
63624405,Большесакмыковское,2012,1.0
63624420,Корнеевское,2007,1.0
63624420,Корнеевское,2008,1.0
63624420,Корнеевское,2009,1.0
63624420,Корнеевское,2010,1.0
63624420,Корнеевское,2011,1.0
63624420,Корнеевское,2012,1.0
63624425,Милорадовское,2007,1.0
63624425,Милорадовское,2008,2.0
63624425,Милорадовское,2009,1.0
63624425,Милорадовское,2010,1.0
63624425,Милорадовское,2011,2.0
63624425,Милорадовское,2012,2.0
63624435,ND,2008,1.0
63624435,ND,2010,1.0
63624440,Рукопольское,2007,1.0
63624440,Рукопольское,2008,1.0
63624440,Рукопольское,2009,1.0
63624440,Рукопольское,2010,1.0
63624440,Рукопольское,2011,1.0
63624440,Рукопольское,2012,1.0
63624450,Сулакское,2007,1.0
63624450,Сулакское,2008,1.0
63624450,Сулакское,2009,1.0
63624450,Сулакское,2010,1.0
63624450,Сулакское,2011,1.0
63624450,Сулакское,2012,1.0
63624455,Чистопольское,2007,1.0
63624455,Чистопольское,2008,2.0
63624455,Чистопольское,2011,1.0
63624455,Чистопольское,2012,1.0
63625000,Лысогорский муниципальный район,2007,18.0
63625000,Лысогорский муниципальный район,2008,18.0
63625000,Лысогорский муниципальный район,2009,18.0
63625000,Лысогорский муниципальный район,2010,18.0
63625000,Лысогорский муниципальный район,2011,18.0
63625000,Лысогорский муниципальный район,2012,18.0
63625151,Лысогорское,2007,2.0
63625151,Лысогорское,2008,2.0
63625151,Лысогорское,2009,2.0
63625151,Лысогорское,2010,2.0
63625151,Лысогорское,2011,2.0
63625151,Лысогорское,2012,2.0
63625405,Большедмитриевское,2007,2.0
63625405,Большедмитриевское,2008,2.0
63625405,Большедмитриевское,2009,2.0
63625405,Большедмитриевское,2010,2.0
63625405,Большедмитриевское,2011,2.0
63625405,Большедмитриевское,2012,2.0
63625410,Большекопенское,2007,1.0
63625410,Большекопенское,2008,1.0
63625410,Большекопенское,2009,1.0
63625410,Большекопенское,2010,1.0
63625410,Большекопенское,2011,1.0
63625410,Большекопенское,2012,1.0
63625415,Большерельненское,2007,2.0
63625415,Большерельненское,2008,2.0
63625415,Большерельненское,2009,2.0
63625415,Большерельненское,2010,2.0
63625415,Большерельненское,2011,2.0
63625415,Большерельненское,2012,2.0
63625420,Бутырское,2007,2.0
63625420,Бутырское,2008,2.0
63625420,Бутырское,2009,2.0
63625420,Бутырское,2010,2.0
63625420,Бутырское,2011,2.0
63625420,Бутырское,2012,2.0
63625428,Гремячинское,2007,2.0
63625428,Гремячинское,2008,2.0
63625428,Гремячинское,2009,2.0
63625428,Гремячинское,2010,2.0
63625428,Гремячинское,2011,2.0
63625428,Гремячинское,2012,2.0
63625440,Новокрасавское,2007,2.0
63625440,Новокрасавское,2008,2.0
63625440,Новокрасавское,2009,2.0
63625440,Новокрасавское,2010,2.0
63625440,Новокрасавское,2011,2.0
63625440,Новокрасавское,2012,2.0
63625445,Раздольновское,2007,1.0
63625445,Раздольновское,2008,1.0
63625445,Раздольновское,2009,1.0
63625445,Раздольновское,2010,1.0
63625445,Раздольновское,2011,1.0
63625445,Раздольновское,2012,1.0
63625447,Урицкое,2007,1.0
63625447,Урицкое,2008,1.0
63625447,Урицкое,2009,1.0
63625447,Урицкое,2010,1.0
63625447,Урицкое,2011,1.0
63625447,Урицкое,2012,1.0
63625455,Ширококарамышское,2007,2.0
63625455,Ширококарамышское,2008,2.0
63625455,Ширококарамышское,2009,2.0
63625455,Ширококарамышское,2010,2.0
63625455,Ширококарамышское,2011,2.0
63625455,Ширококарамышское,2012,2.0
63625460,Октябрьское,2007,1.0
63625460,Октябрьское,2008,1.0
63625460,Октябрьское,2009,1.0
63625460,Октябрьское,2010,1.0
63625460,Октябрьское,2011,1.0
63625460,Октябрьское,2012,1.0
63626000,Марксовский муниципальный район,2007,15.0
63626000,Марксовский муниципальный район,2008,15.0
63626000,Марксовский муниципальный район,2009,2.0
63626000,Марксовский муниципальный район,2010,1.0
63626000,Марксовский муниципальный район,2011,1.0
63626000,Марксовский муниципальный район,2012,1.0
63626101,город Маркс,2007,2.0
63626101,город Маркс,2008,2.0
63626101,город Маркс,2009,1.0
63626101,город Маркс,2011,1.0
63626101,город Маркс,2012,1.0
63626430,Зоркинское,2007,3.0
63626430,Зоркинское,2008,3.0
63626440,Кировское,2007,1.0
63626440,Кировское,2008,1.0
63626453,Осиновское,2007,1.0
63626453,Осиновское,2008,1.0
63626458,Подлесновское,2007,4.0
63626458,Подлесновское,2008,4.0
63626465,Приволжское,2007,4.0
63626465,Приволжское,2008,4.0
63626465,Приволжское,2009,1.0
63626465,Приволжское,2010,1.0
63629000,Новобурасский муниципальный район,2007,15.0
63629000,Новобурасский муниципальный район,2008,15.0
63629000,Новобурасский муниципальный район,2009,15.0
63629000,Новобурасский муниципальный район,2010,15.0
63629000,Новобурасский муниципальный район,2011,15.0
63629000,Новобурасский муниципальный район,2012,15.0
63629151,Новобурасское,2007,2.0
63629151,Новобурасское,2008,2.0
63629151,Новобурасское,2009,2.0
63629151,Новобурасское,2010,2.0
63629151,Новобурасское,2011,2.0
63629151,Новобурасское,2012,2.0
63629405,Аряшское,2007,2.0
63629405,Аряшское,2008,2.0
63629405,Аряшское,2009,2.0
63629405,Аряшское,2010,2.0
63629405,Аряшское,2011,2.0
63629405,Аряшское,2012,2.0
63629410,Белоярское,2007,1.0
63629410,Белоярское,2008,1.0
63629410,Белоярское,2009,1.0
63629410,Белоярское,2010,1.0
63629410,Белоярское,2011,2.0
63629410,Белоярское,2012,2.0
63629425,Динамовское,2010,1.0
63629430,Елшанское.,2007,2.0
63629430,Елшанское.,2008,2.0
63629430,Елшанское.,2009,2.0
63629430,Елшанское.,2010,2.0
63629430,Елшанское.,2011,2.0
63629430,Елшанское.,2012,2.0
63629450,Лоховское,2007,2.0
63629450,Лоховское,2008,2.0
63629450,Лоховское,2009,2.0
63629450,Лоховское,2010,2.0
63629450,Лоховское,2011,2.0
63629450,Лоховское,2012,2.0
63629460,Малоозерское,2007,3.0
63629460,Малоозерское,2008,3.0
63629460,Малоозерское,2009,3.0
63629460,Малоозерское,2010,3.0
63629460,Малоозерское,2011,3.0
63629460,Малоозерское,2012,3.0
63629465,Тепловское,2007,3.0
63629465,Тепловское,2008,3.0
63629465,Тепловское,2009,3.0
63629465,Тепловское,2010,2.0
63629465,Тепловское,2011,2.0
63629465,Тепловское,2012,2.0
63630000,Новоузенский муниципальный район,2007,1.0
63630000,Новоузенский муниципальный район,2008,17.0
63630000,Новоузенский муниципальный район,2009,17.0
63630000,Новоузенский муниципальный район,2010,16.0
63630000,Новоузенский муниципальный район,2011,15.0
63630000,Новоузенский муниципальный район,2012,15.0
63630101,город Новоузенск,2007,1.0
63630101,город Новоузенск,2008,4.0
63630101,город Новоузенск,2009,4.0
63630101,город Новоузенск,2010,4.0
63630101,город Новоузенск,2011,2.0
63630101,город Новоузенск,2012,2.0
63630405,Алгайское,2008,1.0
63630405,Алгайское,2009,1.0
63630405,Алгайское,2010,1.0
63630405,Алгайское,2011,1.0
63630405,Алгайское,2012,1.0
63630408,Бессоновское,2012,1.0
63630415,Горькореченское,2008,1.0
63630415,Горькореченское,2009,1.0
63630415,Горькореченское,2010,1.0
63630415,Горькореченское,2011,1.0
63630415,Горькореченское,2012,1.0
63630420,Дмитриевское,2008,2.0
63630420,Дмитриевское,2009,2.0
63630420,Дмитриевское,2010,1.0
63630420,Дмитриевское,2011,2.0
63630420,Дмитриевское,2012,1.0
63630422,Дюрское,2008,1.0
63630422,Дюрское,2009,1.0
63630422,Дюрское,2010,1.0
63630422,Дюрское,2011,1.0
63630422,Дюрское,2012,2.0
63630430,Куриловское,2008,2.0
63630430,Куриловское,2009,2.0
63630430,Куриловское,2010,2.0
63630430,Куриловское,2011,2.0
63630430,Куриловское,2012,1.0
63630445,Олоновское,2008,2.0
63630445,Олоновское,2009,2.0
63630445,Олоновское,2010,2.0
63630445,Олоновское,2011,2.0
63630445,Олоновское,2012,2.0
63630450,Петропавловское,2008,1.0
63630450,Петропавловское,2009,1.0
63630450,Петропавловское,2010,1.0
63630450,Петропавловское,2011,1.0
63630450,Петропавловское,2012,1.0
63630455,Пограниченское,2008,1.0
63630455,Пограниченское,2009,1.0
63630455,Пограниченское,2010,1.0
63630455,Пограниченское,2011,1.0
63630455,Пограниченское,2012,1.0
63630460,Радищевское,2008,1.0
63630460,Радищевское,2009,1.0
63630460,Радищевское,2010,1.0
63630460,Радищевское,2011,1.0
63630460,Радищевское,2012,1.0
63630470,Чертанлинское,2008,1.0
63630470,Чертанлинское,2009,1.0
63630470,Чертанлинское,2010,1.0
63630470,Чертанлинское,2011,1.0
63630470,Чертанлинское,2012,1.0
63632000,Озинский муниципальный район,2007,8.0
63632000,Озинский муниципальный район,2008,4.0
63632000,Озинский муниципальный район,2009,4.0
63632000,Озинский муниципальный район,2010,1.0
63632000,Озинский муниципальный район,2011,3.0
63632000,Озинский муниципальный район,2012,1.0
63632151,Озинское,2007,3.0
63632151,Озинское,2008,3.0
63632151,Озинское,2009,4.0
63632151,Озинское,2010,1.0
63632151,Озинское,2011,2.0
63632151,Озинское,2012,1.0
63632405,Балашинское,2007,1.0
63632410,Заволжское,2007,1.0
63632420,Ленинское,2007,1.0
63632420,Ленинское,2008,1.0
63632420,Ленинское,2011,1.0
63632440,Озерское,2007,1.0
63632455,Урожайное,2007,1.0
63634000,Перелюбский муниципальный район,2007,15.0
63634000,Перелюбский муниципальный район,2008,8.0
63634000,Перелюбский муниципальный район,2009,8.0
63634000,Перелюбский муниципальный район,2010,3.0
63634000,Перелюбский муниципальный район,2011,3.0
63634000,Перелюбский муниципальный район,2012,3.0
63634410,Натальиноярское,2007,1.0
63634410,Натальиноярское,2008,1.0
63634410,Натальиноярское,2009,1.0
63634410,Натальиноярское,2010,1.0
63634410,Натальиноярское,2011,1.0
63634410,Натальиноярское,2012,1.0
63634415,Кучумбетовское,2007,2.0
63634420,Молодежное,2007,1.0
63634425,Нижнепокровское,2007,2.0
63634425,Нижнепокровское,2008,2.0
63634425,Нижнепокровское,2009,2.0
63634430,Октябрьское,2007,1.0
63634435,Первомайское,2007,2.0
63634435,Первомайское,2008,2.0
63634435,Первомайское,2009,2.0
63634440,Перелюбское,2007,2.0
63634440,Перелюбское,2008,1.0
63634440,Перелюбское,2009,1.0
63634440,Перелюбское,2010,1.0
63634440,Перелюбское,2011,1.0
63634440,Перелюбское,2012,1.0
63634445,Иванихинское,2007,1.0
63634445,Иванихинское,2008,1.0
63634445,Иванихинское,2009,1.0
63634445,Иванихинское,2010,1.0
63634445,Иванихинское,2011,1.0
63634445,Иванихинское,2012,1.0
63634447,Смородинское,2007,2.0
63634447,Смородинское,2008,1.0
63634447,Смородинское,2009,1.0
63634460,Целинное,2007,1.0
63635000,Петровский муниципальный район,2007,24.0
63635000,Петровский муниципальный район,2008,18.0
63635000,Петровский муниципальный район,2009,18.0
63635000,Петровский муниципальный район,2010,18.0
63635000,Петровский муниципальный район,2011,18.0
63635000,Петровский муниципальный район,2012,18.0
63635101,город Петровск,2007,1.0
63635101,город Петровск,2008,1.0
63635101,город Петровск,2009,1.0
63635101,город Петровск,2010,1.0
63635101,город Петровск,2011,1.0
63635101,город Петровск,2012,1.0
63635410,Березовское,2007,4.0
63635410,Березовское,2008,2.0
63635410,Березовское,2009,2.0
63635410,Березовское,2010,2.0
63635410,Березовское,2011,2.0
63635410,Березовское,2012,2.0
63635420,Грачевское,2007,4.0
63635420,Грачевское,2008,3.0
63635420,Грачевское,2009,3.0
63635420,Грачевское,2010,3.0
63635420,Грачевское,2011,3.0
63635420,Грачевское,2012,3.0
63635435,Новозахаркинское,2007,3.0
63635435,Новозахаркинское,2008,3.0
63635435,Новозахаркинское,2009,3.0
63635435,Новозахаркинское,2010,3.0
63635435,Новозахаркинское,2011,3.0
63635435,Новозахаркинское,2012,3.0
63635460,Пригородное,2007,4.0
63635460,Пригородное,2008,3.0
63635460,Пригородное,2009,3.0
63635460,Пригородное,2010,3.0
63635460,Пригородное,2011,3.0
63635460,Пригородное,2012,3.0
63635465,Синеньское,2007,8.0
63635465,Синеньское,2008,6.0
63635465,Синеньское,2009,6.0
63635465,Синеньское,2010,6.0
63635465,Синеньское,2011,6.0
63635465,Синеньское,2012,6.0
63636000,Питерский муниципальный район,2007,8.0
63636000,Питерский муниципальный район,2008,7.0
63636000,Питерский муниципальный район,2009,14.0
63636000,Питерский муниципальный район,2010,14.0
63636000,Питерский муниципальный район,2011,14.0
63636000,Питерский муниципальный район,2012,14.0
63636405,Агафоновское,2007,1.0
63636405,Агафоновское,2008,2.0
63636405,Агафоновское,2009,2.0
63636405,Агафоновское,2010,4.0
63636405,Агафоновское,2011,4.0
63636405,Агафоновское,2012,4.0
63636410,Алексашкинское,2007,1.0
63636410,Алексашкинское,2008,1.0
63636410,Алексашкинское,2009,1.0
63636410,Алексашкинское,2010,1.0
63636410,Алексашкинское,2011,1.0
63636410,Алексашкинское,2012,1.0
63636415,Малоузенское,2009,2.0
63636420,Мироновское,2007,3.0
63636420,Мироновское,2008,1.0
63636420,Мироновское,2009,3.0
63636420,Мироновское,2010,3.0
63636420,Мироновское,2011,3.0
63636420,Мироновское,2012,3.0
63636425,Новотульское,2007,2.0
63636425,Новотульское,2008,2.0
63636425,Новотульское,2009,3.0
63636425,Новотульское,2010,4.0
63636425,Новотульское,2011,4.0
63636425,Новотульское,2012,4.0
63636430,Нивское,2009,1.0
63636430,Нивское,2010,1.0
63636430,Нивское,2011,1.0
63636430,Нивское,2012,1.0
63636435,Орошаемое,2009,1.0
63636446,Питерское,2007,1.0
63636446,Питерское,2008,1.0
63636446,Питерское,2009,1.0
63636446,Питерское,2010,1.0
63636446,Питерское,2011,1.0
63636446,Питерское,2012,1.0
63637000,Пугачевский муниципальный район,2007,21.0
63637000,Пугачевский муниципальный район,2008,21.0
63637000,Пугачевский муниципальный район,2009,22.0
63637000,Пугачевский муниципальный район,2010,22.0
63637000,Пугачевский муниципальный район,2011,22.0
63637000,Пугачевский муниципальный район,2012,22.0
63637101,город Пугачев,2007,3.0
63637101,город Пугачев,2008,3.0
63637101,город Пугачев,2009,3.0
63637101,город Пугачев,2010,3.0
63637101,город Пугачев,2011,3.0
63637101,город Пугачев,2012,3.0
63637415,Давыдовское,2007,1.0
63637415,Давыдовское,2008,1.0
63637415,Давыдовское,2009,1.0
63637415,Давыдовское,2010,1.0
63637415,Давыдовское,2011,1.0
63637415,Давыдовское,2012,1.0
63637423,Заволжское,2007,2.0
63637423,Заволжское,2008,2.0
63637423,Заволжское,2009,2.0
63637423,Заволжское,2010,2.0
63637423,Заволжское,2011,2.0
63637423,Заволжское,2012,2.0
63637440,Клинцовское,2007,2.0
63637440,Клинцовское,2008,2.0
63637440,Клинцовское,2009,2.0
63637440,Клинцовское,2010,2.0
63637440,Клинцовское,2011,2.0
63637440,Клинцовское,2012,2.0
63637445,Краснореченское,2007,3.0
63637445,Краснореченское,2008,3.0
63637445,Краснореченское,2009,4.0
63637445,Краснореченское,2010,4.0
63637445,Краснореченское,2011,4.0
63637445,Краснореченское,2012,4.0
63637450,Надеждинское,2007,2.0
63637450,Надеждинское,2008,2.0
63637450,Надеждинское,2009,2.0
63637450,Надеждинское,2010,2.0
63637450,Надеждинское,2011,2.0
63637450,Надеждинское,2012,2.0
63637460,Преображенское,2007,2.0
63637460,Преображенское,2008,2.0
63637460,Преображенское,2009,2.0
63637460,Преображенское,2010,2.0
63637460,Преображенское,2011,2.0
63637460,Преображенское,2012,2.0
63637470,Рахмановское,2007,3.0
63637470,Рахмановское,2008,3.0
63637470,Рахмановское,2009,3.0
63637470,Рахмановское,2010,3.0
63637470,Рахмановское,2011,3.0
63637470,Рахмановское,2012,3.0
63637485,Старопорубежское,2007,2.0
63637485,Старопорубежское,2008,2.0
63637485,Старопорубежское,2009,2.0
63637485,Старопорубежское,2010,2.0
63637485,Старопорубежское,2011,2.0
63637485,Старопорубежское,2012,2.0
63637495,Чапаевское.,2007,1.0
63637495,Чапаевское.,2008,1.0
63637495,Чапаевское.,2009,1.0
63637495,Чапаевское.,2010,1.0
63637495,Чапаевское.,2011,1.0
63637495,Чапаевское.,2012,1.0
63639000,Ровенский муниципальный район,2007,3.0
63639000,Ровенский муниципальный район,2008,3.0
63639000,Ровенский муниципальный район,2009,4.0
63639000,Ровенский муниципальный район,2010,1.0
63639000,Ровенский муниципальный район,2011,1.0
63639000,Ровенский муниципальный район,2012,1.0
63639151,Ровенское,2007,1.0
63639151,Ровенское,2008,1.0
63639151,Ровенское,2009,1.0
63639151,Ровенское,2010,1.0
63639151,Ровенское,2011,1.0
63639151,Ровенское,2012,1.0
63639440,Первомайское,2009,1.0
63639450,Приволжское,2007,1.0
63639450,Приволжское,2008,1.0
63639450,Приволжское,2009,1.0
63639475,Тарлыковское,2007,1.0
63639475,Тарлыковское,2008,1.0
